CTUID,to_id,travel_time
5350003.00,10736651,
5350003.00,8351485,
5350003.00,831833,
5350003.00,351901,
5350003.00,35502,
5350003.00,8677433,
5350003.00,563174,
5350003.00,7074421,
5350003.00,14120224,
5350003.00,10636558,
5350003.00,516002,
5350003.00,8677303,
5350003.00,514036,
5350003.00,8929220,
5350003.00,64184,
5350003.00,10154312,
5350003.00,30018838,
5350003.00,7195983,
5350003.00,14671849,
5350003.00,10851792,
5350003.00,5724486,
5350003.00,492884,
5350003.00,14077421,
5350003.00,11585136,
5350003.00,7485300,
5350003.00,9544287,
5350003.00,14075312,
5350003.00,7936181,
5350003.00,20230741,
5350003.00,1370827,
5350003.00,3841976,
5350003.00,13970348,
5350003.00,1009105,
5350003.00,13967638,
5350003.00,7531002,
5350003.00,2334782,
5350003.00,11075918,
5350003.00,10258457,
5350003.00,8731605,
5350003.00,4228477,
5350003.00,6727813,
5350003.00,4605082,
5350003.00,10923450,
5350003.00,308303,
5350003.00,982435,
5350003.00,11461965,
5350003.00,485092,
5350003.00,30044947,
5350003.00,856212,
5350003.00,325884,
5350003.00,773205,
5350003.00,8791953,
5350003.00,396133,
5350003.00,8457099,
5350003.00,14120064,
5350003.00,3256200,
5350003.00,9942216,
5350003.00,3232727,
5350003.00,9942219,53.0
5350004.00,7792696,46.0
5350004.00,9638452,86.0
5350004.00,54248,67.0
5350004.00,6362828,99.0
5350004.00,9035631,88.0
5350004.00,7754575,47.0
5350004.00,12601202,75.0
5350004.00,504810,76.0
5350004.00,487172,70.0
5350004.00,10553805,42.0
5350004.00,6282913,66.0
5350004.00,7792698,44.0
5350004.00,7762671,46.0
5350004.00,12601206,76.0
5350004.00,6208976,61.0
5350004.00,13498043,41.0
5350004.00,9066243,60.0
5350004.00,9110076,46.0
5350004.00,10757635,17.0
5350004.00,7792695,45.0
5350004.00,773891,51.0
5350004.00,536800,77.0
5350004.00,13501524,82.0
5350004.00,12601205,78.0
5350004.00,20232082,22.0
5350004.00,4628244,71.0
5350004.00,515959,80.0
5350004.00,5158806,75.0
5350004.00,8168605,16.0
5350004.00,1008107,83.0
5350004.00,9086232,38.0
5350004.00,6522400,41.0
5350004.00,6388009,57.0
5350004.00,7754918,71.0
5350004.00,4616608,100.0
5350004.00,7792529,47.0
5350004.00,30063647,72.0
5350004.00,773527,
5350004.00,30033897,
5350004.00,7846745,
5350004.00,9085365,
5350004.00,10736651,
5350004.00,8351485,
5350004.00,831833,
5350004.00,351901,
5350004.00,35502,
5350004.00,8677433,
5350004.00,563174,
5350004.00,7074421,
5350004.00,14120224,
5350004.00,10636558,
5350004.00,516002,
5350004.00,8677303,
5350004.00,514036,
5350004.00,8929220,
5350004.00,64184,
5350004.00,10154312,
5350004.00,30018838,
5350004.00,7195983,
5350004.00,14671849,
5350004.00,10851792,
5350004.00,5724486,
5350004.00,492884,
5350004.00,14077421,
5350004.00,11585136,
5350004.00,7485300,
5350004.00,9544287,
5350004.00,14075312,
5350004.00,7936181,
5350004.00,20230741,
5350004.00,1370827,
5350004.00,3841976,
5350004.00,13970348,
5350004.00,1009105,
5350004.00,13967638,
5350004.00,7531002,
5350004.00,2334782,
5350004.00,11075918,
5350004.00,10258457,
5350004.00,8731605,
5350004.00,4228477,
5350004.00,6727813,
5350004.00,4605082,
5350004.00,10923450,
5350004.00,308303,
5350004.00,982435,
5350004.00,11461965,
5350004.00,485092,
5350004.00,30044947,
5350004.00,856212,
5350004.00,325884,
5350004.00,773205,
5350004.00,8791953,
5350004.00,396133,
5350004.00,8457099,
5350004.00,14120064,
5350004.00,3256200,
5350004.00,9942216,
5350004.00,3232727,
5350004.00,9942219,43.0
5350005.00,7792696,41.0
5350005.00,9638452,83.0
5350005.00,54248,63.0
5350005.00,6362828,95.0
5350005.00,9035631,84.0
5350005.00,7754575,43.0
5350005.00,12601202,71.0
5350005.00,504810,72.0
5350005.00,487172,67.0
5350005.00,10553805,40.0
5350005.00,6282913,64.0
5350005.00,7792698,40.0
5350005.00,7762671,42.0
5350005.00,12601206,72.0
5350005.00,6208976,56.0
5350005.00,13498043,37.0
5350005.00,9066243,55.0
5350005.00,9110076,42.0
5350005.00,10757635,20.0
5350005.00,7792695,41.0
5350005.00,773891,46.0
5350005.00,536800,73.0
5350005.00,13501524,77.0
5350005.00,12601205,73.0
5350005.00,20232082,18.0
5350005.00,4628244,67.0
5350005.00,515959,75.0
5350005.00,5158806,70.0
5350005.00,8168605,13.0
5350005.00,1008107,79.0
5350005.00,9086232,31.0
5350005.00,6522400,37.0
5350005.00,6388009,52.0
5350005.00,7754918,67.0
5350005.00,4616608,95.0
5350005.00,7792529,42.0
5350005.00,30063647,63.0
5350005.00,773527,
5350005.00,30033897,
5350005.00,7846745,
5350005.00,9085365,
5350005.00,10736651,
5350005.00,8351485,
5350005.00,831833,
5350005.00,351901,
5350005.00,35502,
5350005.00,8677433,
5350005.00,563174,
5350005.00,7074421,
5350005.00,14120224,
5350005.00,10636558,
5350005.00,516002,
5350005.00,8677303,
5350005.00,514036,
5350005.00,8929220,
5350005.00,64184,
5350005.00,10154312,
5350005.00,30018838,
5350005.00,7195983,
5350005.00,14671849,
5350005.00,10851792,
5350005.00,5724486,
5350005.00,492884,
5350005.00,14077421,
5350005.00,11585136,
5350005.00,7485300,
5350005.00,9544287,
5350005.00,14075312,
5350005.00,7936181,
5350005.00,20230741,
5350005.00,1370827,
5350005.00,3841976,
5350005.00,13970348,
5350005.00,1009105,
5350005.00,13967638,
5350005.00,7531002,
5350005.00,2334782,
5350005.00,11075918,
5350005.00,10258457,
5350005.00,8731605,
5350005.00,4228477,
5350005.00,6727813,
5350005.00,4605082,
5350005.00,10923450,
5350005.00,308303,
5350005.00,982435,
5350005.00,11461965,
5350005.00,485092,
5350005.00,30044947,
5350005.00,856212,
5350005.00,325884,
5350005.00,773205,
5350005.00,8791953,
5350005.00,396133,
5350005.00,8457099,
5350005.00,14120064,
5350005.00,3256200,
5350005.00,9942216,
5350005.00,3232727,
5350005.00,9942219,37.0
5350006.00,7792696,46.0
5350006.00,9638452,88.0
5350006.00,54248,68.0
5350006.00,6362828,100.0
5350006.00,9035631,89.0
5350006.00,7754575,48.0
5350006.00,12601202,76.0
5350006.00,504810,78.0
5350006.00,487172,72.0
5350006.00,10553805,44.0
5350006.00,6282913,69.0
5350006.00,7792698,44.0
5350006.00,7762671,46.0
5350006.00,12601206,77.0
5350006.00,6208976,61.0
5350006.00,13498043,42.0
5350006.00,9066243,60.0
5350006.00,9110076,47.0
5350006.00,10757635,22.0
5350006.00,7792695,44.0
5350006.00,773891,47.0
5350006.00,536800,78.0
5350006.00,13501524,82.0
5350006.00,12601205,78.0
5350006.00,20232082,23.0
5350006.00,4628244,72.0
5350006.00,515959,80.0
5350006.00,5158806,76.0
5350006.00,8168605,1.0
5350006.00,1008107,84.0
5350006.00,9086232,37.0
5350006.00,6522400,42.0
5350006.00,6388009,57.0
5350006.00,7754918,72.0
5350006.00,4616608,100.0
5350006.00,7792529,47.0
5350006.00,30063647,68.0
5350006.00,773527,
5350006.00,30033897,
5350006.00,7846745,
5350006.00,9085365,
5350006.00,10736651,
5350006.00,8351485,
5350006.00,831833,
5350006.00,351901,
5350006.00,35502,
5350006.00,8677433,
5350006.00,563174,
5350006.00,7074421,
5350006.00,14120224,
5350006.00,10636558,
5350006.00,516002,
5350006.00,8677303,
5350006.00,514036,
5350006.00,8929220,
5350006.00,64184,
5350006.00,10154312,
5350006.00,30018838,
5350006.00,7195983,
5350006.00,14671849,
5350006.00,10851792,
5350006.00,5724486,
5350006.00,492884,
5350006.00,14077421,
5350006.00,11585136,
5350006.00,7485300,
5350006.00,9544287,
5350006.00,14075312,
5350006.00,7936181,
5350006.00,20230741,
5350006.00,1370827,
5350006.00,3841976,
5350006.00,13970348,
5350006.00,1009105,
5350006.00,13967638,
5350006.00,7531002,
5350006.00,2334782,
5350006.00,11075918,
5350006.00,10258457,
5350006.00,8731605,
5350006.00,4228477,
5350006.00,6727813,
5350006.00,4605082,
5350006.00,10923450,
5350006.00,308303,
5350006.00,982435,
5350006.00,11461965,
5350006.00,485092,
5350006.00,30044947,
5350006.00,856212,
5350006.00,325884,
5350006.00,773205,
5350006.00,8791953,
5350006.00,396133,
5350006.00,8457099,
5350006.00,14120064,
5350006.00,3256200,
5350006.00,9942216,
5350006.00,3232727,
5350006.00,9942219,42.0
5350009.00,7792696,38.0
5350009.00,9638452,80.0
5350009.00,54248,67.0
5350009.00,6362828,92.0
5350009.00,9035631,82.0
5350009.00,7754575,40.0
5350009.00,12601202,69.0
5350009.00,504810,69.0
5350009.00,487172,64.0
5350009.00,10553805,44.0
5350009.00,6282913,68.0
5350009.00,7792698,37.0
5350009.00,7762671,38.0
5350009.00,12601206,70.0
5350009.00,6208976,54.0
5350009.00,13498043,34.0
5350009.00,9066243,62.0
5350009.00,9110076,40.0
5350009.00,10757635,27.0
5350009.00,7792695,35.0
5350009.00,773891,41.0
5350009.00,536800,71.0
5350009.00,13501524,76.0
5350009.00,12601205,71.0
5350009.00,20232082,3.0
5350009.00,4628244,65.0
5350009.00,515959,73.0
5350009.00,5158806,69.0
5350009.00,8168605,27.0
5350009.00,1008107,82.0
5350009.00,9086232,25.0
5350009.00,6522400,35.0
5350009.00,6388009,50.0
5350009.00,7754918,65.0
5350009.00,4616608,92.0
5350009.00,7792529,39.0
5350009.00,30063647,68.0
5350009.00,773527,
5350009.00,30033897,
5350009.00,7846745,
5350009.00,9085365,
5350009.00,10736651,
5350009.00,8351485,
5350009.00,831833,
5350009.00,351901,
5350009.00,35502,
5350009.00,8677433,
5350009.00,563174,
5350009.00,7074421,
5350009.00,14120224,
5350009.00,10636558,
5350009.00,516002,
5350009.00,8677303,
5350009.00,514036,
5350009.00,8929220,
5350009.00,64184,
5350009.00,10154312,
5350009.00,30018838,
5350009.00,7195983,
5350009.00,14671849,
5350009.00,10851792,
5350009.00,5724486,
5350009.00,492884,
5350009.00,14077421,
5350009.00,11585136,
5350009.00,7485300,
5350009.00,9544287,
5350009.00,14075312,
5350009.00,7936181,
5350009.00,20230741,
5350009.00,1370827,
5350009.00,3841976,
5350009.00,13970348,
5350009.00,1009105,
5350009.00,13967638,
5350009.00,7531002,
5350009.00,2334782,
5350009.00,11075918,
5350009.00,10258457,
5350009.00,8731605,
5350009.00,4228477,
5350009.00,6727813,
5350009.00,4605082,
5350009.00,10923450,
5350009.00,308303,
5350009.00,982435,
5350009.00,11461965,
5350009.00,485092,
5350009.00,30044947,
5350009.00,856212,
5350009.00,325884,
5350009.00,773205,
5350009.00,8791953,
5350009.00,396133,
5350009.00,8457099,
5350009.00,14120064,
5350009.00,3256200,
5350009.00,9942216,
5350009.00,3232727,
5350009.00,9942219,31.0
5350008.01,7792696,42.0
5350008.01,9638452,89.0
5350008.01,54248,73.0
5350008.01,6362828,102.0
5350008.01,9035631,90.0
5350008.01,7754575,45.0
5350008.01,12601202,77.0
5350008.01,504810,78.0
5350008.01,487172,72.0
5350008.01,10553805,51.0
5350008.01,6282913,75.0
5350008.01,7792698,42.0
5350008.01,7762671,43.0
5350008.01,12601206,78.0
5350008.01,6208976,63.0
5350008.01,13498043,41.0
5350008.01,9066243,66.0
5350008.01,9110076,49.0
5350008.01,10757635,31.0
5350008.01,7792695,39.0
5350008.01,773891,42.0
5350008.01,536800,79.0
5350008.01,13501524,84.0
5350008.01,12601205,79.0
5350008.01,20232082,18.0
5350008.01,4628244,74.0
5350008.01,515959,81.0
5350008.01,5158806,77.0
5350008.01,8168605,25.0
5350008.01,1008107,89.0
5350008.01,9086232,34.0
5350008.01,6522400,44.0
5350008.01,6388009,56.0
5350008.01,7754918,73.0
5350008.01,4616608,101.0
5350008.01,7792529,44.0
5350008.01,30063647,73.0
5350008.01,773527,
5350008.01,30033897,
5350008.01,7846745,
5350008.01,9085365,
5350008.01,10736651,
5350008.01,8351485,
5350008.01,831833,
5350008.01,351901,
5350008.01,35502,
5350008.01,8677433,
5350008.01,563174,
5350008.01,7074421,
5350008.01,14120224,
5350008.01,10636558,
5350008.01,516002,
5350008.01,8677303,
5350008.01,514036,
5350008.01,8929220,
5350008.01,64184,
5350008.01,10154312,
5350008.01,30018838,
5350008.01,7195983,
5350008.01,14671849,
5350008.01,10851792,
5350008.01,5724486,
5350008.01,492884,
5350008.01,14077421,
5350008.01,11585136,
5350008.01,7485300,
5350008.01,9544287,
5350008.01,14075312,
5350008.01,7936181,
5350008.01,20230741,
5350008.01,1370827,
5350008.01,3841976,
5350008.01,13970348,
5350008.01,1009105,
5350008.01,13967638,
5350008.01,7531002,
5350008.01,2334782,
5350008.01,11075918,
5350008.01,10258457,
5350008.01,8731605,
5350008.01,4228477,
5350008.01,6727813,
5350008.01,4605082,
5350008.01,10923450,
5350008.01,308303,
5350008.01,982435,
5350008.01,11461965,
5350008.01,485092,
5350008.01,30044947,
5350008.01,856212,
5350008.01,325884,
5350008.01,773205,
5350008.01,8791953,
5350008.01,396133,
5350008.01,8457099,
5350008.01,14120064,
5350008.01,3256200,
5350008.01,9942216,
5350008.01,3232727,
5350008.01,9942219,38.0
5350008.02,7792696,50.0
5350008.02,9638452,96.0
5350008.02,54248,76.0
5350008.02,6362828,107.0
5350008.02,9035631,96.0
5350008.02,7754575,50.0
5350008.02,12601202,82.0
5350008.02,504810,83.0
5350008.02,487172,76.0
5350008.02,10553805,53.0
5350008.02,6282913,79.0
5350008.02,7792698,49.0
5350008.02,7762671,50.0
5350008.02,12601206,83.0
5350008.02,6208976,70.0
5350008.02,13498043,48.0
5350008.02,9066243,70.0
5350008.02,9110076,53.0
5350008.02,10757635,40.0
5350008.02,7792695,47.0
5350008.02,773891,48.0
5350008.02,536800,82.0
5350008.02,13501524,88.0
5350008.02,12601205,84.0
5350008.02,20232082,30.0
5350008.02,4628244,80.0
5350008.02,515959,87.0
5350008.02,5158806,82.0
5350008.02,8168605,32.0
5350008.02,1008107,93.0
5350008.02,9086232,36.0
5350008.02,6522400,49.0
5350008.02,6388009,63.0
5350008.02,7754918,77.0
5350008.02,4616608,106.0
5350008.02,7792529,51.0
5350008.02,30063647,78.0
5350008.02,773527,
5350008.02,30033897,
5350008.02,7846745,
5350008.02,9085365,
5350008.02,10736651,
5350008.02,8351485,
5350008.02,831833,
5350008.02,351901,
5350008.02,35502,
5350008.02,8677433,
5350008.02,563174,
5350008.02,7074421,
5350008.02,14120224,
5350008.02,10636558,
5350008.02,516002,
5350008.02,8677303,
5350008.02,514036,
5350008.02,8929220,
5350008.02,64184,
5350008.02,10154312,
5350008.02,30018838,
5350008.02,7195983,
5350008.02,14671849,
5350008.02,10851792,
5350008.02,5724486,
5350008.02,492884,
5350008.02,14077421,
5350008.02,11585136,
5350008.02,7485300,
5350008.02,9544287,
5350008.02,14075312,
5350008.02,7936181,
5350008.02,20230741,
5350008.02,1370827,
5350008.02,3841976,
5350008.02,13970348,
5350008.02,1009105,
5350008.02,13967638,
5350008.02,7531002,
5350008.02,2334782,
5350008.02,11075918,
5350008.02,10258457,
5350008.02,8731605,
5350008.02,4228477,
5350008.02,6727813,
5350008.02,4605082,
5350008.02,10923450,
5350008.02,308303,
5350008.02,982435,
5350008.02,11461965,
5350008.02,485092,
5350008.02,30044947,
5350008.02,856212,
5350008.02,325884,
5350008.02,773205,
5350008.02,8791953,
5350008.02,396133,
5350008.02,8457099,
5350008.02,14120064,
5350008.02,3256200,
5350008.02,9942216,
5350008.02,3232727,
5350008.02,9942219,40.0
5350007.01,7792696,47.0
5350007.01,9638452,90.0
5350007.01,54248,69.0
5350007.01,6362828,102.0
5350007.01,9035631,90.0
5350007.01,7754575,49.0
5350007.01,12601202,77.0
5350007.01,504810,79.0
5350007.01,487172,73.0
5350007.01,10553805,45.0
5350007.01,6282913,70.0
5350007.01,7792698,46.0
5350007.01,7762671,48.0
5350007.01,12601206,78.0
5350007.01,6208976,63.0
5350007.01,13498043,43.0
5350007.01,9066243,61.0
5350007.01,9110076,48.0
5350007.01,10757635,22.0
5350007.01,7792695,45.0
5350007.01,773891,48.0
5350007.01,536800,79.0
5350007.01,13501524,83.0
5350007.01,12601205,80.0
5350007.01,20232082,24.0
5350007.01,4628244,73.0
5350007.01,515959,81.0
5350007.01,5158806,77.0
5350007.01,8168605,4.0
5350007.01,1008107,85.0
5350007.01,9086232,38.0
5350007.01,6522400,43.0
5350007.01,6388009,58.0
5350007.01,7754918,73.0
5350007.01,4616608,102.0
5350007.01,7792529,48.0
5350007.01,30063647,69.0
5350007.01,773527,
5350007.01,30033897,
5350007.01,7846745,
5350007.01,9085365,
5350007.01,10736651,
5350007.01,8351485,
5350007.01,831833,
5350007.01,351901,
5350007.01,35502,
5350007.01,8677433,
5350007.01,563174,
5350007.01,7074421,
5350007.01,14120224,
5350007.01,10636558,
5350007.01,516002,
5350007.01,8677303,
5350007.01,514036,
5350007.01,8929220,
5350007.01,64184,
5350007.01,10154312,
5350007.01,30018838,
5350007.01,7195983,
5350007.01,14671849,
5350007.01,10851792,
5350007.01,5724486,
5350007.01,492884,
5350007.01,14077421,
5350007.01,11585136,
5350007.01,7485300,
5350007.01,9544287,
5350007.01,14075312,
5350007.01,7936181,
5350007.01,20230741,
5350007.01,1370827,
5350007.01,3841976,
5350007.01,13970348,
5350007.01,1009105,
5350007.01,13967638,
5350007.01,7531002,
5350007.01,2334782,
5350007.01,11075918,
5350007.01,10258457,
5350007.01,8731605,
5350007.01,4228477,
5350007.01,6727813,
5350007.01,4605082,
5350007.01,10923450,
5350007.01,308303,
5350007.01,982435,
5350007.01,11461965,
5350007.01,485092,
5350007.01,30044947,
5350007.01,856212,
5350007.01,325884,
5350007.01,773205,
5350007.01,8791953,
5350007.01,396133,
5350007.01,8457099,
5350007.01,14120064,
5350007.01,3256200,
5350007.01,9942216,
5350007.01,3232727,
5350007.01,9942219,43.0
5350007.02,7792696,41.0
5350007.02,9638452,82.0
5350007.02,54248,62.0
5350007.02,6362828,94.0
5350007.02,9035631,83.0
5350007.02,7754575,42.0
5350007.02,12601202,70.0
5350007.02,504810,72.0
5350007.02,487172,66.0
5350007.02,10553805,39.0
5350007.02,6282913,63.0
5350007.02,7792698,39.0
5350007.02,7762671,41.0
5350007.02,12601206,71.0
5350007.02,6208976,56.0
5350007.02,13498043,36.0
5350007.02,9066243,54.0
5350007.02,9110076,41.0
5350007.02,10757635,26.0
5350007.02,7792695,39.0
5350007.02,773891,44.0
5350007.02,536800,72.0
5350007.02,13501524,77.0
5350007.02,12601205,72.0
5350007.02,20232082,20.0
5350007.02,4628244,66.0
5350007.02,515959,75.0
5350007.02,5158806,70.0
5350007.02,8168605,19.0
5350007.02,1008107,79.0
5350007.02,9086232,31.0
5350007.02,6522400,36.0
5350007.02,6388009,51.0
5350007.02,7754918,66.0
5350007.02,4616608,94.0
5350007.02,7792529,41.0
5350007.02,30063647,62.0
5350007.02,773527,
5350007.02,30033897,
5350007.02,7846745,
5350007.02,9085365,
5350007.02,10736651,
5350007.02,8351485,
5350007.02,831833,
5350007.02,351901,
5350007.02,35502,
5350007.02,8677433,
5350007.02,563174,
5350007.02,7074421,
5350007.02,14120224,
5350007.02,10636558,
5350007.02,516002,
5350007.02,8677303,
5350007.02,514036,
5350007.02,8929220,
5350007.02,64184,
5350007.02,10154312,
5350007.02,30018838,
5350007.02,7195983,
5350007.02,14671849,
5350007.02,10851792,
5350007.02,5724486,
5350007.02,492884,
5350007.02,14077421,
5350007.02,11585136,
5350007.02,7485300,
5350007.02,9544287,
5350007.02,14075312,
5350007.02,7936181,
5350007.02,20230741,
5350007.02,1370827,
5350007.02,3841976,
5350007.02,13970348,
5350007.02,1009105,
5350007.02,13967638,
5350007.02,7531002,
5350007.02,2334782,
5350007.02,11075918,
5350007.02,10258457,
5350007.02,8731605,
5350007.02,4228477,
5350007.02,6727813,
5350007.02,4605082,
5350007.02,10923450,
5350007.02,308303,
5350007.02,982435,
5350007.02,11461965,
5350007.02,485092,
5350007.02,30044947,
5350007.02,856212,
5350007.02,325884,
5350007.02,773205,
5350007.02,8791953,
5350007.02,396133,
5350007.02,8457099,
5350007.02,14120064,
5350007.02,3256200,
5350007.02,9942216,
5350007.02,3232727,
5350007.02,9942219,36.0
