CTUID,Neighbourhood,Before_After_Difference,Value
5350227.0,Kingsway South,travel_time_to_first_dest_after,28.0
5350227.0,Kingsway South,travel_time_to_first_dest_reduction,13.0
5350228.0,Kingsway South,travel_time_to_first_dest_before,40.0
5350228.0,Kingsway South,travel_time_to_first_dest_after,40.0
5350228.0,Kingsway South,travel_time_to_first_dest_reduction,0.0
5350229.0,Kingsway South,travel_time_to_first_dest_before,34.0
5350229.0,Kingsway South,travel_time_to_first_dest_after,34.0
5350229.0,Kingsway South,travel_time_to_first_dest_reduction,0.0
5350230.01,Edenbridge-Humber Valley,travel_time_to_first_dest_before,45.0
5350230.01,Edenbridge-Humber Valley,travel_time_to_first_dest_after,43.0
5350230.01,Edenbridge-Humber Valley,travel_time_to_first_dest_reduction,2.0
5350230.02,Edenbridge-Humber Valley,travel_time_to_first_dest_before,34.0
5350230.02,Edenbridge-Humber Valley,travel_time_to_first_dest_after,34.0
5350230.02,Edenbridge-Humber Valley,travel_time_to_first_dest_reduction,0.0
5350231.0,Edenbridge-Humber Valley,travel_time_to_first_dest_before,47.0
5350231.0,Edenbridge-Humber Valley,travel_time_to_first_dest_after,44.0
5350231.0,Edenbridge-Humber Valley,travel_time_to_first_dest_reduction,3.0
5350232.0,Princess-Rosethorn,travel_time_to_first_dest_before,49.0
5350232.0,Princess-Rosethorn,travel_time_to_first_dest_after,46.0
5350232.0,Princess-Rosethorn,travel_time_to_first_dest_reduction,3.0
5350233.0,Princess-Rosethorn,travel_time_to_first_dest_before,44.0
5350233.0,Princess-Rosethorn,travel_time_to_first_dest_after,44.0
5350233.0,Princess-Rosethorn,travel_time_to_first_dest_reduction,0.0
5350234.0,Eringate-Centennial-West Deane,travel_time_to_first_dest_before,57.0
5350234.0,Eringate-Centennial-West Deane,travel_time_to_first_dest_after,57.0
5350234.0,Eringate-Centennial-West Deane,travel_time_to_first_dest_reduction,0.0
5350235.01,Eringate-Centennial-West Deane,travel_time_to_first_dest_before,49.0
5350235.01,Eringate-Centennial-West Deane,travel_time_to_first_dest_after,49.0
5350235.01,Eringate-Centennial-West Deane,travel_time_to_first_dest_reduction,0.0
5350235.02,Eringate-Centennial-West Deane,travel_time_to_first_dest_before,51.0
5350235.02,Eringate-Centennial-West Deane,travel_time_to_first_dest_after,51.0
5350235.02,Eringate-Centennial-West Deane,travel_time_to_first_dest_reduction,0.0
5350236.01,Etobicoke West Mall,travel_time_to_first_dest_before,46.0
5350236.01,Etobicoke West Mall,travel_time_to_first_dest_after,46.0
5350236.01,Etobicoke West Mall,travel_time_to_first_dest_reduction,0.0
5350236.02,Eringate-Centennial-West Deane,travel_time_to_first_dest_before,69.0
5350236.02,Eringate-Centennial-West Deane,travel_time_to_first_dest_after,68.0
5350236.02,Eringate-Centennial-West Deane,travel_time_to_first_dest_reduction,1.0
5350237.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_before,47.0
5350237.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_after,47.0
5350237.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_reduction,0.0
5350237.02,Willowridge-Martingrove-Richview,travel_time_to_first_dest_before,47.0
5350237.02,Willowridge-Martingrove-Richview,travel_time_to_first_dest_after,47.0
5350237.02,Willowridge-Martingrove-Richview,travel_time_to_first_dest_reduction,0.0
5350237.03,Willowridge-Martingrove-Richview,travel_time_to_first_dest_before,45.0
5350237.03,Willowridge-Martingrove-Richview,travel_time_to_first_dest_after,45.0
5350237.03,Willowridge-Martingrove-Richview,travel_time_to_first_dest_reduction,0.0
5350238.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_before,45.0
5350238.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_after,45.0
5350238.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_reduction,0.0
5350238.02,Kingsview Village-The Westway,travel_time_to_first_dest_before,44.0
5350238.02,Kingsview Village-The Westway,travel_time_to_first_dest_after,44.0
5350238.02,Kingsview Village-The Westway,travel_time_to_first_dest_reduction,0.0
5350239.0,Kingsview Village-The Westway,travel_time_to_first_dest_before,44.0
5350239.0,Kingsview Village-The Westway,travel_time_to_first_dest_after,44.0
5350239.0,Kingsview Village-The Westway,travel_time_to_first_dest_reduction,0.0
5350240.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_before,44.0
5350240.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_after,44.0
5350240.01,Willowridge-Martingrove-Richview,travel_time_to_first_dest_reduction,0.0
5350240.02,Humber Heights-Westmount,travel_time_to_first_dest_before,37.0
5350240.02,Humber Heights-Westmount,travel_time_to_first_dest_after,37.0
5350240.02,Humber Heights-Westmount,travel_time_to_first_dest_reduction,0.0
5350241.0,Humber Heights-Westmount,travel_time_to_first_dest_before,36.0
5350241.0,Humber Heights-Westmount,travel_time_to_first_dest_after,36.0
5350241.0,Humber Heights-Westmount,travel_time_to_first_dest_reduction,0.0
5350242.0,Humber Heights-Westmount,travel_time_to_first_dest_before,29.0
5350242.0,Humber Heights-Westmount,travel_time_to_first_dest_after,29.0
5350242.0,Humber Heights-Westmount,travel_time_to_first_dest_reduction,0.0
5350243.01,Kingsview Village-The Westway,travel_time_to_first_dest_before,42.0
5350243.01,Kingsview Village-The Westway,travel_time_to_first_dest_after,42.0
5350243.01,Kingsview Village-The Westway,travel_time_to_first_dest_reduction,0.0
5350243.02,Kingsview Village-The Westway,travel_time_to_first_dest_before,41.0
5350243.02,Kingsview Village-The Westway,travel_time_to_first_dest_after,41.0
5350243.02,Kingsview Village-The Westway,travel_time_to_first_dest_reduction,0.0
5350244.01,Elms-Old Rexdale,travel_time_to_first_dest_before,39.0
5350244.01,Elms-Old Rexdale,travel_time_to_first_dest_after,39.0
5350244.01,Elms-Old Rexdale,travel_time_to_first_dest_reduction,0.0
5350244.02,Elms-Old Rexdale,travel_time_to_first_dest_before,27.0
5350244.02,Elms-Old Rexdale,travel_time_to_first_dest_after,27.0
5350244.02,Elms-Old Rexdale,travel_time_to_first_dest_reduction,0.0
5350245.0,Rexdale-Kipling,travel_time_to_first_dest_before,31.0
5350245.0,Rexdale-Kipling,travel_time_to_first_dest_after,31.0
5350245.0,Rexdale-Kipling,travel_time_to_first_dest_reduction,0.0
5350246.0,Rexdale-Kipling,travel_time_to_first_dest_before,23.0
5350246.0,Rexdale-Kipling,travel_time_to_first_dest_after,23.0
5350246.0,Rexdale-Kipling,travel_time_to_first_dest_reduction,0.0
5350247.01,West Humber-Clairville,travel_time_to_first_dest_before,40.0
5350247.01,West Humber-Clairville,travel_time_to_first_dest_after,40.0
5350247.01,West Humber-Clairville,travel_time_to_first_dest_reduction,0.0
5350247.02,West Humber-Clairville,travel_time_to_first_dest_before,27.0
5350247.02,West Humber-Clairville,travel_time_to_first_dest_after,27.0
5350247.02,West Humber-Clairville,travel_time_to_first_dest_reduction,0.0
5350248.02,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_before,21.0
5350248.02,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_after,21.0
5350248.02,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_reduction,0.0
5350248.03,West Humber-Clairville,travel_time_to_first_dest_before,31.0
5350248.03,West Humber-Clairville,travel_time_to_first_dest_after,31.0
5350248.03,West Humber-Clairville,travel_time_to_first_dest_reduction,0.0
5350248.04,West Humber-Clairville,travel_time_to_first_dest_before,18.0
5350248.04,West Humber-Clairville,travel_time_to_first_dest_after,18.0
5350248.04,West Humber-Clairville,travel_time_to_first_dest_reduction,0.0
5350248.05,West Humber-Clairville,travel_time_to_first_dest_before,10.0
5350248.05,West Humber-Clairville,travel_time_to_first_dest_after,10.0
5350248.05,West Humber-Clairville,travel_time_to_first_dest_reduction,0.0
5350249.01,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_before,34.0
5350249.01,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_after,34.0
5350249.01,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_reduction,0.0
5350249.03,West Humber-Clairville,travel_time_to_first_dest_before,29.0
5350249.03,West Humber-Clairville,travel_time_to_first_dest_after,29.0
5350249.03,West Humber-Clairville,travel_time_to_first_dest_reduction,0.0
5350249.04,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_before,33.0
5350249.04,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_after,33.0
5350249.04,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_reduction,0.0
5350249.05,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_before,22.0
5350249.05,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_after,22.0
5350249.05,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_reduction,0.0
5350250.01,Thistletown-Beaumond Heights,travel_time_to_first_dest_before,33.0
5350250.01,Thistletown-Beaumond Heights,travel_time_to_first_dest_after,33.0
5350250.01,Thistletown-Beaumond Heights,travel_time_to_first_dest_reduction,0.0
5350250.02,Thistletown-Beaumond Heights,travel_time_to_first_dest_before,40.0
5350250.02,Thistletown-Beaumond Heights,travel_time_to_first_dest_after,40.0
5350250.02,Thistletown-Beaumond Heights,travel_time_to_first_dest_reduction,0.0
5350250.04,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_before,39.0
5350250.04,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_after,39.0
5350250.04,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_reduction,0.0
5350250.05,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_before,35.0
5350250.05,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_after,35.0
5350250.05,Mount Olive-Silverstone-Jamestown,travel_time_to_first_dest_reduction,0.0
5350260.01,Flemingdon Park,travel_time_to_first_dest_before,40.0
5350260.01,Flemingdon Park,travel_time_to_first_dest_after,40.0
5350260.01,Flemingdon Park,travel_time_to_first_dest_reduction,0.0
5350260.04,Flemingdon Park,travel_time_to_first_dest_before,34.0
5350260.04,Flemingdon Park,travel_time_to_first_dest_after,34.0
5350260.04,Flemingdon Park,travel_time_to_first_dest_reduction,0.0
5350260.05,Flemingdon Park,travel_time_to_first_dest_before,39.0
5350260.05,Flemingdon Park,travel_time_to_first_dest_after,39.0
5350260.05,Flemingdon Park,travel_time_to_first_dest_reduction,0.0
5350260.06,Flemingdon Park,travel_time_to_first_dest_before,29.0
5350260.06,Flemingdon Park,travel_time_to_first_dest_after,29.0
5350260.06,Flemingdon Park,travel_time_to_first_dest_reduction,0.0
5350260.07,Victoria Village,travel_time_to_first_dest_before,53.0
5350260.07,Victoria Village,travel_time_to_first_dest_after,53.0
5350260.07,Victoria Village,travel_time_to_first_dest_reduction,0.0
5350261.0,Victoria Village,travel_time_to_first_dest_before,38.0
5350261.0,Victoria Village,travel_time_to_first_dest_after,38.0
5350261.0,Victoria Village,travel_time_to_first_dest_reduction,0.0
5350262.01,Victoria Village,travel_time_to_first_dest_before,41.0
5350262.01,Victoria Village,travel_time_to_first_dest_after,41.0
5350262.01,Victoria Village,travel_time_to_first_dest_reduction,0.0
5350262.02,Victoria Village,travel_time_to_first_dest_before,46.0
5350262.02,Victoria Village,travel_time_to_first_dest_after,46.0
5350262.02,Victoria Village,travel_time_to_first_dest_reduction,0.0
5350263.02,Banbury-Don Mills,travel_time_to_first_dest_before,28.0
5350263.02,Banbury-Don Mills,travel_time_to_first_dest_after,28.0
5350263.02,Banbury-Don Mills,travel_time_to_first_dest_reduction,0.0
5350263.03,Banbury-Don Mills,travel_time_to_first_dest_before,39.0
5350263.03,Banbury-Don Mills,travel_time_to_first_dest_after,39.0
5350263.03,Banbury-Don Mills,travel_time_to_first_dest_reduction,0.0
5350263.04,Banbury-Don Mills,travel_time_to_first_dest_before,35.0
5350263.04,Banbury-Don Mills,travel_time_to_first_dest_after,35.0
5350263.04,Banbury-Don Mills,travel_time_to_first_dest_reduction,0.0
5350264.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_before,36.0
5350264.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_after,36.0
5350264.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_reduction,0.0
5350265.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_before,2.0
5350265.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_after,2.0
5350265.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_reduction,0.0
5350266.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_before,47.0
5350266.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_after,47.0
5350266.0,Bridle Path-Sunnybrook-York Mills,travel_time_to_first_dest_reduction,0.0
5350267.0,Banbury-Don Mills,travel_time_to_first_dest_before,41.0
5350267.0,Banbury-Don Mills,travel_time_to_first_dest_after,41.0
5350267.0,Banbury-Don Mills,travel_time_to_first_dest_reduction,0.0
5350268.0,Banbury-Don Mills,travel_time_to_first_dest_before,39.0
5350268.0,Banbury-Don Mills,travel_time_to_first_dest_after,39.0
5350268.0,Banbury-Don Mills,travel_time_to_first_dest_reduction,0.0
5350269.01,Fenside-Parkwoods,travel_time_to_first_dest_before,29.0
5350269.01,Fenside-Parkwoods,travel_time_to_first_dest_after,29.0
5350269.01,Fenside-Parkwoods,travel_time_to_first_dest_reduction,0.0
5350269.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_before,44.0
5350269.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_after,44.0
5350269.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_reduction,0.0
5350270.01,Fenside-Parkwoods,travel_time_to_first_dest_before,45.0
5350270.01,Fenside-Parkwoods,travel_time_to_first_dest_after,45.0
5350270.01,Fenside-Parkwoods,travel_time_to_first_dest_reduction,0.0
5350270.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_before,46.0
5350270.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_after,46.0
5350270.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_reduction,0.0
5350271.01,Parkwoods-O'Connor Hills,travel_time_to_first_dest_before,40.0
5350271.01,Parkwoods-O'Connor Hills,travel_time_to_first_dest_after,40.0
5350271.01,Parkwoods-O'Connor Hills,travel_time_to_first_dest_reduction,0.0
5350271.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_before,50.0
5350271.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_after,50.0
5350271.02,Parkwoods-O'Connor Hills,travel_time_to_first_dest_reduction,0.0
5350272.01,Fenside-Parkwoods,travel_time_to_first_dest_before,37.0
5350272.01,Fenside-Parkwoods,travel_time_to_first_dest_after,37.0
5350272.01,Fenside-Parkwoods,travel_time_to_first_dest_reduction,0.0
5350272.02,Fenside-Parkwoods,travel_time_to_first_dest_before,48.0
5350272.02,Fenside-Parkwoods,travel_time_to_first_dest_after,48.0
5350272.02,Fenside-Parkwoods,travel_time_to_first_dest_reduction,0.0
5350273.01,St.Andrew-Windfields,travel_time_to_first_dest_before,30.0
5350273.01,St.Andrew-Windfields,travel_time_to_first_dest_after,30.0
5350273.01,St.Andrew-Windfields,travel_time_to_first_dest_reduction,0.0
5350273.02,St.Andrew-Windfields,travel_time_to_first_dest_before,42.0
5350273.02,St.Andrew-Windfields,travel_time_to_first_dest_after,42.0
5350273.02,St.Andrew-Windfields,travel_time_to_first_dest_reduction,0.0
5350274.01,St.Andrew-Windfields,travel_time_to_first_dest_before,37.0
5350274.01,St.Andrew-Windfields,travel_time_to_first_dest_after,37.0
5350274.01,St.Andrew-Windfields,travel_time_to_first_dest_reduction,0.0
5350274.02,St.Andrew-Windfields,travel_time_to_first_dest_before,41.0
5350274.02,St.Andrew-Windfields,travel_time_to_first_dest_after,41.0
5350274.02,St.Andrew-Windfields,travel_time_to_first_dest_reduction,0.0
5350275.0,Bedford Park-Nortown,travel_time_to_first_dest_before,26.0
5350275.0,Bedford Park-Nortown,travel_time_to_first_dest_after,26.0
5350275.0,Bedford Park-Nortown,travel_time_to_first_dest_reduction,0.0
5350276.01,Bedford Park-Nortown,travel_time_to_first_dest_before,19.0
5350276.01,Bedford Park-Nortown,travel_time_to_first_dest_after,19.0
5350276.01,Bedford Park-Nortown,travel_time_to_first_dest_reduction,0.0
5350276.02,Bedford Park-Nortown,travel_time_to_first_dest_before,25.0
5350276.02,Bedford Park-Nortown,travel_time_to_first_dest_after,25.0
5350276.02,Bedford Park-Nortown,travel_time_to_first_dest_reduction,0.0
5350277.0,Bedford Park-Nortown,travel_time_to_first_dest_before,26.0
5350277.0,Bedford Park-Nortown,travel_time_to_first_dest_after,26.0
5350277.0,Bedford Park-Nortown,travel_time_to_first_dest_reduction,0.0
5350278.0,Englemount-Lawrence,travel_time_to_first_dest_before,27.0
5350278.0,Englemount-Lawrence,travel_time_to_first_dest_after,27.0
5350278.0,Englemount-Lawrence,travel_time_to_first_dest_reduction,0.0
5350279.01,Yorkdale-Glen Park,travel_time_to_first_dest_before,33.0
5350279.01,Yorkdale-Glen Park,travel_time_to_first_dest_after,33.0
5350279.01,Yorkdale-Glen Park,travel_time_to_first_dest_reduction,0.0
5350279.02,Yorkdale-Glen Park,travel_time_to_first_dest_before,34.0
5350279.02,Yorkdale-Glen Park,travel_time_to_first_dest_after,34.0
5350279.02,Yorkdale-Glen Park,travel_time_to_first_dest_reduction,0.0
5350280.0,Brookhaven-Amesbury,travel_time_to_first_dest_before,19.0
5350280.0,Brookhaven-Amesbury,travel_time_to_first_dest_after,19.0
5350280.0,Brookhaven-Amesbury,travel_time_to_first_dest_reduction,0.0
5350281.01,Brookhaven-Amesbury,travel_time_to_first_dest_before,30.0
5350281.01,Brookhaven-Amesbury,travel_time_to_first_dest_after,30.0
5350281.01,Brookhaven-Amesbury,travel_time_to_first_dest_reduction,0.0
5350281.02,Brookhaven-Amesbury,travel_time_to_first_dest_before,33.0
5350281.02,Brookhaven-Amesbury,travel_time_to_first_dest_after,33.0
5350281.02,Brookhaven-Amesbury,travel_time_to_first_dest_reduction,0.0
5350282.0,Pelmo Park-Humberlea,travel_time_to_first_dest_before,31.0
5350282.0,Pelmo Park-Humberlea,travel_time_to_first_dest_after,31.0
5350282.0,Pelmo Park-Humberlea,travel_time_to_first_dest_reduction,0.0
5350283.01,Rustic,travel_time_to_first_dest_before,31.0
5350283.01,Rustic,travel_time_to_first_dest_after,31.0
5350283.01,Rustic,travel_time_to_first_dest_reduction,0.0
5350283.02,Rustic,travel_time_to_first_dest_before,32.0
5350283.02,Rustic,travel_time_to_first_dest_after,32.0
5350283.02,Rustic,travel_time_to_first_dest_reduction,0.0
5350284.0,Maple Leaf,travel_time_to_first_dest_before,31.0
5350284.0,Maple Leaf,travel_time_to_first_dest_after,31.0
5350284.0,Maple Leaf,travel_time_to_first_dest_reduction,0.0
5350285.0,Maple Leaf,travel_time_to_first_dest_before,28.0
5350285.0,Maple Leaf,travel_time_to_first_dest_after,28.0
5350285.0,Maple Leaf,travel_time_to_first_dest_reduction,0.0
5350286.0,Yorkdale-Glen Park,travel_time_to_first_dest_before,29.0
5350286.0,Yorkdale-Glen Park,travel_time_to_first_dest_after,29.0
5350286.0,Yorkdale-Glen Park,travel_time_to_first_dest_reduction,0.0
5350287.02,Englemount-Lawrence,travel_time_to_first_dest_before,10.0
5350287.02,Englemount-Lawrence,travel_time_to_first_dest_after,10.0
5350287.02,Englemount-Lawrence,travel_time_to_first_dest_reduction,0.0
5350287.03,Englemount-Lawrence,travel_time_to_first_dest_before,27.0
5350287.03,Englemount-Lawrence,travel_time_to_first_dest_after,27.0
5350287.03,Englemount-Lawrence,travel_time_to_first_dest_reduction,0.0
5350287.04,Englemount-Lawrence,travel_time_to_first_dest_before,21.0
5350287.04,Englemount-Lawrence,travel_time_to_first_dest_after,21.0
5350287.04,Englemount-Lawrence,travel_time_to_first_dest_reduction,0.0
5350288.0,Clanton Park,travel_time_to_first_dest_before,27.0
5350288.0,Clanton Park,travel_time_to_first_dest_after,27.0
5350288.0,Clanton Park,travel_time_to_first_dest_reduction,0.0
5350289.0,Downsview,travel_time_to_first_dest_before,16.0
5350289.0,Downsview,travel_time_to_first_dest_after,16.0
5350289.0,Downsview,travel_time_to_first_dest_reduction,0.0
5350290.01,Oakdale-Beverley Heights,travel_time_to_first_dest_before,13.0
5350290.01,Oakdale-Beverley Heights,travel_time_to_first_dest_after,13.0
5350290.01,Oakdale-Beverley Heights,travel_time_to_first_dest_reduction,0.0
5350290.02,Downsview,travel_time_to_first_dest_before,16.0
5350290.02,Downsview,travel_time_to_first_dest_after,16.0
5350290.02,Downsview,travel_time_to_first_dest_reduction,0.0
5350291.02,Oakdale-Beverley Heights,travel_time_to_first_dest_before,15.0
5350291.02,Oakdale-Beverley Heights,travel_time_to_first_dest_after,15.0
5350291.02,Oakdale-Beverley Heights,travel_time_to_first_dest_reduction,0.0
5350291.03,Downsview,travel_time_to_first_dest_before,18.0
5350291.03,Downsview,travel_time_to_first_dest_after,18.0
5350291.03,Downsview,travel_time_to_first_dest_reduction,0.0
5350291.04,Downsview,travel_time_to_first_dest_before,17.0
5350291.04,Downsview,travel_time_to_first_dest_after,17.0
5350291.04,Downsview,travel_time_to_first_dest_reduction,0.0
5350292.0,Oakdale-Beverley Heights,travel_time_to_first_dest_before,31.0
5350292.0,Oakdale-Beverley Heights,travel_time_to_first_dest_after,31.0
5350292.0,Oakdale-Beverley Heights,travel_time_to_first_dest_reduction,0.0
5350293.0,Pelmo Park-Humberlea,travel_time_to_first_dest_before,25.0
5350293.0,Pelmo Park-Humberlea,travel_time_to_first_dest_after,25.0
5350293.0,Pelmo Park-Humberlea,travel_time_to_first_dest_reduction,0.0
5350294.01,Oakdale-Beverley Heights,travel_time_to_first_dest_before,26.0
5350294.01,Oakdale-Beverley Heights,travel_time_to_first_dest_after,26.0
5350294.01,Oakdale-Beverley Heights,travel_time_to_first_dest_reduction,0.0
5350294.02,Glenfield-Jane Heights,travel_time_to_first_dest_before,31.0
5350294.02,Glenfield-Jane Heights,travel_time_to_first_dest_after,31.0
5350294.02,Glenfield-Jane Heights,travel_time_to_first_dest_reduction,0.0
5350295.0,Downsview,travel_time_to_first_dest_before,31.0
5350295.0,Downsview,travel_time_to_first_dest_after,31.0
5350295.0,Downsview,travel_time_to_first_dest_reduction,0.0
5350296.0,Downsview,travel_time_to_first_dest_before,51.0
5350296.0,Downsview,travel_time_to_first_dest_after,51.0
5350296.0,Downsview,travel_time_to_first_dest_reduction,0.0
5350297.01,Bathurst Manor,travel_time_to_first_dest_before,29.0
5350297.01,Bathurst Manor,travel_time_to_first_dest_after,29.0
5350297.01,Bathurst Manor,travel_time_to_first_dest_reduction,0.0
5350297.02,Clanton Park,travel_time_to_first_dest_before,34.0
5350297.02,Clanton Park,travel_time_to_first_dest_after,34.0
5350297.02,Clanton Park,travel_time_to_first_dest_reduction,0.0
5350298.0,Lansing-Westgate,travel_time_to_first_dest_before,31.0
5350298.0,Lansing-Westgate,travel_time_to_first_dest_after,31.0
5350298.0,Lansing-Westgate,travel_time_to_first_dest_reduction,0.0
5350299.01,Lansing-Westgate,travel_time_to_first_dest_before,28.0
5350299.01,Lansing-Westgate,travel_time_to_first_dest_after,28.0
5350299.01,Lansing-Westgate,travel_time_to_first_dest_reduction,0.0
5350299.02,Lansing-Westgate,travel_time_to_first_dest_before,27.0
5350299.02,Lansing-Westgate,travel_time_to_first_dest_after,27.0
5350299.02,Lansing-Westgate,travel_time_to_first_dest_reduction,0.0
5350300.01,Avondale,travel_time_to_first_dest_before,23.0
5350300.01,Avondale,travel_time_to_first_dest_after,23.0
5350300.01,Avondale,travel_time_to_first_dest_reduction,0.0
5350300.02,Avondale,travel_time_to_first_dest_before,31.0
5350300.02,Avondale,travel_time_to_first_dest_after,31.0
5350300.02,Avondale,travel_time_to_first_dest_reduction,0.0
5350300.03,Avondale,travel_time_to_first_dest_before,31.0
5350300.03,Avondale,travel_time_to_first_dest_after,31.0
5350300.03,Avondale,travel_time_to_first_dest_reduction,0.0
5350301.01,Henry Farm,travel_time_to_first_dest_before,28.0
5350301.01,Henry Farm,travel_time_to_first_dest_after,28.0
5350301.01,Henry Farm,travel_time_to_first_dest_reduction,0.0
5350301.03,Henry Farm,travel_time_to_first_dest_before,26.0
5350301.03,Henry Farm,travel_time_to_first_dest_after,26.0
5350301.03,Henry Farm,travel_time_to_first_dest_reduction,0.0
5350301.04,Henry Farm,travel_time_to_first_dest_before,38.0
5350301.04,Henry Farm,travel_time_to_first_dest_after,38.0
5350301.04,Henry Farm,travel_time_to_first_dest_reduction,0.0
5350302.01,Pleasant View,travel_time_to_first_dest_before,37.0
5350302.01,Pleasant View,travel_time_to_first_dest_after,37.0
5350302.01,Pleasant View,travel_time_to_first_dest_reduction,0.0
5350302.02,Pleasant View,travel_time_to_first_dest_before,34.0
5350302.02,Pleasant View,travel_time_to_first_dest_after,34.0
5350302.02,Pleasant View,travel_time_to_first_dest_reduction,0.0
5350302.03,Pleasant View,travel_time_to_first_dest_before,29.0
5350302.03,Pleasant View,travel_time_to_first_dest_after,29.0
5350302.03,Pleasant View,travel_time_to_first_dest_reduction,0.0
5350303.0,Don Valley Village,travel_time_to_first_dest_before,34.0
5350303.0,Don Valley Village,travel_time_to_first_dest_after,34.0
5350303.0,Don Valley Village,travel_time_to_first_dest_reduction,0.0
5350304.01,Don Valley Village,travel_time_to_first_dest_before,31.0
5350304.01,Don Valley Village,travel_time_to_first_dest_after,31.0
5350304.01,Don Valley Village,travel_time_to_first_dest_reduction,0.0
5350304.02,Don Valley Village,travel_time_to_first_dest_before,28.0
5350304.02,Don Valley Village,travel_time_to_first_dest_after,28.0
5350304.02,Don Valley Village,travel_time_to_first_dest_reduction,0.0
5350304.03,Bayview Village,travel_time_to_first_dest_before,36.0
5350304.03,Bayview Village,travel_time_to_first_dest_after,36.0
5350304.03,Bayview Village,travel_time_to_first_dest_reduction,0.0
5350304.04,Don Valley Village,travel_time_to_first_dest_before,26.0
5350304.04,Don Valley Village,travel_time_to_first_dest_after,26.0
5350304.04,Don Valley Village,travel_time_to_first_dest_reduction,0.0
5350304.05,Don Valley Village,travel_time_to_first_dest_before,30.0
5350304.05,Don Valley Village,travel_time_to_first_dest_after,30.0
5350304.05,Don Valley Village,travel_time_to_first_dest_reduction,0.0
5350304.06,Don Valley Village,travel_time_to_first_dest_before,33.0
5350304.06,Don Valley Village,travel_time_to_first_dest_after,33.0
5350304.06,Don Valley Village,travel_time_to_first_dest_reduction,0.0
5350305.01,Bayview Village,travel_time_to_first_dest_before,39.0
5350305.01,Bayview Village,travel_time_to_first_dest_after,39.0
5350305.01,Bayview Village,travel_time_to_first_dest_reduction,0.0
5350305.03,Bayview Village,travel_time_to_first_dest_before,26.0
5350305.03,Bayview Village,travel_time_to_first_dest_after,26.0
5350305.03,Bayview Village,travel_time_to_first_dest_reduction,0.0
5350305.05,Bayview Village,travel_time_to_first_dest_before,23.0
5350305.05,Bayview Village,travel_time_to_first_dest_after,23.0
5350305.05,Bayview Village,travel_time_to_first_dest_reduction,0.0
5350305.06,Bayview Village,travel_time_to_first_dest_before,14.0
5350305.06,Bayview Village,travel_time_to_first_dest_after,14.0
5350305.06,Bayview Village,travel_time_to_first_dest_reduction,0.0
5350306.01,East Willowdale,travel_time_to_first_dest_before,31.0
5350306.01,East Willowdale,travel_time_to_first_dest_after,31.0
5350306.01,East Willowdale,travel_time_to_first_dest_reduction,0.0
5350306.02,East Willowdale,travel_time_to_first_dest_before,31.0
5350306.02,East Willowdale,travel_time_to_first_dest_after,31.0
5350306.02,East Willowdale,travel_time_to_first_dest_reduction,0.0
5350307.03,Yonge-Doris,travel_time_to_first_dest_before,24.0
