CTUID,Neighbourhood,Before_After_Difference,Value
5350107.0,Weston-Pelham Park,travel_time_to_first_dest_reduction,0.0
5350108.0,Weston-Pelham Park,travel_time_to_first_dest_before,34.0
5350108.0,Weston-Pelham Park,travel_time_to_first_dest_after,33.0
5350108.0,Weston-Pelham Park,travel_time_to_first_dest_reduction,1.0
5350109.0,Junction-Wallace Emerson,travel_time_to_first_dest_before,32.0
5350109.0,Junction-Wallace Emerson,travel_time_to_first_dest_after,32.0
5350109.0,Junction-Wallace Emerson,travel_time_to_first_dest_reduction,0.0
5350110.0,Corso Italia-Davenport,travel_time_to_first_dest_before,35.0
5350110.0,Corso Italia-Davenport,travel_time_to_first_dest_after,35.0
5350110.0,Corso Italia-Davenport,travel_time_to_first_dest_reduction,0.0
5350111.0,Corso Italia-Davenport,travel_time_to_first_dest_before,36.0
5350111.0,Corso Italia-Davenport,travel_time_to_first_dest_after,36.0
5350111.0,Corso Italia-Davenport,travel_time_to_first_dest_reduction,0.0
5350112.0,Corso Italia-Davenport,travel_time_to_first_dest_before,37.0
5350112.0,Corso Italia-Davenport,travel_time_to_first_dest_after,37.0
5350112.0,Corso Italia-Davenport,travel_time_to_first_dest_reduction,0.0
5350113.0,Corso Italia-Davenport,travel_time_to_first_dest_before,30.0
5350113.0,Corso Italia-Davenport,travel_time_to_first_dest_after,30.0
5350113.0,Corso Italia-Davenport,travel_time_to_first_dest_reduction,0.0
5350114.0,Wychwood,travel_time_to_first_dest_before,27.0
5350114.0,Wychwood,travel_time_to_first_dest_after,27.0
5350114.0,Wychwood,travel_time_to_first_dest_reduction,0.0
5350115.0,Wychwood,travel_time_to_first_dest_before,26.0
5350115.0,Wychwood,travel_time_to_first_dest_after,26.0
5350115.0,Wychwood,travel_time_to_first_dest_reduction,0.0
5350116.0,Wychwood,travel_time_to_first_dest_before,12.0
5350116.0,Wychwood,travel_time_to_first_dest_after,12.0
5350116.0,Wychwood,travel_time_to_first_dest_reduction,0.0
5350117.0,Casa Loma,travel_time_to_first_dest_before,17.0
5350117.0,Casa Loma,travel_time_to_first_dest_after,17.0
5350117.0,Casa Loma,travel_time_to_first_dest_reduction,0.0
5350118.0,Casa Loma,travel_time_to_first_dest_before,14.0
5350118.0,Casa Loma,travel_time_to_first_dest_after,14.0
5350118.0,Casa Loma,travel_time_to_first_dest_reduction,0.0
5350119.0,Casa Loma,travel_time_to_first_dest_before,25.0
5350119.0,Casa Loma,travel_time_to_first_dest_after,25.0
5350119.0,Casa Loma,travel_time_to_first_dest_reduction,0.0
5350120.0,Yonge-St.Clair,travel_time_to_first_dest_before,16.0
5350120.0,Yonge-St.Clair,travel_time_to_first_dest_after,16.0
5350120.0,Yonge-St.Clair,travel_time_to_first_dest_reduction,0.0
5350121.0,Yonge-St.Clair,travel_time_to_first_dest_before,19.0
5350121.0,Yonge-St.Clair,travel_time_to_first_dest_after,19.0
5350121.0,Yonge-St.Clair,travel_time_to_first_dest_reduction,0.0
5350122.0,Yonge-St.Clair,travel_time_to_first_dest_before,26.0
5350122.0,Yonge-St.Clair,travel_time_to_first_dest_after,26.0
5350122.0,Yonge-St.Clair,travel_time_to_first_dest_reduction,0.0
5350123.0,Yonge-St.Clair,travel_time_to_first_dest_before,26.0
5350123.0,Yonge-St.Clair,travel_time_to_first_dest_after,26.0
5350123.0,Yonge-St.Clair,travel_time_to_first_dest_reduction,0.0
5350124.0,Rosedale-Moore Park,travel_time_to_first_dest_before,17.0
5350124.0,Rosedale-Moore Park,travel_time_to_first_dest_after,17.0
5350124.0,Rosedale-Moore Park,travel_time_to_first_dest_reduction,0.0
5350125.0,Rosedale-Moore Park,travel_time_to_first_dest_before,25.0
5350125.0,Rosedale-Moore Park,travel_time_to_first_dest_after,25.0
5350125.0,Rosedale-Moore Park,travel_time_to_first_dest_reduction,0.0
5350126.0,Mount Pleasant East,travel_time_to_first_dest_before,33.0
5350126.0,Mount Pleasant East,travel_time_to_first_dest_after,33.0
5350126.0,Mount Pleasant East,travel_time_to_first_dest_reduction,0.0
5350127.0,Mount Pleasant East,travel_time_to_first_dest_before,28.0
5350127.0,Mount Pleasant East,travel_time_to_first_dest_after,28.0
5350127.0,Mount Pleasant East,travel_time_to_first_dest_reduction,0.0
5350128.02,South Eglinton-Davisville,travel_time_to_first_dest_before,26.0
5350128.02,South Eglinton-Davisville,travel_time_to_first_dest_after,26.0
5350128.02,South Eglinton-Davisville,travel_time_to_first_dest_reduction,0.0
5350128.04,South Eglinton-Davisville,travel_time_to_first_dest_before,22.0
5350128.04,South Eglinton-Davisville,travel_time_to_first_dest_after,22.0
5350128.04,South Eglinton-Davisville,travel_time_to_first_dest_reduction,0.0
5350128.05,South Eglinton-Davisville,travel_time_to_first_dest_before,24.0
5350128.05,South Eglinton-Davisville,travel_time_to_first_dest_after,24.0
5350128.05,South Eglinton-Davisville,travel_time_to_first_dest_reduction,0.0
5350128.06,South Eglinton-Davisville,travel_time_to_first_dest_before,22.0
5350128.06,South Eglinton-Davisville,travel_time_to_first_dest_after,22.0
5350128.06,South Eglinton-Davisville,travel_time_to_first_dest_reduction,0.0
5350129.0,Yonge-Eglinton,travel_time_to_first_dest_before,27.0
5350129.0,Yonge-Eglinton,travel_time_to_first_dest_after,27.0
5350129.0,Yonge-Eglinton,travel_time_to_first_dest_reduction,0.0
5350130.0,Forest Hill South,travel_time_to_first_dest_before,38.0
5350130.0,Forest Hill South,travel_time_to_first_dest_after,38.0
5350130.0,Forest Hill South,travel_time_to_first_dest_reduction,0.0
5350131.0,Forest Hill South,travel_time_to_first_dest_before,27.0
5350131.0,Forest Hill South,travel_time_to_first_dest_after,27.0
5350131.0,Forest Hill South,travel_time_to_first_dest_reduction,0.0
5350132.0,Forest Hill North,travel_time_to_first_dest_before,32.0
5350132.0,Forest Hill North,travel_time_to_first_dest_after,32.0
5350132.0,Forest Hill North,travel_time_to_first_dest_reduction,0.0
5350133.0,Forest Hill North,travel_time_to_first_dest_before,28.0
5350133.0,Forest Hill North,travel_time_to_first_dest_after,28.0
5350133.0,Forest Hill North,travel_time_to_first_dest_reduction,0.0
5350134.0,Lawrence Park South,travel_time_to_first_dest_before,34.0
5350134.0,Lawrence Park South,travel_time_to_first_dest_after,34.0
5350134.0,Lawrence Park South,travel_time_to_first_dest_reduction,0.0
5350135.0,Yonge-Eglinton,travel_time_to_first_dest_before,31.0
5350135.0,Yonge-Eglinton,travel_time_to_first_dest_after,31.0
5350135.0,Yonge-Eglinton,travel_time_to_first_dest_reduction,0.0
5350136.01,North Toronto,travel_time_to_first_dest_before,32.0
5350136.01,North Toronto,travel_time_to_first_dest_after,32.0
5350136.01,North Toronto,travel_time_to_first_dest_reduction,0.0
5350136.02,North Toronto,travel_time_to_first_dest_before,26.0
5350136.02,North Toronto,travel_time_to_first_dest_after,26.0
5350136.02,North Toronto,travel_time_to_first_dest_reduction,0.0
5350137.0,Mount Pleasant East,travel_time_to_first_dest_before,34.0
5350137.0,Mount Pleasant East,travel_time_to_first_dest_after,34.0
5350137.0,Mount Pleasant East,travel_time_to_first_dest_reduction,0.0
5350138.0,Lawrence Park South,travel_time_to_first_dest_before,25.0
5350138.0,Lawrence Park South,travel_time_to_first_dest_after,25.0
5350138.0,Lawrence Park South,travel_time_to_first_dest_reduction,0.0
5350139.01,Lawrence Park South,travel_time_to_first_dest_before,30.0
5350139.01,Lawrence Park South,travel_time_to_first_dest_after,30.0
5350139.01,Lawrence Park South,travel_time_to_first_dest_reduction,0.0
5350139.02,Lawrence Park South,travel_time_to_first_dest_before,37.0
5350139.02,Lawrence Park South,travel_time_to_first_dest_after,37.0
5350139.02,Lawrence Park South,travel_time_to_first_dest_reduction,0.0
5350140.0,Lawrence Park South,travel_time_to_first_dest_before,35.0
5350140.0,Lawrence Park South,travel_time_to_first_dest_after,35.0
5350140.0,Lawrence Park South,travel_time_to_first_dest_reduction,0.0
5350141.01,Lawrence Park North,travel_time_to_first_dest_before,26.0
5350141.01,Lawrence Park North,travel_time_to_first_dest_after,26.0
5350141.01,Lawrence Park North,travel_time_to_first_dest_reduction,0.0
5350141.02,Lawrence Park North,travel_time_to_first_dest_before,37.0
5350141.02,Lawrence Park North,travel_time_to_first_dest_after,37.0
5350141.02,Lawrence Park North,travel_time_to_first_dest_reduction,0.0
5350142.0,Lawrence Park North,travel_time_to_first_dest_before,26.0
5350142.0,Lawrence Park North,travel_time_to_first_dest_after,26.0
5350142.0,Lawrence Park North,travel_time_to_first_dest_reduction,0.0
5350150.0,Lambton Baby Point,travel_time_to_first_dest_before,29.0
5350150.0,Lambton Baby Point,travel_time_to_first_dest_after,29.0
5350150.0,Lambton Baby Point,travel_time_to_first_dest_reduction,0.0
5350151.0,Lambton Baby Point,travel_time_to_first_dest_before,25.0
5350151.0,Lambton Baby Point,travel_time_to_first_dest_after,25.0
5350151.0,Lambton Baby Point,travel_time_to_first_dest_reduction,0.0
5350152.0,Runnymede-Bloor West Village,travel_time_to_first_dest_before,12.0
5350152.0,Runnymede-Bloor West Village,travel_time_to_first_dest_after,12.0
5350152.0,Runnymede-Bloor West Village,travel_time_to_first_dest_reduction,0.0
5350153.0,Rockcliffe-Smythe,travel_time_to_first_dest_before,15.0
5350153.0,Rockcliffe-Smythe,travel_time_to_first_dest_after,15.0
5350153.0,Rockcliffe-Smythe,travel_time_to_first_dest_reduction,0.0
5350154.0,Rockcliffe-Smythe,travel_time_to_first_dest_before,30.0
5350154.0,Rockcliffe-Smythe,travel_time_to_first_dest_after,30.0
5350154.0,Rockcliffe-Smythe,travel_time_to_first_dest_reduction,0.0
5350155.0,Rockcliffe-Smythe,travel_time_to_first_dest_before,33.0
5350155.0,Rockcliffe-Smythe,travel_time_to_first_dest_after,33.0
5350155.0,Rockcliffe-Smythe,travel_time_to_first_dest_reduction,0.0
5350156.01,Rockcliffe-Smythe,travel_time_to_first_dest_before,22.0
5350156.01,Rockcliffe-Smythe,travel_time_to_first_dest_after,22.0
5350156.01,Rockcliffe-Smythe,travel_time_to_first_dest_reduction,0.0
5350156.02,Rockcliffe-Smythe,travel_time_to_first_dest_before,30.0
5350156.02,Rockcliffe-Smythe,travel_time_to_first_dest_after,30.0
5350156.02,Rockcliffe-Smythe,travel_time_to_first_dest_reduction,0.0
5350157.0,Mount Dennis,travel_time_to_first_dest_before,26.0
5350157.0,Mount Dennis,travel_time_to_first_dest_after,26.0
5350157.0,Mount Dennis,travel_time_to_first_dest_reduction,0.0
5350158.0,Keelesdale-Eglinton West,travel_time_to_first_dest_before,23.0
5350158.0,Keelesdale-Eglinton West,travel_time_to_first_dest_after,23.0
5350158.0,Keelesdale-Eglinton West,travel_time_to_first_dest_reduction,0.0
5350159.01,Keelesdale-Eglinton West,travel_time_to_first_dest_before,18.0
5350159.01,Keelesdale-Eglinton West,travel_time_to_first_dest_after,18.0
5350159.01,Keelesdale-Eglinton West,travel_time_to_first_dest_reduction,0.0
5350159.02,Keelesdale-Eglinton West,travel_time_to_first_dest_before,27.0
5350159.02,Keelesdale-Eglinton West,travel_time_to_first_dest_after,27.0
5350159.02,Keelesdale-Eglinton West,travel_time_to_first_dest_reduction,0.0
5350160.0,Caledonia-Fairbank,travel_time_to_first_dest_before,33.0
5350160.0,Caledonia-Fairbank,travel_time_to_first_dest_after,33.0
5350160.0,Caledonia-Fairbank,travel_time_to_first_dest_reduction,0.0
5350161.0,Caledonia-Fairbank,travel_time_to_first_dest_before,35.0
5350161.0,Caledonia-Fairbank,travel_time_to_first_dest_after,35.0
5350161.0,Caledonia-Fairbank,travel_time_to_first_dest_reduction,0.0
5350162.0,Oakwood Village,travel_time_to_first_dest_before,29.0
5350162.0,Oakwood Village,travel_time_to_first_dest_after,29.0
5350162.0,Oakwood Village,travel_time_to_first_dest_reduction,0.0
5350163.0,Oakwood Village,travel_time_to_first_dest_before,34.0
5350163.0,Oakwood Village,travel_time_to_first_dest_after,34.0
5350163.0,Oakwood Village,travel_time_to_first_dest_reduction,0.0
5350164.0,Oakwood Village,travel_time_to_first_dest_before,28.0
5350164.0,Oakwood Village,travel_time_to_first_dest_after,28.0
5350164.0,Oakwood Village,travel_time_to_first_dest_reduction,0.0
5350165.0,Humewood-Cedarvale,travel_time_to_first_dest_before,22.0
5350165.0,Humewood-Cedarvale,travel_time_to_first_dest_after,22.0
5350165.0,Humewood-Cedarvale,travel_time_to_first_dest_reduction,0.0
5350166.0,Humewood-Cedarvale,travel_time_to_first_dest_before,28.0
5350166.0,Humewood-Cedarvale,travel_time_to_first_dest_after,28.0
5350166.0,Humewood-Cedarvale,travel_time_to_first_dest_reduction,0.0
5350167.01,Forest Hill South,travel_time_to_first_dest_before,16.0
5350167.01,Forest Hill South,travel_time_to_first_dest_after,16.0
5350167.01,Forest Hill South,travel_time_to_first_dest_reduction,0.0
5350167.02,Humewood-Cedarvale,travel_time_to_first_dest_before,21.0
5350167.02,Humewood-Cedarvale,travel_time_to_first_dest_after,21.0
5350167.02,Humewood-Cedarvale,travel_time_to_first_dest_reduction,0.0
5350168.0,Oakwood Village,travel_time_to_first_dest_before,27.0
5350168.0,Oakwood Village,travel_time_to_first_dest_after,27.0
5350168.0,Oakwood Village,travel_time_to_first_dest_reduction,0.0
5350169.01,Briar Hill-Belgravia,travel_time_to_first_dest_before,30.0
5350169.01,Briar Hill-Belgravia,travel_time_to_first_dest_after,30.0
5350169.01,Briar Hill-Belgravia,travel_time_to_first_dest_reduction,0.0
5350169.02,Briar Hill-Belgravia,travel_time_to_first_dest_before,38.0
5350169.02,Briar Hill-Belgravia,travel_time_to_first_dest_after,38.0
5350169.02,Briar Hill-Belgravia,travel_time_to_first_dest_reduction,0.0
5350170.0,Briar Hill-Belgravia,travel_time_to_first_dest_before,29.0
5350170.0,Briar Hill-Belgravia,travel_time_to_first_dest_after,29.0
5350170.0,Briar Hill-Belgravia,travel_time_to_first_dest_reduction,0.0
5350171.0,Beechborough-Greenbrook,travel_time_to_first_dest_before,15.0
5350171.0,Beechborough-Greenbrook,travel_time_to_first_dest_after,15.0
5350171.0,Beechborough-Greenbrook,travel_time_to_first_dest_reduction,0.0
5350172.0,Beechborough-Greenbrook,travel_time_to_first_dest_before,21.0
5350172.0,Beechborough-Greenbrook,travel_time_to_first_dest_after,21.0
5350172.0,Beechborough-Greenbrook,travel_time_to_first_dest_reduction,0.0
5350173.0,Mount Dennis,travel_time_to_first_dest_before,22.0
5350173.0,Mount Dennis,travel_time_to_first_dest_after,22.0
5350173.0,Mount Dennis,travel_time_to_first_dest_reduction,0.0
5350174.0,Mount Dennis,travel_time_to_first_dest_before,6.0
5350174.0,Mount Dennis,travel_time_to_first_dest_after,6.0
5350174.0,Mount Dennis,travel_time_to_first_dest_reduction,0.0
5350175.01,Weston,travel_time_to_first_dest_before,25.0
5350175.01,Weston,travel_time_to_first_dest_after,25.0
5350175.01,Weston,travel_time_to_first_dest_reduction,0.0
5350175.02,Weston,travel_time_to_first_dest_before,29.0
5350175.02,Weston,travel_time_to_first_dest_after,29.0
5350175.02,Weston,travel_time_to_first_dest_reduction,0.0
5350176.0,Weston,travel_time_to_first_dest_before,33.0
5350176.0,Weston,travel_time_to_first_dest_after,33.0
5350176.0,Weston,travel_time_to_first_dest_reduction,0.0
5350180.0,Taylor-Massey,travel_time_to_first_dest_before,28.0
5350180.0,Taylor-Massey,travel_time_to_first_dest_after,27.0
5350180.0,Taylor-Massey,travel_time_to_first_dest_reduction,1.0
5350181.01,Woodbine-Lumsden,travel_time_to_first_dest_before,24.0
5350181.01,Woodbine-Lumsden,travel_time_to_first_dest_after,24.0
5350181.01,Woodbine-Lumsden,travel_time_to_first_dest_reduction,0.0
5350181.02,Woodbine-Lumsden,travel_time_to_first_dest_before,20.0
5350181.02,Woodbine-Lumsden,travel_time_to_first_dest_after,20.0
5350181.02,Woodbine-Lumsden,travel_time_to_first_dest_reduction,0.0
5350182.0,Danforth East York,travel_time_to_first_dest_before,10.0
5350182.0,Danforth East York,travel_time_to_first_dest_after,10.0
5350182.0,Danforth East York,travel_time_to_first_dest_reduction,0.0
5350183.01,Danforth East York,travel_time_to_first_dest_before,14.0
5350183.01,Danforth East York,travel_time_to_first_dest_after,14.0
5350183.01,Danforth East York,travel_time_to_first_dest_reduction,0.0
5350183.02,Danforth East York,travel_time_to_first_dest_before,13.0
5350183.02,Danforth East York,travel_time_to_first_dest_after,13.0
5350183.02,Danforth East York,travel_time_to_first_dest_reduction,0.0
5350184.01,Danforth East York,travel_time_to_first_dest_before,20.0
5350184.01,Danforth East York,travel_time_to_first_dest_after,20.0
5350184.01,Danforth East York,travel_time_to_first_dest_reduction,0.0
5350184.02,Old East York,travel_time_to_first_dest_before,28.0
5350184.02,Old East York,travel_time_to_first_dest_after,28.0
5350184.02,Old East York,travel_time_to_first_dest_reduction,0.0
5350185.01,Broadview North,travel_time_to_first_dest_before,23.0
5350185.01,Broadview North,travel_time_to_first_dest_after,23.0
5350185.01,Broadview North,travel_time_to_first_dest_reduction,0.0
5350185.02,Broadview North,travel_time_to_first_dest_before,24.0
5350185.02,Broadview North,travel_time_to_first_dest_after,24.0
5350185.02,Broadview North,travel_time_to_first_dest_reduction,0.0
5350186.0,Leaside-Bennington,travel_time_to_first_dest_before,47.0
5350186.0,Leaside-Bennington,travel_time_to_first_dest_after,47.0
5350186.0,Leaside-Bennington,travel_time_to_first_dest_reduction,0.0
5350187.0,Old East York,travel_time_to_first_dest_before,24.0
5350187.0,Old East York,travel_time_to_first_dest_after,24.0
5350187.0,Old East York,travel_time_to_first_dest_reduction,0.0
5350188.0,Old East York,travel_time_to_first_dest_before,19.0
5350188.0,Old East York,travel_time_to_first_dest_after,19.0
5350188.0,Old East York,travel_time_to_first_dest_reduction,0.0
5350189.0,O'Connor-Parkview,travel_time_to_first_dest_before,34.0
5350189.0,O'Connor-Parkview,travel_time_to_first_dest_after,34.0
5350189.0,O'Connor-Parkview,travel_time_to_first_dest_reduction,0.0
5350190.01,Taylor-Massey,travel_time_to_first_dest_before,42.0
5350190.01,Taylor-Massey,travel_time_to_first_dest_after,30.0
5350190.01,Taylor-Massey,travel_time_to_first_dest_reduction,12.0
5350190.02,O'Connor-Parkview,travel_time_to_first_dest_before,33.0
5350190.02,O'Connor-Parkview,travel_time_to_first_dest_after,33.0
5350190.02,O'Connor-Parkview,travel_time_to_first_dest_reduction,0.0
5350191.0,O'Connor-Parkview,travel_time_to_first_dest_before,33.0
5350191.0,O'Connor-Parkview,travel_time_to_first_dest_after,33.0
5350191.0,O'Connor-Parkview,travel_time_to_first_dest_reduction,0.0
5350192.0,O'Connor-Parkview,travel_time_to_first_dest_before,30.0
5350192.0,O'Connor-Parkview,travel_time_to_first_dest_after,30.0
5350192.0,O'Connor-Parkview,travel_time_to_first_dest_reduction,0.0
5350193.0,O'Connor-Parkview,travel_time_to_first_dest_before,42.0
5350193.0,O'Connor-Parkview,travel_time_to_first_dest_after,42.0
5350193.0,O'Connor-Parkview,travel_time_to_first_dest_reduction,0.0
5350194.01,Thorncliffe Park,travel_time_to_first_dest_before,47.0
5350194.01,Thorncliffe Park,travel_time_to_first_dest_after,47.0
5350194.01,Thorncliffe Park,travel_time_to_first_dest_reduction,0.0
5350194.02,Thorncliffe Park,travel_time_to_first_dest_before,35.0
5350194.02,Thorncliffe Park,travel_time_to_first_dest_after,35.0
5350194.02,Thorncliffe Park,travel_time_to_first_dest_reduction,0.0
5350194.03,Thorncliffe Park,travel_time_to_first_dest_before,37.0
5350194.03,Thorncliffe Park,travel_time_to_first_dest_after,37.0
5350194.03,Thorncliffe Park,travel_time_to_first_dest_reduction,0.0
5350194.04,Thorncliffe Park,travel_time_to_first_dest_before,33.0
5350194.04,Thorncliffe Park,travel_time_to_first_dest_after,33.0
5350194.04,Thorncliffe Park,travel_time_to_first_dest_reduction,0.0
5350195.01,Leaside-Bennington,travel_time_to_first_dest_before,13.0
5350195.01,Leaside-Bennington,travel_time_to_first_dest_after,13.0
5350195.01,Leaside-Bennington,travel_time_to_first_dest_reduction,0.0
5350195.02,Leaside-Bennington,travel_time_to_first_dest_before,22.0
5350195.02,Leaside-Bennington,travel_time_to_first_dest_after,22.0
5350195.02,Leaside-Bennington,travel_time_to_first_dest_reduction,0.0
5350196.01,Leaside-Bennington,travel_time_to_first_dest_before,11.0
5350196.01,Leaside-Bennington,travel_time_to_first_dest_after,11.0
5350196.01,Leaside-Bennington,travel_time_to_first_dest_reduction,0.0
5350196.02,Leaside-Bennington,travel_time_to_first_dest_before,26.0
5350196.02,Leaside-Bennington,travel_time_to_first_dest_after,26.0
5350196.02,Leaside-Bennington,travel_time_to_first_dest_reduction,0.0
5350200.01,Humber Bay Shores,travel_time_to_first_dest_before,41.0
5350200.01,Humber Bay Shores,travel_time_to_first_dest_after,41.0
5350200.01,Humber Bay Shores,travel_time_to_first_dest_reduction,0.0
5350200.02,Mimico-Queensway,travel_time_to_first_dest_before,41.0
5350200.02,Mimico-Queensway,travel_time_to_first_dest_after,41.0
5350200.02,Mimico-Queensway,travel_time_to_first_dest_reduction,0.0
5350201.0,Mimico-Queensway,travel_time_to_first_dest_before,40.0
5350201.0,Mimico-Queensway,travel_time_to_first_dest_after,40.0
5350201.0,Mimico-Queensway,travel_time_to_first_dest_reduction,0.0
5350202.0,Mimico-Queensway,travel_time_to_first_dest_before,44.0
5350202.0,Mimico-Queensway,travel_time_to_first_dest_after,44.0
5350202.0,Mimico-Queensway,travel_time_to_first_dest_reduction,0.0
5350203.0,Mimico-Queensway,travel_time_to_first_dest_before,50.0
5350203.0,Mimico-Queensway,travel_time_to_first_dest_after,50.0
5350203.0,Mimico-Queensway,travel_time_to_first_dest_reduction,0.0
5350204.0,New Toronto,travel_time_to_first_dest_before,48.0
5350204.0,New Toronto,travel_time_to_first_dest_after,48.0
5350204.0,New Toronto,travel_time_to_first_dest_reduction,0.0
5350205.0,New Toronto,travel_time_to_first_dest_before,39.0
5350205.0,New Toronto,travel_time_to_first_dest_after,39.0
5350205.0,New Toronto,travel_time_to_first_dest_reduction,0.0
5350206.01,Long Branch,travel_time_to_first_dest_before,37.0
5350206.01,Long Branch,travel_time_to_first_dest_after,37.0
5350206.01,Long Branch,travel_time_to_first_dest_reduction,0.0
5350206.02,Long Branch,travel_time_to_first_dest_before,42.0
5350206.02,Long Branch,travel_time_to_first_dest_after,42.0
5350206.02,Long Branch,travel_time_to_first_dest_reduction,0.0
5350207.0,New Toronto,travel_time_to_first_dest_before,35.0
5350207.0,New Toronto,travel_time_to_first_dest_after,35.0
5350207.0,New Toronto,travel_time_to_first_dest_reduction,0.0
5350208.0,New Toronto,travel_time_to_first_dest_before,40.0
5350208.0,New Toronto,travel_time_to_first_dest_after,40.0
5350208.0,New Toronto,travel_time_to_first_dest_reduction,0.0
5350209.0,Mimico-Queensway,travel_time_to_first_dest_before,35.0
5350209.0,Mimico-Queensway,travel_time_to_first_dest_after,35.0
5350209.0,Mimico-Queensway,travel_time_to_first_dest_reduction,0.0
5350210.01,Mimico-Queensway,travel_time_to_first_dest_before,34.0
5350210.01,Mimico-Queensway,travel_time_to_first_dest_after,34.0
5350210.01,Mimico-Queensway,travel_time_to_first_dest_reduction,0.0
5350210.03,Humber Bay Shores,travel_time_to_first_dest_before,35.0
5350210.03,Humber Bay Shores,travel_time_to_first_dest_after,35.0
5350210.03,Humber Bay Shores,travel_time_to_first_dest_reduction,0.0
5350210.04,Humber Bay Shores,travel_time_to_first_dest_before,29.0
5350210.04,Humber Bay Shores,travel_time_to_first_dest_after,29.0
5350210.04,Humber Bay Shores,travel_time_to_first_dest_reduction,0.0
5350211.0,Alderwood,travel_time_to_first_dest_before,32.0
5350211.0,Alderwood,travel_time_to_first_dest_after,32.0
5350211.0,Alderwood,travel_time_to_first_dest_reduction,0.0
5350212.0,Alderwood,travel_time_to_first_dest_before,31.0
5350212.0,Alderwood,travel_time_to_first_dest_after,31.0
5350212.0,Alderwood,travel_time_to_first_dest_reduction,0.0
5350213.01,Islington,travel_time_to_first_dest_before,33.0
5350213.01,Islington,travel_time_to_first_dest_after,33.0
5350213.01,Islington,travel_time_to_first_dest_reduction,0.0
5350213.02,Etobicoke City Centre,travel_time_to_first_dest_before,27.0
5350213.02,Etobicoke City Centre,travel_time_to_first_dest_after,27.0
5350213.02,Etobicoke City Centre,travel_time_to_first_dest_reduction,0.0
5350214.0,Etobicoke City Centre,travel_time_to_first_dest_before,43.0
5350214.0,Etobicoke City Centre,travel_time_to_first_dest_after,43.0
5350214.0,Etobicoke City Centre,travel_time_to_first_dest_reduction,0.0
5350215.0,Stonegate-Queensway,travel_time_to_first_dest_before,34.0
5350215.0,Stonegate-Queensway,travel_time_to_first_dest_after,34.0
5350215.0,Stonegate-Queensway,travel_time_to_first_dest_reduction,0.0
5350216.0,Stonegate-Queensway,travel_time_to_first_dest_before,41.0
5350216.0,Stonegate-Queensway,travel_time_to_first_dest_after,40.0
5350216.0,Stonegate-Queensway,travel_time_to_first_dest_reduction,1.0
5350217.0,Stonegate-Queensway,travel_time_to_first_dest_before,34.0
5350217.0,Stonegate-Queensway,travel_time_to_first_dest_after,34.0
5350217.0,Stonegate-Queensway,travel_time_to_first_dest_reduction,0.0
5350218.0,Stonegate-Queensway,travel_time_to_first_dest_before,39.0
5350218.0,Stonegate-Queensway,travel_time_to_first_dest_after,32.0
5350218.0,Stonegate-Queensway,travel_time_to_first_dest_reduction,7.0
5350219.0,Stonegate-Queensway,travel_time_to_first_dest_before,45.0
5350219.0,Stonegate-Queensway,travel_time_to_first_dest_after,42.0
5350219.0,Stonegate-Queensway,travel_time_to_first_dest_reduction,3.0
5350220.0,Markland Wood,travel_time_to_first_dest_before,42.0
5350220.0,Markland Wood,travel_time_to_first_dest_after,42.0
5350220.0,Markland Wood,travel_time_to_first_dest_reduction,0.0
5350221.01,Markland Wood,travel_time_to_first_dest_before,54.0
5350221.01,Markland Wood,travel_time_to_first_dest_after,54.0
5350221.01,Markland Wood,travel_time_to_first_dest_reduction,0.0
5350221.02,Etobicoke West Mall,travel_time_to_first_dest_before,45.0
5350221.02,Etobicoke West Mall,travel_time_to_first_dest_after,45.0
5350221.02,Etobicoke West Mall,travel_time_to_first_dest_reduction,0.0
5350222.01,Islington,travel_time_to_first_dest_before,47.0
5350222.01,Islington,travel_time_to_first_dest_after,47.0
5350222.01,Islington,travel_time_to_first_dest_reduction,0.0
5350222.02,Islington,travel_time_to_first_dest_before,51.0
5350222.02,Islington,travel_time_to_first_dest_after,51.0
5350222.02,Islington,travel_time_to_first_dest_reduction,0.0
5350223.01,Islington,travel_time_to_first_dest_before,50.0
5350223.01,Islington,travel_time_to_first_dest_after,46.0
5350223.01,Islington,travel_time_to_first_dest_reduction,4.0
5350223.02,Islington,travel_time_to_first_dest_before,44.0
5350223.02,Islington,travel_time_to_first_dest_after,42.0
5350223.02,Islington,travel_time_to_first_dest_reduction,2.0
5350224.0,Princess-Rosethorn,travel_time_to_first_dest_before,45.0
5350224.0,Princess-Rosethorn,travel_time_to_first_dest_after,40.0
5350224.0,Princess-Rosethorn,travel_time_to_first_dest_reduction,5.0
5350225.01,Islington,travel_time_to_first_dest_before,35.0
5350225.01,Islington,travel_time_to_first_dest_after,34.0
5350225.01,Islington,travel_time_to_first_dest_reduction,1.0
5350225.02,Etobicoke City Centre,travel_time_to_first_dest_before,32.0
5350225.02,Etobicoke City Centre,travel_time_to_first_dest_after,32.0
5350225.02,Etobicoke City Centre,travel_time_to_first_dest_reduction,0.0
5350226.0,Kingsway South,travel_time_to_first_dest_before,41.0
5350226.0,Kingsway South,travel_time_to_first_dest_after,38.0
5350226.0,Kingsway South,travel_time_to_first_dest_reduction,3.0
5350227.0,Kingsway South,travel_time_to_first_dest_before,41.0
