CTUID,Job_type,Time,Num_jobs
5350311.05,Institutional,before,10984.0
5350311.06,Institutional,before,778.0
5350312.02,Institutional,before,2153.0
5350312.03,Institutional,before,1934.0
5350312.04,Institutional,before,2353.0
5350312.05,Institutional,before,3377.0
5350312.06,Institutional,before,3626.0
5350312.07,Institutional,before,2335.0
5350313.00,Institutional,before,979.0
5350314.01,Institutional,before,1559.0
5350314.02,Institutional,before,503.0
5350315.01,Institutional,before,113.0
5350315.02,Institutional,before,4180.0
5350315.03,Institutional,before,746.0
5350316.01,Institutional,before,2211.0
5350316.03,Institutional,before,2684.0
5350316.04,Institutional,before,2770.0
5350316.05,Institutional,before,2816.0
5350316.06,Institutional,before,1788.0
5350317.02,Institutional,before,731.0
5350317.03,Institutional,before,348.0
5350317.04,Institutional,before,2338.0
5350317.05,Institutional,before,13026.0
5350318.01,Institutional,before,3649.0
5350318.02,Institutional,before,6848.0
5350319.00,Institutional,before,1201.0
5350320.01,Institutional,before,1268.0
5350320.02,Institutional,before,422.0
5350321.01,Institutional,before,290.0
5350321.02,Institutional,before,1706.0
5350322.01,Institutional,before,7539.0
5350322.02,Institutional,before,168.0
5350323.01,Institutional,before,775.0
5350324.01,Institutional,before,3464.0
5350324.02,Institutional,before,3456.0
5350324.03,Institutional,before,2179.0
5350324.05,Institutional,before,3821.0
5350324.06,Institutional,before,74.0
5350330.00,Institutional,before,1860.0
5350331.01,Institutional,before,2286.0
5350331.03,Institutional,before,2235.0
5350331.04,Institutional,before,1322.0
5350332.00,Institutional,before,5861.0
5350333.00,Institutional,before,2097.0
5350334.00,Institutional,before,728.0
5350335.00,Institutional,before,4327.0
5350336.00,Institutional,before,2066.0
5350337.01,Institutional,before,2899.0
5350337.02,Institutional,before,968.0
5350338.00,Institutional,before,2555.0
5350339.00,Institutional,before,3064.0
5350340.00,Institutional,before,3403.0
5350341.02,Institutional,before,2707.0
5350341.03,Institutional,before,3009.0
5350341.04,Institutional,before,3353.0
5350342.00,Institutional,before,654.0
5350343.00,Institutional,before,3093.0
5350344.01,Institutional,before,2754.0
5350344.02,Institutional,before,2084.0
5350345.00,Institutional,before,2432.0
5350346.01,Institutional,before,1763.0
5350346.02,Institutional,before,3041.0
5350347.00,Institutional,before,4446.0
5350348.00,Institutional,before,1893.0
5350349.00,Institutional,before,3891.0
5350350.00,Institutional,before,5027.0
5350351.01,Institutional,before,3170.0
5350351.02,Institutional,before,2904.0
5350352.00,Institutional,before,5768.0
5350353.02,Institutional,before,497.0
5350353.03,Institutional,before,1900.0
5350353.04,Institutional,before,857.0
5350354.00,Institutional,before,5070.0
5350355.02,Institutional,before,2513.0
5350355.04,Institutional,before,2908.0
5350355.05,Institutional,before,1248.0
5350355.06,Institutional,before,3160.0
5350356.00,Institutional,before,1239.0
5350357.01,Institutional,before,4013.0
5350357.02,Institutional,before,705.0
5350358.01,Institutional,before,1541.0
5350358.02,Institutional,before,2321.0
5350358.03,Institutional,before,6951.0
5350359.00,Institutional,before,5185.0
5350360.00,Institutional,before,433.0
5350361.01,Institutional,before,184.0
5350361.02,Institutional,before,238.0
5350362.01,Institutional,before,387.0
5350362.02,Institutional,before,3986.0
5350362.03,Institutional,before,3404.0
5350362.04,Institutional,before,138.0
5350363.02,Institutional,before,984.0
5350363.04,Institutional,before,4150.0
5350363.05,Institutional,before,4078.0
5350363.06,Institutional,before,3278.0
5350363.07,Institutional,before,6005.0
5350364.01,Institutional,before,223.0
5350364.02,Institutional,before,3581.0
5350365.00,Institutional,before,3717.0
5350366.00,Institutional,before,1458.0
5350367.01,Institutional,before,4027.0
5350367.02,Institutional,before,4123.0
5350368.01,Institutional,before,9866.0
5350368.02,Institutional,before,1012.0
5350369.00,Institutional,before,4681.0
5350370.01,Institutional,before,5726.0
5350370.02,Institutional,before,4546.0
5350370.03,Institutional,before,3717.0
5350371.00,Institutional,before,3917.0
5350372.00,Institutional,before,3651.0
5350373.00,Institutional,before,7859.0
5350374.01,Institutional,before,3623.0
5350374.02,Institutional,before,918.0
5350374.03,Institutional,before,1107.0
5350375.01,Institutional,before,2507.0
5350375.02,Institutional,before,6298.0
5350375.03,Institutional,before,3028.0
5350375.04,Institutional,before,536.0
5350375.05,Institutional,before,605.0
5350376.01,Institutional,before,4391.0
5350376.02,Institutional,before,3164.0
5350376.04,Institutional,before,6187.0
5350376.05,Institutional,before,3005.0
5350376.06,Institutional,before,4643.0
5350376.08,Institutional,before,2607.0
5350376.09,Institutional,before,837.0
5350376.11,Institutional,before,7030.0
5350376.12,Institutional,before,3238.0
5350376.13,Institutional,before,3801.0
5350376.14,Institutional,before,3603.0
5350376.15,Institutional,before,1923.0
5350376.16,Institutional,before,8720.0
5350377.02,Institutional,before,3419.0
5350377.03,Institutional,before,516.0
5350377.04,Institutional,before,2144.0
5350377.06,Institutional,before,1605.0
5350377.07,Institutional,before,1987.0
5350377.08,Institutional,before,2646.0
5350377.09,Institutional,before,2461.0
5350378.02,Institutional,before,1933.0
5350378.03,Institutional,before,2085.0
5350378.04,Institutional,before,1970.0
5350378.05,Institutional,before,1748.0
5350378.06,Institutional,before,2025.0
5350378.07,Institutional,before,5211.0
5350378.08,Institutional,before,2167.0
5350378.11,Institutional,before,1997.0
5350378.12,Institutional,before,1368.0
5350378.14,Institutional,before,1806.0
5350378.16,Institutional,before,1281.0
5350378.17,Institutional,before,2003.0
5350378.18,Institutional,before,2340.0
5350378.19,Institutional,before,1310.0
5350378.20,Institutional,before,1836.0
5350378.21,Institutional,before,2281.0
5350378.22,Institutional,before,550.0
5350378.23,Institutional,before,1891.0
5350378.24,Institutional,before,278.0
5350378.25,Institutional,before,0.0
5350378.26,Institutional,before,515.0
5350378.28,Institutional,before,225.0
5350378.27,Institutional,before,0.0
5350323.02,Institutional,before,0.0
5350267.00,Institutional,before,0.0
5350264.00,Institutional,before,0.0
5350244.01,Institutional,before,0.0
5350236.02,Institutional,before,0.0
5350186.00,Institutional,before,0.0
5350001.00,Institutional,before,0.0
5350002.00,Institutional,before,0.0
5350296.00,Institutional,before,0.0
5350266.00,Institutional,before,0.0
5350247.01,Institutional,before,0.0
5350003.00,Community and Entertainment,before,330.0
5350004.00,Community and Entertainment,before,1457.0
5350005.00,Community and Entertainment,before,4003.0
5350006.00,Community and Entertainment,before,2095.0
5350007.01,Community and Entertainment,before,2001.0
5350007.02,Community and Entertainment,before,3377.0
5350008.01,Community and Entertainment,before,4778.0
5350008.02,Community and Entertainment,before,1156.0
5350009.00,Community and Entertainment,before,5907.0
5350010.01,Community and Entertainment,before,9161.0
5350010.02,Community and Entertainment,before,14067.0
5350011.01,Community and Entertainment,before,16170.0
5350011.02,Community and Entertainment,before,14346.0
5350011.03,Community and Entertainment,before,14576.0
5350012.01,Community and Entertainment,before,12692.0
5350012.03,Community and Entertainment,before,10366.0
5350012.04,Community and Entertainment,before,13358.0
5350013.01,Community and Entertainment,before,10654.0
5350013.02,Community and Entertainment,before,13463.0
5350014.00,Community and Entertainment,before,15080.0
5350015.00,Community and Entertainment,before,14936.0
5350016.00,Community and Entertainment,before,13196.0
5350017.01,Community and Entertainment,before,6509.0
5350017.02,Community and Entertainment,before,9947.0
5350018.00,Community and Entertainment,before,1588.0
5350019.00,Community and Entertainment,before,1546.0
5350020.00,Community and Entertainment,before,1110.0
5350021.00,Community and Entertainment,before,305.0
5350022.00,Community and Entertainment,before,791.0
5350023.00,Community and Entertainment,before,827.0
5350024.00,Community and Entertainment,before,776.0
5350025.00,Community and Entertainment,before,1015.0
5350026.00,Community and Entertainment,before,1098.0
5350027.00,Community and Entertainment,before,1159.0
5350028.01,Community and Entertainment,before,1137.0
5350028.02,Community and Entertainment,before,1127.0
5350029.00,Community and Entertainment,before,3429.0
5350030.00,Community and Entertainment,before,8265.0
5350031.00,Community and Entertainment,before,8257.0
5350032.00,Community and Entertainment,before,9814.0
5350033.00,Community and Entertainment,before,10763.0
5350034.01,Community and Entertainment,before,14468.0
5350034.02,Community and Entertainment,before,14795.0
5350035.00,Community and Entertainment,before,15064.0
5350036.00,Community and Entertainment,before,14420.0
5350037.00,Community and Entertainment,before,14775.0
5350038.00,Community and Entertainment,before,7279.0
5350039.00,Community and Entertainment,before,13221.0
5350040.00,Community and Entertainment,before,6472.0
5350041.00,Community and Entertainment,before,4953.0
5350042.00,Community and Entertainment,before,3116.0
5350043.00,Community and Entertainment,before,4818.0
5350044.01,Community and Entertainment,before,1813.0
5350044.02,Community and Entertainment,before,3839.0
5350045.00,Community and Entertainment,before,2632.0
5350046.00,Community and Entertainment,before,1734.0
5350047.02,Community and Entertainment,before,2218.0
5350047.03,Community and Entertainment,before,611.0
5350047.04,Community and Entertainment,before,1933.0
5350048.00,Community and Entertainment,before,1299.0
5350049.00,Community and Entertainment,before,1323.0
5350050.01,Community and Entertainment,before,105.0
5350050.03,Community and Entertainment,before,158.0
5350050.04,Community and Entertainment,before,249.0
5350051.00,Community and Entertainment,before,1292.0
5350052.00,Community and Entertainment,before,1857.0
5350053.00,Community and Entertainment,before,1616.0
5350054.00,Community and Entertainment,before,1803.0
5350055.00,Community and Entertainment,before,1901.0
5350056.00,Community and Entertainment,before,2091.0
5350057.00,Community and Entertainment,before,1479.0
5350058.00,Community and Entertainment,before,2830.0
5350059.00,Community and Entertainment,before,5607.0
5350060.00,Community and Entertainment,before,6148.0
5350061.00,Community and Entertainment,before,11476.0
5350062.01,Community and Entertainment,before,11750.0
5350062.03,Community and Entertainment,before,14875.0
5350062.04,Community and Entertainment,before,14448.0
5350063.03,Community and Entertainment,before,10718.0
5350063.04,Community and Entertainment,before,13490.0
5350063.05,Community and Entertainment,before,14309.0
5350063.06,Community and Entertainment,before,14631.0
5350064.00,Community and Entertainment,before,9012.0
5350065.01,Community and Entertainment,before,3148.0
5350065.02,Community and Entertainment,before,2468.0
5350066.00,Community and Entertainment,before,9220.0
5350067.00,Community and Entertainment,before,1135.0
5350068.00,Community and Entertainment,before,3524.0
5350069.00,Community and Entertainment,before,2165.0
5350070.00,Community and Entertainment,before,2223.0
5350071.00,Community and Entertainment,before,591.0
5350072.01,Community and Entertainment,before,664.0
5350072.02,Community and Entertainment,before,539.0
5350073.00,Community and Entertainment,before,1204.0
5350074.00,Community and Entertainment,before,850.0
5350075.00,Community and Entertainment,before,397.0
5350076.00,Community and Entertainment,before,333.0
5350077.00,Community and Entertainment,before,1219.0
5350078.00,Community and Entertainment,before,973.0
5350079.00,Community and Entertainment,before,1011.0
5350080.01,Community and Entertainment,before,772.0
5350080.02,Community and Entertainment,before,1331.0
5350081.00,Community and Entertainment,before,351.0
5350082.00,Community and Entertainment,before,429.0
5350083.00,Community and Entertainment,before,553.0
5350084.00,Community and Entertainment,before,326.0
5350085.00,Community and Entertainment,before,1222.0
5350086.00,Community and Entertainment,before,574.0
5350087.00,Community and Entertainment,before,2366.0
5350088.00,Community and Entertainment,before,10142.0
5350089.00,Community and Entertainment,before,8578.0
5350090.00,Community and Entertainment,before,8900.0
5350091.01,Community and Entertainment,before,11438.0
5350091.02,Community and Entertainment,before,7991.0
5350092.00,Community and Entertainment,before,10377.0
5350093.00,Community and Entertainment,before,1508.0
5350094.00,Community and Entertainment,before,893.0
5350095.00,Community and Entertainment,before,1097.0
5350096.01,Community and Entertainment,before,1582.0
5350096.02,Community and Entertainment,before,1444.0
5350097.01,Community and Entertainment,before,1471.0
5350097.03,Community and Entertainment,before,1216.0
5350097.04,Community and Entertainment,before,1502.0
5350098.00,Community and Entertainment,before,935.0
5350099.00,Community and Entertainment,before,589.0
5350100.00,Community and Entertainment,before,1153.0
5350101.00,Community and Entertainment,before,775.0
5350102.02,Community and Entertainment,before,498.0
5350102.03,Community and Entertainment,before,541.0
5350102.04,Community and Entertainment,before,464.0
5350102.05,Community and Entertainment,before,408.0
5350103.00,Community and Entertainment,before,179.0
5350104.00,Community and Entertainment,before,221.0
5350105.00,Community and Entertainment,before,417.0
5350106.00,Community and Entertainment,before,552.0
5350107.00,Community and Entertainment,before,622.0
5350108.00,Community and Entertainment,before,910.0
5350109.00,Community and Entertainment,before,1620.0
5350110.00,Community and Entertainment,before,1090.0
5350111.00,Community and Entertainment,before,952.0
5350112.00,Community and Entertainment,before,975.0
5350113.00,Community and Entertainment,before,1145.0
5350114.00,Community and Entertainment,before,558.0
5350115.00,Community and Entertainment,before,1376.0
5350116.00,Community and Entertainment,before,1275.0
5350117.00,Community and Entertainment,before,10502.0
5350118.00,Community and Entertainment,before,535.0
5350119.00,Community and Entertainment,before,1890.0
5350120.00,Community and Entertainment,before,8698.0
5350121.00,Community and Entertainment,before,7990.0
5350122.00,Community and Entertainment,before,1501.0
5350123.00,Community and Entertainment,before,1512.0
5350124.00,Community and Entertainment,before,8681.0
5350125.00,Community and Entertainment,before,1368.0
5350126.00,Community and Entertainment,before,261.0
5350127.00,Community and Entertainment,before,214.0
5350128.02,Community and Entertainment,before,2484.0
5350128.04,Community and Entertainment,before,3042.0
5350128.05,Community and Entertainment,before,3348.0
5350128.06,Community and Entertainment,before,3803.0
5350129.00,Community and Entertainment,before,1367.0
5350130.00,Community and Entertainment,before,240.0
5350131.00,Community and Entertainment,before,527.0
5350132.00,Community and Entertainment,before,776.0
5350133.00,Community and Entertainment,before,639.0
5350134.00,Community and Entertainment,before,635.0
5350135.00,Community and Entertainment,before,520.0
5350136.01,Community and Entertainment,before,881.0
5350136.02,Community and Entertainment,before,1759.0
5350137.00,Community and Entertainment,before,647.0
5350138.00,Community and Entertainment,before,758.0
5350139.01,Community and Entertainment,before,547.0
5350139.02,Community and Entertainment,before,669.0
5350140.00,Community and Entertainment,before,672.0
5350141.01,Community and Entertainment,before,1164.0
5350141.02,Community and Entertainment,before,427.0
5350142.00,Community and Entertainment,before,764.0
5350150.00,Community and Entertainment,before,85.0
5350151.00,Community and Entertainment,before,85.0
5350152.00,Community and Entertainment,before,536.0
5350153.00,Community and Entertainment,before,562.0
5350154.00,Community and Entertainment,before,79.0
5350155.00,Community and Entertainment,before,332.0
5350156.01,Community and Entertainment,before,339.0
5350156.02,Community and Entertainment,before,261.0
5350157.00,Community and Entertainment,before,532.0
5350158.00,Community and Entertainment,before,282.0
5350159.01,Community and Entertainment,before,366.0
5350159.02,Community and Entertainment,before,422.0
5350160.00,Community and Entertainment,before,982.0
5350161.00,Community and Entertainment,before,200.0
5350162.00,Community and Entertainment,before,1092.0
5350163.00,Community and Entertainment,before,953.0
5350164.00,Community and Entertainment,before,487.0
5350165.00,Community and Entertainment,before,865.0
5350166.00,Community and Entertainment,before,557.0
5350167.01,Community and Entertainment,before,10838.0
5350167.02,Community and Entertainment,before,722.0
5350168.00,Community and Entertainment,before,472.0
5350169.01,Community and Entertainment,before,866.0
5350169.02,Community and Entertainment,before,412.0
5350170.00,Community and Entertainment,before,385.0
5350171.00,Community and Entertainment,before,307.0
5350172.00,Community and Entertainment,before,214.0
5350173.00,Community and Entertainment,before,549.0
5350174.00,Community and Entertainment,before,76.0
5350175.01,Community and Entertainment,before,256.0
5350175.02,Community and Entertainment,before,261.0
5350176.00,Community and Entertainment,before,136.0
5350180.00,Community and Entertainment,before,957.0
5350181.01,Community and Entertainment,before,382.0
5350181.02,Community and Entertainment,before,523.0
5350182.00,Community and Entertainment,before,667.0
5350183.01,Community and Entertainment,before,560.0
5350183.02,Community and Entertainment,before,363.0
5350184.01,Community and Entertainment,before,583.0
5350184.02,Community and Entertainment,before,773.0
5350185.01,Community and Entertainment,before,820.0
5350185.02,Community and Entertainment,before,757.0
5350187.00,Community and Entertainment,before,257.0
5350188.00,Community and Entertainment,before,730.0
5350189.00,Community and Entertainment,before,368.0
5350190.01,Community and Entertainment,before,595.0
5350190.02,Community and Entertainment,before,472.0
5350191.00,Community and Entertainment,before,614.0
5350192.00,Community and Entertainment,before,257.0
5350193.00,Community and Entertainment,before,92.0
5350194.01,Community and Entertainment,before,37.0
5350194.02,Community and Entertainment,before,691.0
5350194.03,Community and Entertainment,before,466.0
5350194.04,Community and Entertainment,before,18.0
5350195.01,Community and Entertainment,before,774.0
5350195.02,Community and Entertainment,before,786.0
5350196.01,Community and Entertainment,before,636.0
5350196.02,Community and Entertainment,before,187.0
5350200.01,Community and Entertainment,before,59.0
5350200.02,Community and Entertainment,before,410.0
5350201.00,Community and Entertainment,before,220.0
5350202.00,Community and Entertainment,before,371.0
5350203.00,Community and Entertainment,before,189.0
5350204.00,Community and Entertainment,before,258.0
5350205.00,Community and Entertainment,before,217.0
5350206.01,Community and Entertainment,before,431.0
5350206.02,Community and Entertainment,before,398.0
5350207.00,Community and Entertainment,before,859.0
5350208.00,Community and Entertainment,before,842.0
5350209.00,Community and Entertainment,before,643.0
5350210.01,Community and Entertainment,before,128.0
5350210.03,Community and Entertainment,before,178.0
5350210.04,Community and Entertainment,before,24.0
5350211.00,Community and Entertainment,before,261.0
5350212.00,Community and Entertainment,before,142.0
5350213.01,Community and Entertainment,before,425.0
5350213.02,Community and Entertainment,before,0.0
5350214.00,Community and Entertainment,before,132.0
5350215.00,Community and Entertainment,before,687.0
5350216.00,Community and Entertainment,before,162.0
5350217.00,Community and Entertainment,before,64.0
5350218.00,Community and Entertainment,before,604.0
5350219.00,Community and Entertainment,before,436.0
5350220.00,Community and Entertainment,before,185.0
5350221.01,Community and Entertainment,before,28.0
5350221.02,Community and Entertainment,before,229.0
5350222.01,Community and Entertainment,before,31.0
5350222.02,Community and Entertainment,before,61.0
5350223.01,Community and Entertainment,before,31.0
5350223.02,Community and Entertainment,before,227.0
5350224.00,Community and Entertainment,before,217.0
5350225.01,Community and Entertainment,before,431.0
5350225.02,Community and Entertainment,before,263.0
5350226.00,Community and Entertainment,before,183.0
5350227.00,Community and Entertainment,before,520.0
5350228.00,Community and Entertainment,before,12.0
5350229.00,Community and Entertainment,before,298.0
5350230.01,Community and Entertainment,before,170.0
5350230.02,Community and Entertainment,before,384.0
5350231.00,Community and Entertainment,before,563.0
5350232.00,Community and Entertainment,before,148.0
5350233.00,Community and Entertainment,before,282.0
5350234.00,Community and Entertainment,before,0.0
5350235.01,Community and Entertainment,before,54.0
5350235.02,Community and Entertainment,before,33.0
5350236.01,Community and Entertainment,before,29.0
5350237.01,Community and Entertainment,before,22.0
5350237.02,Community and Entertainment,before,30.0
5350237.03,Community and Entertainment,before,26.0
5350238.01,Community and Entertainment,before,223.0
5350238.02,Community and Entertainment,before,219.0
5350239.00,Community and Entertainment,before,45.0
5350240.01,Community and Entertainment,before,11.0
5350240.02,Community and Entertainment,before,35.0
5350241.00,Community and Entertainment,before,271.0
5350242.00,Community and Entertainment,before,403.0
5350243.01,Community and Entertainment,before,157.0
5350243.02,Community and Entertainment,before,21.0
5350244.02,Community and Entertainment,before,99.0
5350245.00,Community and Entertainment,before,19.0
5350246.00,Community and Entertainment,before,261.0
5350247.02,Community and Entertainment,before,75.0
5350248.02,Community and Entertainment,before,199.0
5350248.03,Community and Entertainment,before,46.0
5350248.04,Community and Entertainment,before,259.0
5350248.05,Community and Entertainment,before,150.0
5350249.01,Community and Entertainment,before,124.0
5350249.03,Community and Entertainment,before,103.0
5350249.04,Community and Entertainment,before,130.0
5350249.05,Community and Entertainment,before,268.0
5350250.01,Community and Entertainment,before,241.0
5350250.02,Community and Entertainment,before,19.0
5350250.04,Community and Entertainment,before,130.0
5350250.05,Community and Entertainment,before,55.0
5350260.01,Community and Entertainment,before,557.0
5350260.04,Community and Entertainment,before,799.0
5350260.05,Community and Entertainment,before,577.0
5350260.06,Community and Entertainment,before,672.0
5350260.07,Community and Entertainment,before,0.0
5350261.00,Community and Entertainment,before,141.0
5350262.01,Community and Entertainment,before,378.0
5350262.02,Community and Entertainment,before,391.0
5350263.02,Community and Entertainment,before,316.0
5350263.03,Community and Entertainment,before,596.0
5350263.04,Community and Entertainment,before,488.0
5350265.00,Community and Entertainment,before,280.0
5350268.00,Community and Entertainment,before,509.0
5350269.01,Community and Entertainment,before,778.0
5350269.02,Community and Entertainment,before,108.0
5350270.01,Community and Entertainment,before,227.0
5350270.02,Community and Entertainment,before,248.0
5350271.01,Community and Entertainment,before,377.0
5350271.02,Community and Entertainment,before,254.0
5350272.01,Community and Entertainment,before,885.0
5350272.02,Community and Entertainment,before,101.0
5350273.01,Community and Entertainment,before,0.0
5350273.02,Community and Entertainment,before,126.0
5350274.01,Community and Entertainment,before,42.0
5350274.02,Community and Entertainment,before,754.0
5350275.00,Community and Entertainment,before,1327.0
5350276.01,Community and Entertainment,before,863.0
5350276.02,Community and Entertainment,before,168.0
5350277.00,Community and Entertainment,before,170.0
5350278.00,Community and Entertainment,before,76.0
5350279.01,Community and Entertainment,before,614.0
5350279.02,Community and Entertainment,before,383.0
5350280.00,Community and Entertainment,before,117.0
5350281.01,Community and Entertainment,before,90.0
5350281.02,Community and Entertainment,before,31.0
5350282.00,Community and Entertainment,before,0.0
5350283.01,Community and Entertainment,before,77.0
5350283.02,Community and Entertainment,before,0.0
5350284.00,Community and Entertainment,before,113.0
5350285.00,Community and Entertainment,before,56.0
5350286.00,Community and Entertainment,before,383.0
5350287.02,Community and Entertainment,before,402.0
5350287.03,Community and Entertainment,before,415.0
5350287.04,Community and Entertainment,before,357.0
5350288.00,Community and Entertainment,before,631.0
5350289.00,Community and Entertainment,before,633.0
5350290.01,Community and Entertainment,before,69.0
5350290.02,Community and Entertainment,before,369.0
5350291.02,Community and Entertainment,before,50.0
5350291.03,Community and Entertainment,before,50.0
5350291.04,Community and Entertainment,before,382.0
5350292.00,Community and Entertainment,before,0.0
5350293.00,Community and Entertainment,before,301.0
5350294.01,Community and Entertainment,before,299.0
5350294.02,Community and Entertainment,before,98.0
5350295.00,Community and Entertainment,before,13.0
5350297.01,Community and Entertainment,before,665.0
5350297.02,Community and Entertainment,before,140.0
5350298.00,Community and Entertainment,before,250.0
5350299.01,Community and Entertainment,before,1337.0
5350299.02,Community and Entertainment,before,1092.0
5350300.01,Community and Entertainment,before,2570.0
5350300.02,Community and Entertainment,before,1242.0
5350300.03,Community and Entertainment,before,922.0
5350301.01,Community and Entertainment,before,77.0
5350301.03,Community and Entertainment,before,696.0
5350301.04,Community and Entertainment,before,12.0
5350302.01,Community and Entertainment,before,128.0
5350302.02,Community and Entertainment,before,138.0
5350302.03,Community and Entertainment,before,57.0
5350303.00,Community and Entertainment,before,18.0
5350304.01,Community and Entertainment,before,304.0
5350304.02,Community and Entertainment,before,7.0
5350304.03,Community and Entertainment,before,135.0
5350304.04,Community and Entertainment,before,701.0
5350304.05,Community and Entertainment,before,152.0
5350304.06,Community and Entertainment,before,228.0
5350305.01,Community and Entertainment,before,12.0
5350305.03,Community and Entertainment,before,638.0
5350305.05,Community and Entertainment,before,766.0
5350305.06,Community and Entertainment,before,164.0
5350306.01,Community and Entertainment,before,380.0
5350306.02,Community and Entertainment,before,633.0
5350307.03,Community and Entertainment,before,1253.0
5350307.04,Community and Entertainment,before,1260.0
5350307.05,Community and Entertainment,before,1391.0
5350307.06,Community and Entertainment,before,940.0
5350307.07,Community and Entertainment,before,900.0
5350308.02,Community and Entertainment,before,176.0
5350308.03,Community and Entertainment,before,654.0
5350308.05,Community and Entertainment,before,864.0
5350308.06,Community and Entertainment,before,964.0
5350308.07,Community and Entertainment,before,1352.0
5350309.00,Community and Entertainment,before,130.0
5350310.01,Community and Entertainment,before,503.0
5350310.02,Community and Entertainment,before,1457.0
5350311.02,Community and Entertainment,before,864.0
5350311.03,Community and Entertainment,before,56.0
5350311.04,Community and Entertainment,before,49.0
5350311.05,Community and Entertainment,before,926.0
5350311.06,Community and Entertainment,before,41.0
5350312.02,Community and Entertainment,before,89.0
5350312.03,Community and Entertainment,before,82.0
5350312.04,Community and Entertainment,before,120.0
5350312.05,Community and Entertainment,before,119.0
5350312.06,Community and Entertainment,before,182.0
5350312.07,Community and Entertainment,before,119.0
5350313.00,Community and Entertainment,before,185.0
5350314.01,Community and Entertainment,before,255.0
5350314.02,Community and Entertainment,before,49.0
5350315.01,Community and Entertainment,before,35.0
5350315.02,Community and Entertainment,before,129.0
5350315.03,Community and Entertainment,before,34.0
5350316.01,Community and Entertainment,before,95.0
5350316.03,Community and Entertainment,before,106.0
5350316.04,Community and Entertainment,before,105.0
5350316.05,Community and Entertainment,before,133.0
5350316.06,Community and Entertainment,before,86.0
5350317.02,Community and Entertainment,before,89.0
5350317.03,Community and Entertainment,before,128.0
5350317.04,Community and Entertainment,before,533.0
5350317.05,Community and Entertainment,before,1821.0
5350318.01,Community and Entertainment,before,487.0
5350318.02,Community and Entertainment,before,1243.0
5350319.00,Community and Entertainment,before,307.0
5350320.01,Community and Entertainment,before,170.0
5350320.02,Community and Entertainment,before,331.0
5350321.01,Community and Entertainment,before,307.0
5350321.02,Community and Entertainment,before,303.0
5350322.01,Community and Entertainment,before,1141.0
5350322.02,Community and Entertainment,before,265.0
5350323.01,Community and Entertainment,before,388.0
5350324.01,Community and Entertainment,before,60.0
5350324.02,Community and Entertainment,before,140.0
5350324.03,Community and Entertainment,before,208.0
5350324.05,Community and Entertainment,before,140.0
5350324.06,Community and Entertainment,before,0.0
5350330.00,Community and Entertainment,before,271.0
5350331.01,Community and Entertainment,before,484.0
5350331.03,Community and Entertainment,before,229.0
5350331.04,Community and Entertainment,before,11.0
5350332.00,Community and Entertainment,before,428.0
5350333.00,Community and Entertainment,before,120.0
5350334.00,Community and Entertainment,before,16.0
5350335.00,Community and Entertainment,before,388.0
5350336.00,Community and Entertainment,before,525.0
5350337.01,Community and Entertainment,before,525.0
5350337.02,Community and Entertainment,before,418.0
5350338.00,Community and Entertainment,before,348.0
5350339.00,Community and Entertainment,before,839.0
5350340.00,Community and Entertainment,before,692.0
5350341.02,Community and Entertainment,before,876.0
5350341.03,Community and Entertainment,before,628.0
5350341.04,Community and Entertainment,before,986.0
5350342.00,Community and Entertainment,before,246.0
5350343.00,Community and Entertainment,before,389.0
5350344.01,Community and Entertainment,before,84.0
5350344.02,Community and Entertainment,before,83.0
5350345.00,Community and Entertainment,before,84.0
5350346.01,Community and Entertainment,before,122.0
5350346.02,Community and Entertainment,before,283.0
5350347.00,Community and Entertainment,before,264.0
5350348.00,Community and Entertainment,before,440.0
5350349.00,Community and Entertainment,before,645.0
5350350.00,Community and Entertainment,before,412.0
5350351.01,Community and Entertainment,before,368.0
5350351.02,Community and Entertainment,before,437.0
5350352.00,Community and Entertainment,before,596.0
5350353.02,Community and Entertainment,before,0.0
5350353.03,Community and Entertainment,before,103.0
5350353.04,Community and Entertainment,before,68.0
5350354.00,Community and Entertainment,before,311.0
5350355.02,Community and Entertainment,before,71.0
5350355.04,Community and Entertainment,before,80.0
5350355.05,Community and Entertainment,before,67.0
5350355.06,Community and Entertainment,before,267.0
5350356.00,Community and Entertainment,before,66.0
5350357.01,Community and Entertainment,before,310.0
5350357.02,Community and Entertainment,before,0.0
5350358.01,Community and Entertainment,before,175.0
5350358.02,Community and Entertainment,before,374.0
5350358.03,Community and Entertainment,before,1008.0
5350359.00,Community and Entertainment,before,714.0
5350360.00,Community and Entertainment,before,48.0
5350361.01,Community and Entertainment,before,26.0
5350361.02,Community and Entertainment,before,22.0
5350362.01,Community and Entertainment,before,23.0
5350362.02,Community and Entertainment,before,282.0
5350362.03,Community and Entertainment,before,60.0
5350362.04,Community and Entertainment,before,3.0
5350363.02,Community and Entertainment,before,86.0
5350363.04,Community and Entertainment,before,358.0
5350363.05,Community and Entertainment,before,327.0
5350363.06,Community and Entertainment,before,250.0
5350363.07,Community and Entertainment,before,741.0
5350364.01,Community and Entertainment,before,0.0
5350364.02,Community and Entertainment,before,283.0
5350365.00,Community and Entertainment,before,276.0
5350366.00,Community and Entertainment,before,307.0
5350367.01,Community and Entertainment,before,313.0
5350367.02,Community and Entertainment,before,251.0
5350368.01,Community and Entertainment,before,568.0
