CTUID,Neighbourhoods,Metric_Type,Metric_Name,Category,Before_After_Benefit,Value
5350352.00,Dorset Park,Economic,Job Access,Institutional,after,5768.0
5350353.02,Bendale South,Economic,Job Access,Institutional,after,497.0
5350353.03,Eglinton East,Economic,Job Access,Institutional,after,1900.0
5350353.04,Eglinton East,Economic,Job Access,Institutional,after,857.0
5350354.00,Bendale South,Economic,Job Access,Institutional,after,5070.0
5350355.02,Eglinton East,Economic,Job Access,Institutional,after,2513.0
5350355.04,Eglinton East,Economic,Job Access,Institutional,after,2908.0
5350355.05,Eglinton East,Economic,Job Access,Institutional,after,1248.0
5350355.06,Eglinton East,Economic,Job Access,Institutional,after,3160.0
5350356.00,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Institutional,after,1239.0
5350357.01,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Institutional,after,4013.0
5350357.02,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Institutional,after,705.0
5350358.01,West Hill,Economic,Job Access,Institutional,after,1541.0
5350358.02,West Hill,Economic,Job Access,Institutional,after,2321.0
5350358.03,West Hill,Economic,Job Access,Institutional,after,6951.0
5350359.00,West Hill,Economic,Job Access,Institutional,after,5185.0
5350360.00,West Hill,Economic,Job Access,Institutional,after,433.0
5350361.01,Centennial Scarborough,Economic,Job Access,Institutional,after,184.0
5350361.02,Centennial Scarborough,Economic,Job Access,Institutional,after,238.0
5350362.01,West Rouge,Economic,Job Access,Institutional,after,387.0
5350362.02,Highland Creek,Economic,Job Access,Institutional,after,3986.0
5350362.03,Highland Creek,Economic,Job Access,Institutional,after,3404.0
5350362.04,West Rouge,Economic,Job Access,Institutional,after,138.0
5350363.02,Morningside,Economic,Job Access,Institutional,after,984.0
5350363.04,Morningside,Economic,Job Access,Institutional,after,4150.0
5350363.05,Morningside,Economic,Job Access,Institutional,after,4078.0
5350363.06,Woburn North,Economic,Job Access,Institutional,after,3278.0
5350363.07,Woburn North,Economic,Job Access,Institutional,after,6005.0
5350364.01,Morningside,Economic,Job Access,Institutional,after,223.0
5350364.02,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Institutional,after,3581.0
5350365.00,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Institutional,after,3717.0
5350366.00,Woburn North,Economic,Job Access,Institutional,after,1458.0
5350367.01,Woburn North,Economic,Job Access,Institutional,after,4027.0
5350367.02,Woburn North,Economic,Job Access,Institutional,after,4123.0
5350368.01,Bendale-Glen Andrew,Economic,Job Access,Institutional,after,9866.0
5350368.02,Bendale-Glen Andrew,Economic,Job Access,Institutional,after,1012.0
5350369.00,Bendale-Glen Andrew,Economic,Job Access,Institutional,after,4681.0
5350370.01,Dorset Park,Economic,Job Access,Institutional,after,5726.0
5350370.02,Dorset Park,Economic,Job Access,Institutional,after,4546.0
5350370.03,Dorset Park,Economic,Job Access,Institutional,after,3717.0
5350371.00,Wexford/Maryvale,Economic,Job Access,Institutional,after,3917.0
5350372.00,Wexford/Maryvale,Economic,Job Access,Institutional,after,3651.0
5350373.00,Wexford/Maryvale,Economic,Job Access,Institutional,after,7859.0
5350374.01,Tam O'Shanter-Sullivan,Economic,Job Access,Institutional,after,3623.0
5350374.02,Tam O'Shanter-Sullivan,Economic,Job Access,Institutional,after,918.0
5350374.03,Tam O'Shanter-Sullivan,Economic,Job Access,Institutional,after,1107.0
5350375.01,L'Amoreaux West,Economic,Job Access,Institutional,after,2507.0
5350375.02,Tam O'Shanter-Sullivan,Economic,Job Access,Institutional,after,6298.0
5350375.03,Tam O'Shanter-Sullivan,Economic,Job Access,Institutional,after,3028.0
5350375.04,East L'Amoreaux,Economic,Job Access,Institutional,after,536.0
5350375.05,L'Amoreaux West,Economic,Job Access,Institutional,after,605.0
5350376.01,East L'Amoreaux,Economic,Job Access,Institutional,after,4391.0
5350376.02,East L'Amoreaux,Economic,Job Access,Institutional,after,3164.0
5350376.04,Steeles,Economic,Job Access,Institutional,after,6187.0
5350376.05,Steeles,Economic,Job Access,Institutional,after,3005.0
5350376.06,Milliken,Economic,Job Access,Institutional,after,4643.0
5350376.08,East L'Amoreaux,Economic,Job Access,Institutional,after,2607.0
5350376.09,Steeles,Economic,Job Access,Institutional,after,837.0
5350376.11,L'Amoreaux West,Economic,Job Access,Institutional,after,7030.0
5350376.12,L'Amoreaux West,Economic,Job Access,Institutional,after,3238.0
5350376.13,Steeles,Economic,Job Access,Institutional,after,3801.0
5350376.14,Steeles,Economic,Job Access,Institutional,after,3603.0
5350376.15,Tam O'Shanter-Sullivan,Economic,Job Access,Institutional,after,1923.0
5350376.16,Tam O'Shanter-Sullivan,Economic,Job Access,Institutional,after,8720.0
5350377.02,Agincourt South-Malvern West,Economic,Job Access,Institutional,after,3419.0
5350377.03,Agincourt North,Economic,Job Access,Institutional,after,516.0
5350377.04,Agincourt North,Economic,Job Access,Institutional,after,2144.0
5350377.06,Milliken,Economic,Job Access,Institutional,after,1605.0
5350377.07,Milliken,Economic,Job Access,Institutional,after,1987.0
5350377.08,Agincourt South-Malvern West,Economic,Job Access,Institutional,after,2646.0
5350377.09,Agincourt South-Malvern West,Economic,Job Access,Institutional,after,2461.0
5350378.02,Agincourt South-Malvern West,Economic,Job Access,Institutional,after,1933.0
5350378.03,Malvern East,Economic,Job Access,Institutional,after,2085.0
5350378.04,Malvern West,Economic,Job Access,Institutional,after,1970.0
5350378.05,Malvern East,Economic,Job Access,Institutional,after,1748.0
5350378.06,Malvern West,Economic,Job Access,Institutional,after,2025.0
5350378.07,Agincourt South-Malvern West,Economic,Job Access,Institutional,after,5211.0
5350378.08,Agincourt North,Economic,Job Access,Institutional,after,2167.0
5350378.11,Malvern West,Economic,Job Access,Institutional,after,1997.0
5350378.12,Malvern East,Economic,Job Access,Institutional,after,1368.0
5350378.14,Agincourt North,Economic,Job Access,Institutional,after,1806.0
5350378.16,Malvern East,Economic,Job Access,Institutional,after,1281.0
5350378.17,Malvern East,Economic,Job Access,Institutional,after,2003.0
5350378.18,Milliken,Economic,Job Access,Institutional,after,2340.0
5350378.19,Milliken,Economic,Job Access,Institutional,after,1310.0
5350378.20,Milliken,Economic,Job Access,Institutional,after,1836.0
5350378.21,Milliken,Economic,Job Access,Institutional,after,2281.0
5350378.22,Milliken,Economic,Job Access,Institutional,after,550.0
5350378.23,Agincourt North,Economic,Job Access,Institutional,after,1891.0
5350378.24,Agincourt North,Economic,Job Access,Institutional,after,278.0
5350378.25,Morningside Heights,Economic,Job Access,Institutional,after,0.0
5350378.26,Morningside Heights,Economic,Job Access,Institutional,after,515.0
5350378.28,Morningside Heights,Economic,Job Access,Institutional,after,225.0
5350378.27,Morningside Heights,Economic,Job Access,Institutional,after,0.0
5350266.00,Bridle Path-Sunnybrook-York Mills,Economic,Job Access,Institutional,after,0.0
5350247.01,West Humber-Clairville,Economic,Job Access,Institutional,after,0.0
5350296.00,Downsview,Economic,Job Access,Institutional,after,0.0
5350323.02,Bayview Woods-Steeles,Economic,Job Access,Institutional,after,0.0
5350001.00,South Riverdale,Economic,Job Access,Institutional,after,0.0
5350236.02,Eringate-Centennial-West Deane,Economic,Job Access,Institutional,after,0.0
5350264.00,Bridle Path-Sunnybrook-York Mills,Economic,Job Access,Institutional,after,0.0
5350244.01,Elms-Old Rexdale,Economic,Job Access,Institutional,after,0.0
5350186.00,Leaside-Bennington,Economic,Job Access,Institutional,after,0.0
5350267.00,Banbury-Don Mills,Economic,Job Access,Institutional,after,0.0
5350002.00,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Institutional,after,0.0
5350003.00,South Parkdale,Economic,Job Access,Community and Entertainment,after,330.0
5350004.00,South Parkdale,Economic,Job Access,Community and Entertainment,after,1457.0
5350005.00,South Parkdale,Economic,Job Access,Community and Entertainment,after,4003.0
5350006.00,South Parkdale,Economic,Job Access,Community and Entertainment,after,2095.0
5350007.01,South Parkdale,Economic,Job Access,Community and Entertainment,after,2012.0
5350007.02,South Parkdale,Economic,Job Access,Community and Entertainment,after,3377.0
5350008.01,Fort York-Liberty Village,Economic,Job Access,Community and Entertainment,after,4778.0
5350008.02,Fort York-Liberty Village,Economic,Job Access,Community and Entertainment,after,1156.0
5350009.00,West Queen West,Economic,Job Access,Community and Entertainment,after,6034.0
5350010.01,West Queen West,Economic,Job Access,Community and Entertainment,after,9277.0
5350010.02,West Queen West,Economic,Job Access,Community and Entertainment,after,14067.0
5350011.01,Wellington Place,Economic,Job Access,Community and Entertainment,after,16170.0
5350011.02,Wellington Place,Economic,Job Access,Community and Entertainment,after,14346.0
5350011.03,Wellington Place,Economic,Job Access,Community and Entertainment,after,14576.0
5350012.01,Harbourfront-CityPlace,Economic,Job Access,Community and Entertainment,after,12692.0
5350012.03,Harbourfront-CityPlace,Economic,Job Access,Community and Entertainment,after,10366.0
5350012.04,Harbourfront-CityPlace,Economic,Job Access,Community and Entertainment,after,13358.0
5350013.01,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Community and Entertainment,after,10727.0
5350013.02,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Community and Entertainment,after,13463.0
5350014.00,Yonge-Bay Corridor,Economic,Job Access,Community and Entertainment,after,15564.0
5350015.00,Downtown Yonge East,Economic,Job Access,Community and Entertainment,after,15019.0
5350016.00,Moss Park,Economic,Job Access,Community and Entertainment,after,13196.0
5350017.01,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Community and Entertainment,after,6509.0
5350017.02,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Community and Entertainment,after,9947.0
5350018.00,South Riverdale,Economic,Job Access,Community and Entertainment,after,1588.0
5350019.00,South Riverdale,Economic,Job Access,Community and Entertainment,after,1598.0
5350020.00,The Beaches,Economic,Job Access,Community and Entertainment,after,1126.0
5350021.00,The Beaches,Economic,Job Access,Community and Entertainment,after,305.0
5350022.00,The Beaches,Economic,Job Access,Community and Entertainment,after,791.0
5350023.00,The Beaches,Economic,Job Access,Community and Entertainment,after,958.0
5350024.00,The Beaches,Economic,Job Access,Community and Entertainment,after,820.0
5350025.00,Woodbine Corridor,Economic,Job Access,Community and Entertainment,after,1015.0
5350026.00,Greenwood-Coxwell,Economic,Job Access,Community and Entertainment,after,1114.0
5350027.00,South Riverdale,Economic,Job Access,Community and Entertainment,after,1159.0
5350028.01,South Riverdale,Economic,Job Access,Community and Entertainment,after,1157.0
5350028.02,South Riverdale,Economic,Job Access,Community and Entertainment,after,1127.0
5350029.00,South Riverdale,Economic,Job Access,Community and Entertainment,after,3668.0
5350030.00,Regent Park,Economic,Job Access,Community and Entertainment,after,8334.0
5350031.00,Regent Park,Economic,Job Access,Community and Entertainment,after,8257.0
5350032.00,Moss Park,Economic,Job Access,Community and Entertainment,after,9818.0
5350033.00,Moss Park,Economic,Job Access,Community and Entertainment,after,10763.0
5350034.01,Downtown Yonge East,Economic,Job Access,Community and Entertainment,after,15158.0
5350034.02,Downtown Yonge East,Economic,Job Access,Community and Entertainment,after,15475.0
5350035.00,Yonge-Bay Corridor,Economic,Job Access,Community and Entertainment,after,15567.0
5350036.00,Kensington-Chinatown,Economic,Job Access,Community and Entertainment,after,14420.0
5350037.00,Kensington-Chinatown,Economic,Job Access,Community and Entertainment,after,14775.0
5350038.00,Kensington-Chinatown,Economic,Job Access,Community and Entertainment,after,7483.0
5350039.00,Kensington-Chinatown,Economic,Job Access,Community and Entertainment,after,13221.0
5350040.00,Trinity-Bellwoods,Economic,Job Access,Community and Entertainment,after,6472.0
5350041.00,Trinity-Bellwoods,Economic,Job Access,Community and Entertainment,after,4953.0
5350042.00,Trinity-Bellwoods,Economic,Job Access,Community and Entertainment,after,3782.0
5350043.00,Trinity-Bellwoods,Economic,Job Access,Community and Entertainment,after,5319.0
5350044.01,Little Portugal,Economic,Job Access,Community and Entertainment,after,1813.0
5350044.02,Little Portugal,Economic,Job Access,Community and Entertainment,after,3839.0
5350045.00,Little Portugal,Economic,Job Access,Community and Entertainment,after,3457.0
5350046.00,Little Portugal,Economic,Job Access,Community and Entertainment,after,1734.0
5350047.02,Roncesvalles,Economic,Job Access,Community and Entertainment,after,2403.0
5350047.03,Roncesvalles,Economic,Job Access,Community and Entertainment,after,611.0
5350047.04,Roncesvalles,Economic,Job Access,Community and Entertainment,after,2201.0
5350048.00,Roncesvalles,Economic,Job Access,Community and Entertainment,after,1299.0
5350049.00,High Park-Swansea,Economic,Job Access,Community and Entertainment,after,1323.0
5350050.01,High Park-Swansea,Economic,Job Access,Community and Entertainment,after,105.0
5350050.03,High Park-Swansea,Economic,Job Access,Community and Entertainment,after,158.0
5350050.04,High Park-Swansea,Economic,Job Access,Community and Entertainment,after,338.0
5350051.00,High Park-Swansea,Economic,Job Access,Community and Entertainment,after,1375.0
5350052.00,Roncesvalles,Economic,Job Access,Community and Entertainment,after,1857.0
5350053.00,Dufferin Grove,Economic,Job Access,Community and Entertainment,after,3232.0
5350054.00,Dufferin Grove,Economic,Job Access,Community and Entertainment,after,3566.0
5350055.00,Palmerston-Little Italy,Economic,Job Access,Community and Entertainment,after,2702.0
5350056.00,Palmerston-Little Italy,Economic,Job Access,Community and Entertainment,after,2834.0
5350057.00,Palmerston-Little Italy,Economic,Job Access,Community and Entertainment,after,4575.0
5350058.00,Palmerston-Little Italy,Economic,Job Access,Community and Entertainment,after,3210.0
5350059.00,University,Economic,Job Access,Community and Entertainment,after,6156.0
5350060.00,University,Economic,Job Access,Community and Entertainment,after,7116.0
5350061.00,University,Economic,Job Access,Community and Entertainment,after,11969.0
5350062.01,Bay-Cloverhill,Economic,Job Access,Community and Entertainment,after,12784.0
5350062.03,Bay-Cloverhill,Economic,Job Access,Community and Entertainment,after,15271.0
5350062.04,Bay-Cloverhill,Economic,Job Access,Community and Entertainment,after,14828.0
5350063.03,Church-Wellesley,Economic,Job Access,Community and Entertainment,after,11718.0
5350063.04,Church-Wellesley,Economic,Job Access,Community and Entertainment,after,13969.0
5350063.05,Church-Wellesley,Economic,Job Access,Community and Entertainment,after,15589.0
5350063.06,Church-Wellesley,Economic,Job Access,Community and Entertainment,after,15436.0
5350064.00,North St.James Town,Economic,Job Access,Community and Entertainment,after,10809.0
5350065.01,North St.James Town,Economic,Job Access,Community and Entertainment,after,5662.0
5350065.02,North St.James Town,Economic,Job Access,Community and Entertainment,after,3601.0
5350066.00,Cabbagetown-South St.James Town,Economic,Job Access,Community and Entertainment,after,9647.0
5350067.00,Cabbagetown-South St.James Town,Economic,Job Access,Community and Entertainment,after,1203.0
5350068.00,Cabbagetown-South St.James Town,Economic,Job Access,Community and Entertainment,after,3524.0
5350069.00,North Riverdale,Economic,Job Access,Community and Entertainment,after,2719.0
5350070.00,North Riverdale,Economic,Job Access,Community and Entertainment,after,5363.0
5350071.00,North Riverdale,Economic,Job Access,Community and Entertainment,after,1817.0
5350072.01,Blake-Jones,Economic,Job Access,Community and Entertainment,after,966.0
5350072.02,Blake-Jones,Economic,Job Access,Community and Entertainment,after,932.0
5350073.00,South Riverdale,Economic,Job Access,Community and Entertainment,after,1308.0
5350074.00,Greenwood-Coxwell,Economic,Job Access,Community and Entertainment,after,850.0
5350075.00,Greenwood-Coxwell,Economic,Job Access,Community and Entertainment,after,1460.0
5350076.00,Woodbine Corridor,Economic,Job Access,Community and Entertainment,after,752.0
5350077.00,Woodbine Corridor,Economic,Job Access,Community and Entertainment,after,1235.0
5350078.00,East End-Danforth,Economic,Job Access,Community and Entertainment,after,1104.0
5350079.00,East End-Danforth,Economic,Job Access,Community and Entertainment,after,1079.0
5350080.01,East End-Danforth,Economic,Job Access,Community and Entertainment,after,1115.0
5350080.02,East End-Danforth,Economic,Job Access,Community and Entertainment,after,1785.0
5350081.00,Danforth,Economic,Job Access,Community and Entertainment,after,977.0
5350082.00,Danforth,Economic,Job Access,Community and Entertainment,after,2934.0
5350083.00,Danforth,Economic,Job Access,Community and Entertainment,after,4153.0
5350084.00,Playter Estates-Danforth,Economic,Job Access,Community and Entertainment,after,3378.0
5350085.00,Playter Estates-Danforth,Economic,Job Access,Community and Entertainment,after,5795.0
5350086.00,Rosedale-Moore Park,Economic,Job Access,Community and Entertainment,after,574.0
5350087.00,Rosedale-Moore Park,Economic,Job Access,Community and Entertainment,after,2599.0
5350088.00,Rosedale-Moore Park,Economic,Job Access,Community and Entertainment,after,12492.0
5350089.00,Annex,Economic,Job Access,Community and Entertainment,after,10547.0
5350090.00,Annex,Economic,Job Access,Community and Entertainment,after,9856.0
5350091.01,Annex,Economic,Job Access,Community and Entertainment,after,13241.0
5350091.02,Annex,Economic,Job Access,Community and Entertainment,after,8075.0
5350092.00,Annex,Economic,Job Access,Community and Entertainment,after,10810.0
5350093.00,Annex,Economic,Job Access,Community and Entertainment,after,3271.0
5350094.00,Dovercourt Village,Economic,Job Access,Community and Entertainment,after,2253.0
5350095.00,Dovercourt Village,Economic,Job Access,Community and Entertainment,after,2634.0
5350096.01,Dovercourt Village,Economic,Job Access,Community and Entertainment,after,1846.0
5350096.02,Dovercourt Village,Economic,Job Access,Community and Entertainment,after,3559.0
5350097.01,Junction-Wallace Emerson,Economic,Job Access,Community and Entertainment,after,4023.0
5350097.03,Junction-Wallace Emerson,Economic,Job Access,Community and Entertainment,after,1512.0
5350097.04,Junction-Wallace Emerson,Economic,Job Access,Community and Entertainment,after,2370.0
5350098.00,Junction-Wallace Emerson,Economic,Job Access,Community and Entertainment,after,953.0
5350099.00,High Park North,Economic,Job Access,Community and Entertainment,after,1726.0
5350100.00,Junction Area,Economic,Job Access,Community and Entertainment,after,1265.0
5350101.00,Junction Area,Economic,Job Access,Community and Entertainment,after,1001.0
5350102.02,High Park North,Economic,Job Access,Community and Entertainment,after,2246.0
5350102.03,High Park North,Economic,Job Access,Community and Entertainment,after,1298.0
5350102.04,High Park North,Economic,Job Access,Community and Entertainment,after,806.0
5350102.05,High Park North,Economic,Job Access,Community and Entertainment,after,733.0
5350103.00,High Park North,Economic,Job Access,Community and Entertainment,after,190.0
5350104.00,Runnymede-Bloor West Village,Economic,Job Access,Community and Entertainment,after,329.0
5350105.00,Junction Area,Economic,Job Access,Community and Entertainment,after,417.0
5350106.00,Junction Area,Economic,Job Access,Community and Entertainment,after,552.0
5350107.00,Weston-Pelham Park,Economic,Job Access,Community and Entertainment,after,622.0
5350108.00,Weston-Pelham Park,Economic,Job Access,Community and Entertainment,after,910.0
5350109.00,Junction-Wallace Emerson,Economic,Job Access,Community and Entertainment,after,1805.0
5350110.00,Corso Italia-Davenport,Economic,Job Access,Community and Entertainment,after,1112.0
5350111.00,Corso Italia-Davenport,Economic,Job Access,Community and Entertainment,after,1035.0
5350112.00,Corso Italia-Davenport,Economic,Job Access,Community and Entertainment,after,975.0
5350113.00,Corso Italia-Davenport,Economic,Job Access,Community and Entertainment,after,1261.0
5350114.00,Wychwood,Economic,Job Access,Community and Entertainment,after,558.0
5350115.00,Wychwood,Economic,Job Access,Community and Entertainment,after,2397.0
5350116.00,Wychwood,Economic,Job Access,Community and Entertainment,after,1275.0
5350117.00,Casa Loma,Economic,Job Access,Community and Entertainment,after,10611.0
5350118.00,Casa Loma,Economic,Job Access,Community and Entertainment,after,535.0
5350119.00,Casa Loma,Economic,Job Access,Community and Entertainment,after,1915.0
5350120.00,Yonge-St.Clair,Economic,Job Access,Community and Entertainment,after,9182.0
5350121.00,Yonge-St.Clair,Economic,Job Access,Community and Entertainment,after,8155.0
5350122.00,Yonge-St.Clair,Economic,Job Access,Community and Entertainment,after,1501.0
5350123.00,Yonge-St.Clair,Economic,Job Access,Community and Entertainment,after,1512.0
5350124.00,Rosedale-Moore Park,Economic,Job Access,Community and Entertainment,after,8915.0
5350125.00,Rosedale-Moore Park,Economic,Job Access,Community and Entertainment,after,1368.0
5350126.00,Mount Pleasant East,Economic,Job Access,Community and Entertainment,after,261.0
5350127.00,Mount Pleasant East,Economic,Job Access,Community and Entertainment,after,214.0
5350128.02,South Eglinton-Davisville,Economic,Job Access,Community and Entertainment,after,2484.0
5350128.04,South Eglinton-Davisville,Economic,Job Access,Community and Entertainment,after,3042.0
5350128.05,South Eglinton-Davisville,Economic,Job Access,Community and Entertainment,after,3348.0
5350128.06,South Eglinton-Davisville,Economic,Job Access,Community and Entertainment,after,3803.0
5350129.00,Yonge-Eglinton,Economic,Job Access,Community and Entertainment,after,1367.0
5350130.00,Forest Hill South,Economic,Job Access,Community and Entertainment,after,240.0
5350131.00,Forest Hill South,Economic,Job Access,Community and Entertainment,after,527.0
5350132.00,Forest Hill North,Economic,Job Access,Community and Entertainment,after,776.0
5350133.00,Forest Hill North,Economic,Job Access,Community and Entertainment,after,639.0
5350134.00,Lawrence Park South,Economic,Job Access,Community and Entertainment,after,635.0
5350135.00,Yonge-Eglinton,Economic,Job Access,Community and Entertainment,after,520.0
5350136.01,North Toronto,Economic,Job Access,Community and Entertainment,after,881.0
5350136.02,North Toronto,Economic,Job Access,Community and Entertainment,after,1759.0
5350137.00,Mount Pleasant East,Economic,Job Access,Community and Entertainment,after,647.0
5350138.00,Lawrence Park South,Economic,Job Access,Community and Entertainment,after,758.0
5350139.01,Lawrence Park South,Economic,Job Access,Community and Entertainment,after,547.0
5350139.02,Lawrence Park South,Economic,Job Access,Community and Entertainment,after,669.0
5350140.00,Lawrence Park South,Economic,Job Access,Community and Entertainment,after,672.0
5350141.01,Lawrence Park North,Economic,Job Access,Community and Entertainment,after,1164.0
5350141.02,Lawrence Park North,Economic,Job Access,Community and Entertainment,after,427.0
5350142.00,Lawrence Park North,Economic,Job Access,Community and Entertainment,after,764.0
5350150.00,Lambton Baby Point,Economic,Job Access,Community and Entertainment,after,85.0
5350151.00,Lambton Baby Point,Economic,Job Access,Community and Entertainment,after,85.0
5350152.00,Runnymede-Bloor West Village,Economic,Job Access,Community and Entertainment,after,629.0
5350153.00,Rockcliffe-Smythe,Economic,Job Access,Community and Entertainment,after,590.0
5350154.00,Rockcliffe-Smythe,Economic,Job Access,Community and Entertainment,after,79.0
5350155.00,Rockcliffe-Smythe,Economic,Job Access,Community and Entertainment,after,332.0
5350156.01,Rockcliffe-Smythe,Economic,Job Access,Community and Entertainment,after,339.0
5350156.02,Rockcliffe-Smythe,Economic,Job Access,Community and Entertainment,after,261.0
5350157.00,Mount Dennis,Economic,Job Access,Community and Entertainment,after,532.0
5350158.00,Keelesdale-Eglinton West,Economic,Job Access,Community and Entertainment,after,282.0
5350159.01,Keelesdale-Eglinton West,Economic,Job Access,Community and Entertainment,after,366.0
5350159.02,Keelesdale-Eglinton West,Economic,Job Access,Community and Entertainment,after,422.0
5350160.00,Caledonia-Fairbank,Economic,Job Access,Community and Entertainment,after,982.0
5350161.00,Caledonia-Fairbank,Economic,Job Access,Community and Entertainment,after,200.0
5350162.00,Oakwood Village,Economic,Job Access,Community and Entertainment,after,1092.0
5350163.00,Oakwood Village,Economic,Job Access,Community and Entertainment,after,953.0
5350164.00,Oakwood Village,Economic,Job Access,Community and Entertainment,after,487.0
5350165.00,Humewood-Cedarvale,Economic,Job Access,Community and Entertainment,after,865.0
5350166.00,Humewood-Cedarvale,Economic,Job Access,Community and Entertainment,after,557.0
5350167.01,Forest Hill South,Economic,Job Access,Community and Entertainment,after,11114.0
5350167.02,Humewood-Cedarvale,Economic,Job Access,Community and Entertainment,after,722.0
5350168.00,Oakwood Village,Economic,Job Access,Community and Entertainment,after,472.0
5350169.01,Briar Hill-Belgravia,Economic,Job Access,Community and Entertainment,after,866.0
5350169.02,Briar Hill-Belgravia,Economic,Job Access,Community and Entertainment,after,412.0
5350170.00,Briar Hill-Belgravia,Economic,Job Access,Community and Entertainment,after,385.0
5350171.00,Beechborough-Greenbrook,Economic,Job Access,Community and Entertainment,after,307.0
5350172.00,Beechborough-Greenbrook,Economic,Job Access,Community and Entertainment,after,214.0
5350173.00,Mount Dennis,Economic,Job Access,Community and Entertainment,after,549.0
5350174.00,Mount Dennis,Economic,Job Access,Community and Entertainment,after,76.0
5350175.01,Weston,Economic,Job Access,Community and Entertainment,after,256.0
5350175.02,Weston,Economic,Job Access,Community and Entertainment,after,261.0
5350176.00,Weston,Economic,Job Access,Community and Entertainment,after,136.0
5350180.00,Taylor-Massey,Economic,Job Access,Community and Entertainment,after,1200.0
5350181.01,Woodbine-Lumsden,Economic,Job Access,Community and Entertainment,after,525.0
5350181.02,Woodbine-Lumsden,Economic,Job Access,Community and Entertainment,after,539.0
5350182.00,Danforth East York,Economic,Job Access,Community and Entertainment,after,700.0
5350183.01,Danforth East York,Economic,Job Access,Community and Entertainment,after,560.0
5350183.02,Danforth East York,Economic,Job Access,Community and Entertainment,after,796.0
5350184.01,Danforth East York,Economic,Job Access,Community and Entertainment,after,919.0
5350184.02,Old East York,Economic,Job Access,Community and Entertainment,after,957.0
5350185.01,Broadview North,Economic,Job Access,Community and Entertainment,after,1005.0
5350185.02,Broadview North,Economic,Job Access,Community and Entertainment,after,1748.0
5350187.00,Old East York,Economic,Job Access,Community and Entertainment,after,257.0
5350188.00,Old East York,Economic,Job Access,Community and Entertainment,after,746.0
5350189.00,O'Connor-Parkview,Economic,Job Access,Community and Entertainment,after,368.0
5350190.01,Taylor-Massey,Economic,Job Access,Community and Entertainment,after,799.0
5350190.02,O'Connor-Parkview,Economic,Job Access,Community and Entertainment,after,472.0
5350191.00,O'Connor-Parkview,Economic,Job Access,Community and Entertainment,after,614.0
5350192.00,O'Connor-Parkview,Economic,Job Access,Community and Entertainment,after,257.0
5350193.00,O'Connor-Parkview,Economic,Job Access,Community and Entertainment,after,92.0
5350194.01,Thorncliffe Park,Economic,Job Access,Community and Entertainment,after,37.0
5350194.02,Thorncliffe Park,Economic,Job Access,Community and Entertainment,after,691.0
5350194.03,Thorncliffe Park,Economic,Job Access,Community and Entertainment,after,466.0
5350194.04,Thorncliffe Park,Economic,Job Access,Community and Entertainment,after,18.0
5350195.01,Leaside-Bennington,Economic,Job Access,Community and Entertainment,after,774.0
5350195.02,Leaside-Bennington,Economic,Job Access,Community and Entertainment,after,786.0
5350196.01,Leaside-Bennington,Economic,Job Access,Community and Entertainment,after,636.0
5350196.02,Leaside-Bennington,Economic,Job Access,Community and Entertainment,after,187.0
5350200.01,Humber Bay Shores,Economic,Job Access,Community and Entertainment,after,59.0
5350200.02,Mimico-Queensway,Economic,Job Access,Community and Entertainment,after,410.0
5350201.00,Mimico-Queensway,Economic,Job Access,Community and Entertainment,after,220.0
5350202.00,Mimico-Queensway,Economic,Job Access,Community and Entertainment,after,371.0
5350203.00,Mimico-Queensway,Economic,Job Access,Community and Entertainment,after,189.0
5350204.00,New Toronto,Economic,Job Access,Community and Entertainment,after,258.0
5350205.00,New Toronto,Economic,Job Access,Community and Entertainment,after,217.0
5350206.01,Long Branch,Economic,Job Access,Community and Entertainment,after,431.0
5350206.02,Long Branch,Economic,Job Access,Community and Entertainment,after,398.0
5350207.00,New Toronto,Economic,Job Access,Community and Entertainment,after,859.0
5350208.00,New Toronto,Economic,Job Access,Community and Entertainment,after,842.0
5350209.00,Mimico-Queensway,Economic,Job Access,Community and Entertainment,after,643.0
5350210.01,Mimico-Queensway,Economic,Job Access,Community and Entertainment,after,128.0
5350210.03,Humber Bay Shores,Economic,Job Access,Community and Entertainment,after,178.0
5350210.04,Humber Bay Shores,Economic,Job Access,Community and Entertainment,after,24.0
5350211.00,Alderwood,Economic,Job Access,Community and Entertainment,after,261.0
5350212.00,Alderwood,Economic,Job Access,Community and Entertainment,after,142.0
5350213.01,Islington,Economic,Job Access,Community and Entertainment,after,453.0
5350213.02,Etobicoke City Centre,Economic,Job Access,Community and Entertainment,after,0.0
5350214.00,Etobicoke City Centre,Economic,Job Access,Community and Entertainment,after,132.0
5350215.00,Stonegate-Queensway,Economic,Job Access,Community and Entertainment,after,687.0
