CTUID,Manufacturing and Warehousing_before,Manufacturing and Warehousing_after,Manufacturing and Warehousing_absolute_difference,Retail_before,Retail_after,Retail_absolute_difference,Service_before,Service_after,Service_absolute_difference,Office_before,Office_after,Office_absolute_difference,Institutional_before,Institutional_after,Institutional_absolute_difference,Community and Entertainment_before,Community and Entertainment_after,Community and Entertainment_absolute_difference,Grand Total_before,Grand Total_after,Grand Total_absolute_difference
5350003.00,61.0,61.0,0.0,1402.0,1402.0,0.0,1793.0,1793.0,0.0,2986.0,2986.0,0.0,2852.0,2852.0,0.0,330.0,330.0,0.0,9424.0,9424.0,0.0
5350004.00,1625.0,1625.0,0.0,5576.0,5576.0,0.0,7375.0,7375.0,0.0,20751.0,20751.0,0.0,9202.0,9202.0,0.0,1457.0,1457.0,0.0,45986.0,45986.0,0.0
5350005.00,2459.0,2459.0,0.0,7573.0,7573.0,0.0,12264.0,12264.0,0.0,31323.0,31323.0,0.0,10430.0,10430.0,0.0,4003.0,4003.0,0.0,68052.0,68052.0,0.0
5350006.00,2139.0,2139.0,0.0,6665.0,6665.0,0.0,10770.0,10770.0,0.0,29988.0,29988.0,0.0,9566.0,9566.0,0.0,2095.0,2095.0,0.0,61223.0,61223.0,0.0
5350007.01,1981.0,2139.0,158.0,6355.0,6543.0,188.0,10410.0,10639.0,229.0,29597.0,29851.0,254.0,8772.0,8970.0,198.0,2001.0,2012.0,11.0,59116.0,60154.0,1038.0
5350007.02,2409.0,2409.0,0.0,7625.0,7625.0,0.0,12276.0,12276.0,0.0,22713.0,22713.0,0.0,10670.0,10670.0,0.0,3377.0,3377.0,0.0,59070.0,59070.0,0.0
5350008.01,1431.0,1431.0,0.0,7073.0,7073.0,0.0,13336.0,13336.0,0.0,64797.0,64797.0,0.0,10157.0,10157.0,0.0,4778.0,4778.0,0.0,101572.0,101572.0,0.0
5350008.02,1157.0,1157.0,0.0,4961.0,4961.0,0.0,7785.0,7785.0,0.0,26570.0,26570.0,0.0,2897.0,2897.0,0.0,1156.0,1156.0,0.0,44526.0,44526.0,0.0
5350009.00,2219.0,2380.0,161.0,9648.0,9924.0,276.0,18555.0,18937.0,382.0,80579.0,81309.0,730.0,8180.0,8519.0,339.0,5907.0,6034.0,127.0,125088.0,127103.0,2015.0
5350010.01,2050.0,2053.0,3.0,12653.0,12741.0,88.0,30236.0,30389.0,153.0,263408.0,263884.0,476.0,13951.0,14092.0,141.0,9161.0,9277.0,116.0,331459.0,332436.0,977.0
5350010.02,2857.0,2857.0,0.0,19170.0,19170.0,0.0,35946.0,35946.0,0.0,324267.0,324267.0,0.0,49284.0,49284.0,0.0,14067.0,14067.0,0.0,445591.0,445591.0,0.0
5350011.01,2799.0,2799.0,0.0,18662.0,18662.0,0.0,38610.0,38610.0,0.0,367504.0,367504.0,0.0,91547.0,91547.0,0.0,16170.0,16170.0,0.0,535292.0,535292.0,0.0
5350011.02,3207.0,3207.0,0.0,22298.0,22298.0,0.0,45163.0,45163.0,0.0,399022.0,399022.0,0.0,96965.0,96965.0,0.0,14346.0,14346.0,0.0,581001.0,581001.0,0.0
5350011.03,2952.0,2952.0,0.0,21105.0,21105.0,0.0,43200.0,43200.0,0.0,377442.0,377442.0,0.0,81681.0,81681.0,0.0,14576.0,14576.0,0.0,540956.0,540956.0,0.0
5350012.01,2034.0,2034.0,0.0,8501.0,8501.0,0.0,26944.0,26944.0,0.0,272350.0,272350.0,0.0,7828.0,7828.0,0.0,12692.0,12692.0,0.0,330349.0,330349.0,0.0
5350012.03,2560.0,2560.0,0.0,15214.0,15214.0,0.0,30958.0,30958.0,0.0,337813.0,337813.0,0.0,63669.0,63669.0,0.0,10366.0,10366.0,0.0,460580.0,460580.0,0.0
5350012.04,2673.0,2673.0,0.0,16786.0,16786.0,0.0,35277.0,35277.0,0.0,367246.0,367246.0,0.0,56573.0,56573.0,0.0,13358.0,13358.0,0.0,491913.0,491913.0,0.0
5350013.01,2862.0,2862.0,0.0,20428.0,20766.0,338.0,43065.0,43271.0,206.0,391568.0,392104.0,536.0,91300.0,91559.0,259.0,10654.0,10727.0,73.0,559877.0,561289.0,1412.0
5350013.02,2233.0,2233.0,0.0,16587.0,16587.0,0.0,36624.0,36624.0,0.0,342573.0,342573.0,0.0,61147.0,61147.0,0.0,13463.0,13463.0,0.0,472627.0,472627.0,0.0
5350014.00,3012.0,3014.0,2.0,21295.0,21901.0,606.0,40240.0,40965.0,725.0,274437.0,275327.0,890.0,92175.0,92867.0,692.0,15080.0,15564.0,484.0,446239.0,449638.0,3399.0
5350015.00,3169.0,3171.0,2.0,21525.0,22081.0,556.0,43696.0,44190.0,494.0,391097.0,391897.0,800.0,76597.0,77172.0,575.0,14936.0,15019.0,83.0,551020.0,553530.0,2510.0
5350016.00,2797.0,2797.0,0.0,16782.0,16782.0,0.0,35681.0,35681.0,0.0,347092.0,347092.0,0.0,58503.0,58503.0,0.0,13196.0,13196.0,0.0,474051.0,474051.0,0.0
5350017.01,1285.0,1285.0,0.0,6682.0,6682.0,0.0,15310.0,15310.0,0.0,228999.0,228999.0,0.0,6460.0,6460.0,0.0,6509.0,6509.0,0.0,265245.0,265245.0,0.0
5350017.02,2453.0,2453.0,0.0,15074.0,15074.0,0.0,30293.0,30293.0,0.0,324642.0,324642.0,0.0,54536.0,54536.0,0.0,9947.0,9947.0,0.0,436945.0,436945.0,0.0
5350018.00,2099.0,2099.0,0.0,5394.0,5394.0,0.0,7435.0,7435.0,0.0,45728.0,45728.0,0.0,8116.0,8116.0,0.0,1588.0,1588.0,0.0,70360.0,70360.0,0.0
5350019.00,2026.0,2032.0,6.0,5185.0,5270.0,85.0,6663.0,6897.0,234.0,16634.0,16780.0,146.0,7045.0,7107.0,62.0,1546.0,1598.0,52.0,39099.0,39684.0,585.0
5350020.00,453.0,457.0,4.0,2830.0,2965.0,135.0,4461.0,4666.0,205.0,5539.0,5800.0,261.0,3266.0,3657.0,391.0,1110.0,1126.0,16.0,17659.0,18671.0,1012.0
5350021.00,1536.0,1536.0,0.0,1873.0,1873.0,0.0,1585.0,1585.0,0.0,1590.0,1590.0,0.0,1463.0,1463.0,0.0,305.0,305.0,0.0,8352.0,8352.0,0.0
5350022.00,1545.0,1545.0,0.0,1627.0,1627.0,0.0,1377.0,1377.0,0.0,1345.0,1345.0,0.0,1871.0,1871.0,0.0,791.0,791.0,0.0,8556.0,8556.0,0.0
5350023.00,1602.0,1612.0,10.0,3027.0,3474.0,447.0,2432.0,3033.0,601.0,2669.0,3316.0,647.0,2480.0,3153.0,673.0,827.0,958.0,131.0,13037.0,15546.0,2509.0
5350024.00,1622.0,1626.0,4.0,2437.0,2710.0,273.0,3395.0,3667.0,272.0,2732.0,2908.0,176.0,3345.0,3441.0,96.0,776.0,820.0,44.0,14307.0,15172.0,865.0
5350025.00,1867.0,1867.0,0.0,3229.0,3229.0,0.0,4352.0,4352.0,0.0,5196.0,5196.0,0.0,3598.0,3598.0,0.0,1015.0,1015.0,0.0,19257.0,19257.0,0.0
5350026.00,1914.0,1918.0,4.0,3439.0,3574.0,135.0,5414.0,5619.0,205.0,6227.0,6488.0,261.0,3596.0,3987.0,391.0,1098.0,1114.0,16.0,21688.0,22700.0,1012.0
5350027.00,1959.0,1959.0,0.0,3815.0,3815.0,0.0,4793.0,4793.0,0.0,7394.0,7394.0,0.0,5176.0,5176.0,0.0,1159.0,1159.0,0.0,24296.0,24296.0,0.0
5350028.01,1945.0,1949.0,4.0,4817.0,5148.0,331.0,5611.0,5988.0,377.0,15803.0,16516.0,713.0,6558.0,7034.0,476.0,1137.0,1157.0,20.0,35871.0,37792.0,1921.0
5350028.02,1975.0,1975.0,0.0,4966.0,4966.0,0.0,5993.0,5993.0,0.0,15005.0,15005.0,0.0,7351.0,7351.0,0.0,1127.0,1127.0,0.0,36417.0,36417.0,0.0
5350029.00,2675.0,2690.0,15.0,12156.0,13118.0,962.0,14546.0,15985.0,1439.0,89880.0,97108.0,7228.0,56522.0,57882.0,1360.0,3429.0,3668.0,239.0,179208.0,190451.0,11243.0
5350030.00,1701.0,1701.0,0.0,13775.0,13917.0,142.0,22811.0,22845.0,34.0,247703.0,247787.0,84.0,55336.0,55510.0,174.0,8265.0,8334.0,69.0,349591.0,350094.0,503.0
5350031.00,1507.0,1507.0,0.0,13854.0,13854.0,0.0,20005.0,20005.0,0.0,131078.0,131078.0,0.0,69667.0,69667.0,0.0,8257.0,8257.0,0.0,244368.0,244368.0,0.0
5350032.00,2095.0,2095.0,0.0,18336.0,18532.0,196.0,29528.0,29700.0,172.0,328698.0,329150.0,452.0,73035.0,73120.0,85.0,9814.0,9818.0,4.0,461506.0,462415.0,909.0
5350033.00,2051.0,2051.0,0.0,16474.0,16474.0,0.0,29192.0,29192.0,0.0,311318.0,311318.0,0.0,59976.0,59976.0,0.0,10763.0,10763.0,0.0,429774.0,429774.0,0.0
5350034.01,2609.0,2618.0,9.0,21502.0,22856.0,1354.0,41734.0,43571.0,1837.0,407455.0,409319.0,1864.0,95104.0,96951.0,1847.0,14468.0,15158.0,690.0,582872.0,590473.0,7601.0
5350034.02,3243.0,3250.0,7.0,22695.0,23831.0,1136.0,46557.0,48106.0,1549.0,413705.0,415305.0,1600.0,84223.0,85754.0,1531.0,14795.0,15475.0,680.0,585218.0,591721.0,6503.0
5350035.00,2853.0,3032.0,179.0,19615.0,22908.0,3293.0,46874.0,49539.0,2665.0,383642.0,386867.0,3225.0,65267.0,67624.0,2357.0,15064.0,15567.0,503.0,533315.0,545537.0,12222.0
5350036.00,3542.0,3542.0,0.0,21337.0,21337.0,0.0,45516.0,45516.0,0.0,370029.0,370029.0,0.0,94681.0,94681.0,0.0,14420.0,14420.0,0.0,549525.0,549525.0,0.0
5350037.00,3162.0,3162.0,0.0,20621.0,20621.0,0.0,43598.0,43598.0,0.0,348040.0,348040.0,0.0,81192.0,81192.0,0.0,14775.0,14775.0,0.0,511388.0,511388.0,0.0
5350038.00,2299.0,2653.0,354.0,18101.0,19982.0,1881.0,33802.0,36231.0,2429.0,274032.0,280582.0,6550.0,89004.0,89460.0,456.0,7279.0,7483.0,204.0,424517.0,436391.0,11874.0
5350039.00,2737.0,2737.0,0.0,16205.0,16205.0,0.0,33464.0,33464.0,0.0,295704.0,295704.0,0.0,85087.0,85087.0,0.0,13221.0,13221.0,0.0,446418.0,446418.0,0.0
5350040.00,2391.0,2391.0,0.0,17561.0,17561.0,0.0,31695.0,31695.0,0.0,273175.0,273175.0,0.0,71065.0,71065.0,0.0,6472.0,6472.0,0.0,402359.0,402359.0,0.0
5350041.00,2729.0,2729.0,0.0,16082.0,16082.0,0.0,23724.0,23724.0,0.0,98678.0,98678.0,0.0,87209.0,87209.0,0.0,4953.0,4953.0,0.0,233375.0,233375.0,0.0
5350042.00,2686.0,2859.0,173.0,14928.0,16031.0,1103.0,20546.0,22852.0,2306.0,89099.0,91621.0,2522.0,56845.0,59617.0,2772.0,3116.0,3782.0,666.0,187220.0,196762.0,9542.0
5350043.00,2612.0,2781.0,169.0,14975.0,15960.0,985.0,20431.0,21638.0,1207.0,89430.0,90650.0,1220.0,58288.0,59348.0,1060.0,4818.0,5319.0,501.0,190554.0,195696.0,5142.0
5350044.01,1938.0,1938.0,0.0,7102.0,7102.0,0.0,9853.0,9853.0,0.0,23358.0,23358.0,0.0,9262.0,9262.0,0.0,1813.0,1813.0,0.0,53326.0,53326.0,0.0
5350044.02,2411.0,2411.0,0.0,8089.0,8089.0,0.0,13381.0,13381.0,0.0,32028.0,32028.0,0.0,11234.0,11234.0,0.0,3839.0,3839.0,0.0,70982.0,70982.0,0.0
5350045.00,1738.0,1757.0,19.0,9921.0,11332.0,1411.0,15049.0,17555.0,2506.0,45131.0,48263.0,3132.0,25310.0,28393.0,3083.0,2632.0,3457.0,825.0,99781.0,110757.0,10976.0
5350046.00,1810.0,1810.0,0.0,7096.0,7096.0,0.0,9874.0,9874.0,0.0,21652.0,21652.0,0.0,9344.0,9344.0,0.0,1734.0,1734.0,0.0,51510.0,51510.0,0.0
5350047.02,1968.0,1980.0,12.0,6676.0,7108.0,432.0,8349.0,9140.0,791.0,22903.0,24062.0,1159.0,10151.0,10571.0,420.0,2218.0,2403.0,185.0,52265.0,55264.0,2999.0
5350047.03,1331.0,1331.0,0.0,4117.0,4117.0,0.0,4187.0,4187.0,0.0,6051.0,6051.0,0.0,4219.0,4219.0,0.0,611.0,611.0,0.0,20516.0,20516.0,0.0
5350047.04,1592.0,1604.0,12.0,5655.0,6207.0,552.0,5846.0,6761.0,915.0,17481.0,18790.0,1309.0,9729.0,10244.0,515.0,1933.0,2201.0,268.0,42236.0,45807.0,3571.0
5350048.00,1432.0,1432.0,0.0,2679.0,2679.0,0.0,3477.0,3477.0,0.0,14914.0,14914.0,0.0,8251.0,8251.0,0.0,1299.0,1299.0,0.0,32052.0,32052.0,0.0
5350049.00,856.0,856.0,0.0,2295.0,2295.0,0.0,2822.0,2822.0,0.0,13401.0,13401.0,0.0,6867.0,6867.0,0.0,1323.0,1323.0,0.0,27564.0,27564.0,0.0
5350050.01,182.0,182.0,0.0,1058.0,1069.0,11.0,972.0,972.0,0.0,929.0,968.0,39.0,837.0,877.0,40.0,105.0,105.0,0.0,4083.0,4173.0,90.0
5350050.03,18.0,18.0,0.0,734.0,734.0,0.0,1081.0,1081.0,0.0,1934.0,1934.0,0.0,1557.0,1557.0,0.0,158.0,158.0,0.0,5482.0,5482.0,0.0
5350050.04,138.0,475.0,337.0,723.0,1686.0,963.0,954.0,1762.0,808.0,1796.0,2751.0,955.0,1522.0,2398.0,876.0,249.0,338.0,89.0,5382.0,9410.0,4028.0
5350051.00,1465.0,1496.0,31.0,4282.0,4444.0,162.0,4308.0,4533.0,225.0,6558.0,7445.0,887.0,4400.0,4495.0,95.0,1292.0,1375.0,83.0,22305.0,23788.0,1483.0
5350052.00,1602.0,1602.0,0.0,5917.0,5928.0,11.0,7046.0,7046.0,0.0,19098.0,19137.0,39.0,9712.0,9762.0,50.0,1857.0,1857.0,0.0,45232.0,45332.0,100.0
5350053.00,1321.0,1765.0,444.0,6276.0,12685.0,6409.0,7112.0,16120.0,9008.0,18871.0,51429.0,32558.0,10428.0,18976.0,8548.0,1616.0,3232.0,1616.0,45624.0,104207.0,58583.0
5350054.00,1944.0,2480.0,536.0,6388.0,12991.0,6603.0,10065.0,19055.0,8990.0,23438.0,57274.0,33836.0,10674.0,19095.0,8421.0,1803.0,3566.0,1763.0,54312.0,114461.0,60149.0
5350055.00,1685.0,2138.0,453.0,6462.0,10722.0,4260.0,8609.0,14718.0,6109.0,19759.0,39368.0,19609.0,9404.0,15422.0,6018.0,1901.0,2702.0,801.0,47820.0,85070.0,37250.0
5350056.00,1509.0,2108.0,599.0,8841.0,12563.0,3722.0,12913.0,19052.0,6139.0,32468.0,54323.0,21855.0,40422.0,43963.0,3541.0,2091.0,2834.0,743.0,98244.0,134843.0,36599.0
5350057.00,236.0,2991.0,2755.0,4659.0,20454.0,15795.0,9201.0,31654.0,22453.0,8194.0,235197.0,227003.0,22378.0,66971.0,44593.0,1479.0,4575.0,3096.0,46147.0,361842.0,315695.0
5350058.00,1435.0,1951.0,516.0,8210.0,10397.0,2187.0,12594.0,16351.0,3757.0,31866.0,39972.0,8106.0,40294.0,42660.0,2366.0,2830.0,3210.0,380.0,97229.0,114541.0,17312.0
5350059.00,1969.0,2512.0,543.0,15211.0,18413.0,3202.0,25401.0,29994.0,4593.0,125427.0,147519.0,22092.0,72883.0,75024.0,2141.0,5607.0,6156.0,549.0,246498.0,279618.0,33120.0
5350060.00,2161.0,3770.0,1609.0,17369.0,22479.0,5110.0,33711.0,39638.0,5927.0,274993.0,302334.0,27341.0,74134.0,79416.0,5282.0,6148.0,7116.0,968.0,408516.0,454753.0,46237.0
5350061.00,2569.0,3474.0,905.0,19117.0,23297.0,4180.0,38426.0,42122.0,3696.0,331153.0,350905.0,19752.0,73886.0,76912.0,3026.0,11476.0,11969.0,493.0,476627.0,508679.0,32052.0
5350062.01,2306.0,3244.0,938.0,18757.0,24483.0,5726.0,36308.0,41923.0,5615.0,377168.0,390974.0,13806.0,89894.0,95758.0,5864.0,11750.0,12784.0,1034.0,536183.0,569166.0,32983.0
5350062.03,3078.0,3268.0,190.0,20904.0,24371.0,3467.0,44077.0,46974.0,2897.0,392647.0,396078.0,3431.0,90744.0,93073.0,2329.0,14875.0,15271.0,396.0,566325.0,579035.0,12710.0
5350062.04,2559.0,2569.0,10.0,21594.0,22704.0,1110.0,42711.0,44156.0,1445.0,406862.0,408828.0,1966.0,94834.0,96278.0,1444.0,14448.0,14828.0,380.0,583008.0,589363.0,6355.0
5350063.03,2243.0,2429.0,186.0,18449.0,21338.0,2889.0,33032.0,37081.0,4049.0,335019.0,340291.0,5272.0,78795.0,82621.0,3826.0,10718.0,11718.0,1000.0,478256.0,495478.0,17222.0
5350063.04,2421.0,2429.0,8.0,19324.0,20376.0,1052.0,38505.0,40096.0,1591.0,389737.0,391290.0,1553.0,89897.0,91356.0,1459.0,13490.0,13969.0,479.0,553374.0,559516.0,6142.0
5350063.05,2464.0,3354.0,890.0,20739.0,26146.0,5407.0,40912.0,47240.0,6328.0,409909.0,416662.0,6753.0,91309.0,97211.0,5902.0,14309.0,15589.0,1280.0,579642.0,606202.0,26560.0
5350063.06,3128.0,3145.0,17.0,22112.0,23894.0,1782.0,45170.0,47977.0,2807.0,423809.0,427140.0,3331.0,96111.0,98707.0,2596.0,14631.0,15436.0,805.0,604961.0,616299.0,11338.0
5350064.00,1769.0,1852.0,83.0,16962.0,20182.0,3220.0,27192.0,34719.0,7527.0,284981.0,291555.0,6574.0,60723.0,83829.0,23106.0,9012.0,10809.0,1797.0,400639.0,442946.0,42307.0
5350065.01,553.0,1475.0,922.0,7896.0,19853.0,11957.0,12822.0,26799.0,13977.0,66756.0,114373.0,47617.0,27277.0,84829.0,57552.0,3148.0,5662.0,2514.0,118452.0,252991.0,134539.0
5350065.02,169.0,555.0,386.0,5284.0,9071.0,3787.0,9341.0,15698.0,6357.0,46334.0,57793.0,11459.0,23590.0,28577.0,4987.0,2468.0,3601.0,1133.0,87186.0,115295.0,28109.0
5350066.00,1638.0,2000.0,362.0,16248.0,18813.0,2565.0,27325.0,31637.0,4312.0,290727.0,299514.0,8787.0,86821.0,89699.0,2878.0,9220.0,9647.0,427.0,431979.0,451310.0,19331.0
5350067.00,121.0,127.0,6.0,3000.0,3784.0,784.0,5931.0,7003.0,1072.0,24025.0,25224.0,1199.0,8288.0,9314.0,1026.0,1135.0,1203.0,68.0,42500.0,46655.0,4155.0
5350068.00,1028.0,1028.0,0.0,11699.0,11699.0,0.0,14404.0,14404.0,0.0,74537.0,74537.0,0.0,57620.0,57620.0,0.0,3524.0,3524.0,0.0,162812.0,162812.0,0.0
5350069.00,664.0,1057.0,393.0,5446.0,8661.0,3215.0,7298.0,12713.0,5415.0,24238.0,52500.0,28262.0,21571.0,25163.0,3592.0,2165.0,2719.0,554.0,61382.0,102813.0,41431.0
5350070.00,671.0,1201.0,530.0,5886.0,13884.0,7998.0,7618.0,21670.0,14052.0,24958.0,75128.0,50170.0,27106.0,55641.0,28535.0,2223.0,5363.0,3140.0,68462.0,172887.0,104425.0
5350071.00,336.0,749.0,413.0,2865.0,7675.0,4810.0,4101.0,12449.0,8348.0,5961.0,39110.0,33149.0,4714.0,10525.0,5811.0,591.0,1817.0,1226.0,18568.0,72325.0,53757.0
5350072.01,336.0,359.0,23.0,2911.0,4255.0,1344.0,4417.0,6901.0,2484.0,5748.0,13126.0,7378.0,4868.0,6478.0,1610.0,664.0,966.0,302.0,18944.0,32085.0,13141.0
5350072.02,288.0,322.0,34.0,1892.0,4001.0,2109.0,3052.0,5830.0,2778.0,4084.0,12162.0,8078.0,2717.0,4534.0,1817.0,539.0,932.0,393.0,12572.0,27781.0,15209.0
5350073.00,1819.0,1819.0,0.0,3745.0,4205.0,460.0,5551.0,6929.0,1378.0,8677.0,9498.0,821.0,6598.0,7180.0,582.0,1204.0,1308.0,104.0,27594.0,30939.0,3345.0
5350074.00,1869.0,1869.0,0.0,3504.0,3504.0,0.0,5438.0,5438.0,0.0,6247.0,6247.0,0.0,3878.0,3878.0,0.0,850.0,850.0,0.0,21786.0,21786.0,0.0
5350075.00,1702.0,2131.0,429.0,1915.0,7777.0,5862.0,3584.0,10867.0,7283.0,2286.0,35305.0,33019.0,2674.0,7321.0,4647.0,397.0,1460.0,1063.0,12558.0,64861.0,52303.0
5350076.00,1550.0,1570.0,20.0,1805.0,3724.0,1919.0,1884.0,4387.0,2503.0,1994.0,3904.0,1910.0,5045.0,7076.0,2031.0,333.0,752.0,419.0,12611.0,21413.0,8802.0
5350077.00,1883.0,1887.0,4.0,4146.0,4281.0,135.0,4760.0,4965.0,205.0,5385.0,5646.0,261.0,3680.0,4071.0,391.0,1219.0,1235.0,16.0,21073.0,22085.0,1012.0
5350078.00,1773.0,1783.0,10.0,3821.0,4268.0,447.0,4075.0,4676.0,601.0,3077.0,3724.0,647.0,3006.0,3679.0,673.0,973.0,1104.0,131.0,16725.0,19234.0,2509.0
5350079.00,118.0,128.0,10.0,2365.0,2585.0,220.0,2330.0,2769.0,439.0,2132.0,2539.0,407.0,2339.0,2792.0,453.0,1011.0,1079.0,68.0,10295.0,11892.0,1597.0
5350080.01,112.0,125.0,13.0,2551.0,3797.0,1246.0,3176.0,4888.0,1712.0,2214.0,4007.0,1793.0,5995.0,7940.0,1945.0,772.0,1115.0,343.0,14820.0,21872.0,7052.0
5350080.02,472.0,504.0,32.0,3051.0,5031.0,1980.0,2845.0,7190.0,4345.0,3020.0,12070.0,9050.0,7597.0,10931.0,3334.0,1331.0,1785.0,454.0,18316.0,37511.0,19195.0
5350081.00,1561.0,1610.0,49.0,1588.0,4761.0,3173.0,2632.0,6644.0,4012.0,2223.0,22243.0,20020.0,5464.0,9680.0,4216.0,351.0,977.0,626.0,13819.0,45915.0,32096.0
5350082.00,1707.0,2151.0,444.0,2097.0,9613.0,7516.0,3683.0,14810.0,11127.0,2573.0,40021.0,37448.0,6363.0,17251.0,10888.0,429.0,2934.0,2505.0,16852.0,86780.0,69928.0
5350083.00,408.0,1065.0,657.0,2246.0,12038.0,9792.0,3957.0,19749.0,15792.0,5086.0,58253.0,53167.0,6940.0,38326.0,31386.0,553.0,4153.0,3600.0,19190.0,133584.0,114394.0
5350084.00,172.0,705.0,533.0,1577.0,9079.0,7502.0,2681.0,16185.0,13504.0,3014.0,45208.0,42194.0,7424.0,33446.0,26022.0,326.0,3378.0,3052.0,15194.0,108001.0,92807.0
5350085.00,559.0,1383.0,824.0,4223.0,15048.0,10825.0,4586.0,22767.0,18181.0,10056.0,78500.0,68444.0,10287.0,57063.0,46776.0,1222.0,5795.0,4573.0,30933.0,180556.0,149623.0
5350086.00,15.0,15.0,0.0,806.0,806.0,0.0,1742.0,1742.0,0.0,9981.0,9981.0,0.0,2453.0,2453.0,0.0,574.0,574.0,0.0,15571.0,15571.0,0.0
5350087.00,469.0,479.0,10.0,6163.0,7065.0,902.0,11227.0,13398.0,2171.0,48933.0,51434.0,2501.0,22307.0,25045.0,2738.0,2366.0,2599.0,233.0,91465.0,100020.0,8555.0
5350088.00,1857.0,2893.0,1036.0,17414.0,25190.0,7776.0,31746.0,42648.0,10902.0,304933.0,323526.0,18593.0,60862.0,88471.0,27609.0,10142.0,12492.0,2350.0,426954.0,495220.0,68266.0
5350089.00,1393.0,2832.0,1439.0,14509.0,22087.0,7578.0,26245.0,38266.0,12021.0,286578.0,305720.0,19142.0,83627.0,97289.0,13662.0,8578.0,10547.0,1969.0,420930.0,476741.0,55811.0
5350090.00,1781.0,1831.0,50.0,18469.0,19264.0,795.0,30197.0,31419.0,1222.0,312786.0,314099.0,1313.0,60801.0,76633.0,15832.0,8900.0,9856.0,956.0,432934.0,453102.0,20168.0
5350091.01,2427.0,4035.0,1608.0,19484.0,25986.0,6502.0,34270.0,42491.0,8221.0,355522.0,379122.0,23600.0,87833.0,95497.0,7664.0,11438.0,13241.0,1803.0,510974.0,560372.0,49398.0
5350091.02,1622.0,1627.0,5.0,14210.0,14718.0,508.0,22968.0,23726.0,758.0,246113.0,255244.0,9131.0,68713.0,69409.0,696.0,7991.0,8075.0,84.0,361617.0,372799.0,11182.0
5350092.00,2070.0,3242.0,1172.0,17663.0,21107.0,3444.0,31267.0,34589.0,3322.0,283579.0,304544.0,20965.0,75477.0,77862.0,2385.0,10377.0,10810.0,433.0,420433.0,452154.0,31721.0
5350093.00,96.0,2095.0,1999.0,3095.0,10057.0,6962.0,7258.0,15342.0,8084.0,8482.0,51024.0,42542.0,7399.0,28626.0,21227.0,1508.0,3271.0,1763.0,27838.0,110415.0,82577.0
5350094.00,391.0,2013.0,1622.0,2978.0,8528.0,5550.0,6331.0,12869.0,6538.0,5848.0,33008.0,27160.0,3628.0,10064.0,6436.0,893.0,2253.0,1360.0,20069.0,68735.0,48666.0
5350095.00,785.0,2042.0,1257.0,4743.0,10133.0,5390.0,4944.0,12893.0,7949.0,5239.0,37451.0,32212.0,8275.0,15643.0,7368.0,1097.0,2634.0,1537.0,25083.0,80796.0,55713.0
5350096.01,1873.0,1885.0,12.0,5772.0,6592.0,820.0,5713.0,6766.0,1053.0,17595.0,19246.0,1651.0,5413.0,6170.0,757.0,1582.0,1846.0,264.0,37948.0,42505.0,4557.0
5350096.02,1848.0,2312.0,464.0,6279.0,11968.0,5689.0,6690.0,16010.0,9320.0,17372.0,53606.0,36234.0,9123.0,32176.0,23053.0,1444.0,3559.0,2115.0,42756.0,119631.0,76875.0
5350097.01,1789.0,2513.0,724.0,5304.0,14001.0,8697.0,4830.0,17687.0,12857.0,16792.0,55793.0,39001.0,4101.0,34439.0,30338.0,1471.0,4023.0,2552.0,34287.0,128456.0,94169.0
5350097.03,2980.0,2993.0,13.0,7313.0,8505.0,1192.0,6028.0,7332.0,1304.0,17552.0,19519.0,1967.0,4951.0,5955.0,1004.0,1216.0,1512.0,296.0,40040.0,45816.0,5776.0
5350097.04,2958.0,2979.0,21.0,8150.0,9474.0,1324.0,6883.0,9672.0,2789.0,17800.0,21136.0,3336.0,4977.0,8122.0,3145.0,1502.0,2370.0,868.0,42270.0,53753.0,11483.0
5350098.00,2372.0,2374.0,2.0,4735.0,6148.0,1413.0,4153.0,4659.0,506.0,6460.0,6872.0,412.0,3188.0,3403.0,215.0,935.0,953.0,18.0,21843.0,24409.0,2566.0
5350099.00,2126.0,2494.0,368.0,4074.0,8362.0,4288.0,3836.0,7306.0,3470.0,7425.0,11198.0,3773.0,4181.0,6817.0,2636.0,589.0,1726.0,1137.0,22231.0,37903.0,15672.0
5350100.00,3411.0,3571.0,160.0,6305.0,8015.0,1710.0,5359.0,6218.0,859.0,8641.0,9418.0,777.0,5200.0,5668.0,468.0,1153.0,1265.0,112.0,30069.0,34155.0,4086.0
5350101.00,1909.0,2785.0,876.0,4763.0,6793.0,2030.0,3822.0,5113.0,1291.0,5851.0,8203.0,2352.0,3836.0,4496.0,660.0,775.0,1001.0,226.0,20956.0,28391.0,7435.0
5350102.02,1072.0,3212.0,2140.0,3615.0,10083.0,6468.0,3093.0,9994.0,6901.0,4169.0,13836.0,9667.0,2300.0,8615.0,6315.0,498.0,2246.0,1748.0,14747.0,47986.0,33239.0
5350102.03,1300.0,2856.0,1556.0,3588.0,8187.0,4599.0,3346.0,6752.0,3406.0,5311.0,10511.0,5200.0,2501.0,4600.0,2099.0,541.0,1298.0,757.0,16587.0,34204.0,17617.0
5350102.04,1593.0,2472.0,879.0,4392.0,6510.0,2118.0,3337.0,4781.0,1444.0,4226.0,7054.0,2828.0,2711.0,3512.0,801.0,464.0,806.0,342.0,16723.0,25135.0,8412.0
