CTUID,Manufacturing and Warehousing_before,Manufacturing and Warehousing_after,Manufacturing and Warehousing_absolute_difference,Retail_before,Retail_after,Retail_absolute_difference,Service_before,Service_after,Service_absolute_difference,Office_before,Office_after,Office_absolute_difference,Institutional_before,Institutional_after,Institutional_absolute_difference,Community and Entertainment_before,Community and Entertainment_after,Community and Entertainment_absolute_difference,Grand Total_before,Grand Total_after,Grand Total_absolute_difference
5350378.16,1958.0,1958.0,0.0,1202.0,1202.0,0.0,693.0,693.0,0.0,4746.0,4746.0,0.0,1281.0,1281.0,0.0,157.0,157.0,0.0,10037.0,10037.0,0.0
5350378.17,4944.0,4944.0,0.0,2243.0,2243.0,0.0,1733.0,1733.0,0.0,5713.0,5713.0,0.0,2003.0,2003.0,0.0,306.0,306.0,0.0,16942.0,16942.0,0.0
5350378.18,8145.0,8145.0,0.0,3471.0,3471.0,0.0,4095.0,4095.0,0.0,5390.0,5390.0,0.0,2340.0,2340.0,0.0,278.0,278.0,0.0,23719.0,23719.0,0.0
5350378.19,1620.0,1620.0,0.0,1765.0,1765.0,0.0,2620.0,2620.0,0.0,2990.0,2990.0,0.0,1310.0,1310.0,0.0,388.0,388.0,0.0,10693.0,10693.0,0.0
5350378.20,5770.0,5770.0,0.0,2994.0,2994.0,0.0,3772.0,3772.0,0.0,4986.0,4986.0,0.0,1836.0,1836.0,0.0,258.0,258.0,0.0,19616.0,19616.0,0.0
5350378.21,5770.0,5770.0,0.0,3083.0,3083.0,0.0,3900.0,3900.0,0.0,5064.0,5064.0,0.0,2281.0,2281.0,0.0,261.0,261.0,0.0,20359.0,20359.0,0.0
5350378.22,0.0,0.0,0.0,117.0,117.0,0.0,171.0,171.0,0.0,157.0,157.0,0.0,550.0,550.0,0.0,4.0,4.0,0.0,999.0,999.0,0.0
5350378.23,3404.0,3404.0,0.0,4866.0,4866.0,0.0,2740.0,2740.0,0.0,8086.0,8086.0,0.0,1891.0,1891.0,0.0,628.0,628.0,0.0,21615.0,21615.0,0.0
5350378.24,3571.0,3571.0,0.0,644.0,644.0,0.0,451.0,451.0,0.0,1083.0,1083.0,0.0,278.0,278.0,0.0,34.0,34.0,0.0,6061.0,6061.0,0.0
5350378.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,0.0,97.0,97.0,0.0
5350378.26,5031.0,5031.0,0.0,1239.0,1239.0,0.0,1362.0,1362.0,0.0,2183.0,2183.0,0.0,515.0,515.0,0.0,82.0,82.0,0.0,10412.0,10412.0,0.0
5350378.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0
5350378.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350323.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350267.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350264.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350244.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350236.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350186.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350001.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350002.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350296.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350266.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350247.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
