CTUID,Neighbourhood,Timeframe,Total Destinations
5350113.00,Corso Italia-Davenport,total_destinations_within_30_mins_after,1
5350113.00,Corso Italia-Davenport,total_destinations_within_30_mins_before,1
5350113.00,Corso Italia-Davenport,total_destinations_within_30_mins_diff,0
5350114.00,Wychwood,total_destinations_within_30_mins_after,1
5350114.00,Wychwood,total_destinations_within_30_mins_before,1
5350114.00,Wychwood,total_destinations_within_30_mins_diff,0
5350115.00,Wychwood,total_destinations_within_30_mins_after,3
5350115.00,Wychwood,total_destinations_within_30_mins_before,2
5350115.00,Wychwood,total_destinations_within_30_mins_diff,1
5350116.00,Wychwood,total_destinations_within_30_mins_after,1
5350116.00,Wychwood,total_destinations_within_30_mins_before,1
5350116.00,Wychwood,total_destinations_within_30_mins_diff,0
5350117.00,Casa Loma,total_destinations_within_30_mins_after,9
5350117.00,Casa Loma,total_destinations_within_30_mins_before,8
5350117.00,Casa Loma,total_destinations_within_30_mins_diff,1
5350118.00,Casa Loma,total_destinations_within_30_mins_after,3
5350118.00,Casa Loma,total_destinations_within_30_mins_before,3
5350118.00,Casa Loma,total_destinations_within_30_mins_diff,0
5350119.00,Casa Loma,total_destinations_within_30_mins_after,5
5350119.00,Casa Loma,total_destinations_within_30_mins_before,5
5350119.00,Casa Loma,total_destinations_within_30_mins_diff,0
5350120.00,Yonge-St.Clair,total_destinations_within_30_mins_after,8
5350120.00,Yonge-St.Clair,total_destinations_within_30_mins_before,8
5350120.00,Yonge-St.Clair,total_destinations_within_30_mins_diff,0
5350121.00,Yonge-St.Clair,total_destinations_within_30_mins_after,6
5350121.00,Yonge-St.Clair,total_destinations_within_30_mins_before,6
5350121.00,Yonge-St.Clair,total_destinations_within_30_mins_diff,0
5350122.00,Yonge-St.Clair,total_destinations_within_30_mins_after,2
5350122.00,Yonge-St.Clair,total_destinations_within_30_mins_before,2
5350122.00,Yonge-St.Clair,total_destinations_within_30_mins_diff,0
5350123.00,Yonge-St.Clair,total_destinations_within_30_mins_after,2
5350123.00,Yonge-St.Clair,total_destinations_within_30_mins_before,2
5350123.00,Yonge-St.Clair,total_destinations_within_30_mins_diff,0
5350124.00,Rosedale-Moore Park,total_destinations_within_30_mins_after,7
5350124.00,Rosedale-Moore Park,total_destinations_within_30_mins_before,7
5350124.00,Rosedale-Moore Park,total_destinations_within_30_mins_diff,0
5350125.00,Rosedale-Moore Park,total_destinations_within_30_mins_after,2
5350125.00,Rosedale-Moore Park,total_destinations_within_30_mins_before,2
5350125.00,Rosedale-Moore Park,total_destinations_within_30_mins_diff,0
5350126.00,Mount Pleasant East,total_destinations_within_30_mins_after,0
5350126.00,Mount Pleasant East,total_destinations_within_30_mins_before,0
5350126.00,Mount Pleasant East,total_destinations_within_30_mins_diff,0
5350127.00,Mount Pleasant East,total_destinations_within_30_mins_after,4
5350127.00,Mount Pleasant East,total_destinations_within_30_mins_before,4
5350127.00,Mount Pleasant East,total_destinations_within_30_mins_diff,0
5350128.02,South Eglinton-Davisville,total_destinations_within_30_mins_after,4
5350128.02,South Eglinton-Davisville,total_destinations_within_30_mins_before,4
5350128.02,South Eglinton-Davisville,total_destinations_within_30_mins_diff,0
5350128.04,South Eglinton-Davisville,total_destinations_within_30_mins_after,3
5350128.04,South Eglinton-Davisville,total_destinations_within_30_mins_before,3
5350128.04,South Eglinton-Davisville,total_destinations_within_30_mins_diff,0
5350128.05,South Eglinton-Davisville,total_destinations_within_30_mins_after,2
5350128.05,South Eglinton-Davisville,total_destinations_within_30_mins_before,2
5350128.05,South Eglinton-Davisville,total_destinations_within_30_mins_diff,0
5350128.06,South Eglinton-Davisville,total_destinations_within_30_mins_after,4
5350128.06,South Eglinton-Davisville,total_destinations_within_30_mins_before,4
5350128.06,South Eglinton-Davisville,total_destinations_within_30_mins_diff,0
5350129.00,Yonge-Eglinton,total_destinations_within_30_mins_after,2
5350129.00,Yonge-Eglinton,total_destinations_within_30_mins_before,2
5350129.00,Yonge-Eglinton,total_destinations_within_30_mins_diff,0
5350130.00,Forest Hill South,total_destinations_within_30_mins_after,0
5350130.00,Forest Hill South,total_destinations_within_30_mins_before,0
5350130.00,Forest Hill South,total_destinations_within_30_mins_diff,0
5350131.00,Forest Hill South,total_destinations_within_30_mins_after,1
5350131.00,Forest Hill South,total_destinations_within_30_mins_before,1
5350131.00,Forest Hill South,total_destinations_within_30_mins_diff,0
5350132.00,Forest Hill North,total_destinations_within_30_mins_after,0
5350132.00,Forest Hill North,total_destinations_within_30_mins_before,0
5350132.00,Forest Hill North,total_destinations_within_30_mins_diff,0
5350133.00,Forest Hill North,total_destinations_within_30_mins_after,1
5350133.00,Forest Hill North,total_destinations_within_30_mins_before,1
5350133.00,Forest Hill North,total_destinations_within_30_mins_diff,0
5350134.00,Lawrence Park South,total_destinations_within_30_mins_after,0
5350134.00,Lawrence Park South,total_destinations_within_30_mins_before,0
5350134.00,Lawrence Park South,total_destinations_within_30_mins_diff,0
5350135.00,Yonge-Eglinton,total_destinations_within_30_mins_after,0
5350135.00,Yonge-Eglinton,total_destinations_within_30_mins_before,0
5350135.00,Yonge-Eglinton,total_destinations_within_30_mins_diff,0
5350136.01,North Toronto,total_destinations_within_30_mins_after,0
5350136.01,North Toronto,total_destinations_within_30_mins_before,0
5350136.01,North Toronto,total_destinations_within_30_mins_diff,0
5350136.02,North Toronto,total_destinations_within_30_mins_after,7
5350136.02,North Toronto,total_destinations_within_30_mins_before,7
5350136.02,North Toronto,total_destinations_within_30_mins_diff,0
5350137.00,Mount Pleasant East,total_destinations_within_30_mins_after,0
5350137.00,Mount Pleasant East,total_destinations_within_30_mins_before,0
5350137.00,Mount Pleasant East,total_destinations_within_30_mins_diff,0
5350138.00,Lawrence Park South,total_destinations_within_30_mins_after,1
5350138.00,Lawrence Park South,total_destinations_within_30_mins_before,1
5350138.00,Lawrence Park South,total_destinations_within_30_mins_diff,0
5350139.01,Lawrence Park South,total_destinations_within_30_mins_after,1
5350139.01,Lawrence Park South,total_destinations_within_30_mins_before,1
5350139.01,Lawrence Park South,total_destinations_within_30_mins_diff,0
5350139.02,Lawrence Park South,total_destinations_within_30_mins_after,0
5350139.02,Lawrence Park South,total_destinations_within_30_mins_before,0
5350139.02,Lawrence Park South,total_destinations_within_30_mins_diff,0
5350140.00,Lawrence Park South,total_destinations_within_30_mins_after,0
5350140.00,Lawrence Park South,total_destinations_within_30_mins_before,0
5350140.00,Lawrence Park South,total_destinations_within_30_mins_diff,0
5350141.01,Lawrence Park North,total_destinations_within_30_mins_after,2
5350141.01,Lawrence Park North,total_destinations_within_30_mins_before,2
5350141.01,Lawrence Park North,total_destinations_within_30_mins_diff,0
5350141.02,Lawrence Park North,total_destinations_within_30_mins_after,0
5350141.02,Lawrence Park North,total_destinations_within_30_mins_before,0
5350141.02,Lawrence Park North,total_destinations_within_30_mins_diff,0
5350142.00,Lawrence Park North,total_destinations_within_30_mins_after,1
5350142.00,Lawrence Park North,total_destinations_within_30_mins_before,1
5350142.00,Lawrence Park North,total_destinations_within_30_mins_diff,0
5350150.00,Lambton Baby Point,total_destinations_within_30_mins_after,1
5350150.00,Lambton Baby Point,total_destinations_within_30_mins_before,1
5350150.00,Lambton Baby Point,total_destinations_within_30_mins_diff,0
5350151.00,Lambton Baby Point,total_destinations_within_30_mins_after,1
5350151.00,Lambton Baby Point,total_destinations_within_30_mins_before,1
5350151.00,Lambton Baby Point,total_destinations_within_30_mins_diff,0
5350152.00,Runnymede-Bloor West Village,total_destinations_within_30_mins_after,1
5350152.00,Runnymede-Bloor West Village,total_destinations_within_30_mins_before,1
5350152.00,Runnymede-Bloor West Village,total_destinations_within_30_mins_diff,0
5350153.00,Rockcliffe-Smythe,total_destinations_within_30_mins_after,2
5350153.00,Rockcliffe-Smythe,total_destinations_within_30_mins_before,2
5350153.00,Rockcliffe-Smythe,total_destinations_within_30_mins_diff,0
5350154.00,Rockcliffe-Smythe,total_destinations_within_30_mins_after,1
5350154.00,Rockcliffe-Smythe,total_destinations_within_30_mins_before,1
5350154.00,Rockcliffe-Smythe,total_destinations_within_30_mins_diff,0
5350155.00,Rockcliffe-Smythe,total_destinations_within_30_mins_after,0
5350155.00,Rockcliffe-Smythe,total_destinations_within_30_mins_before,0
5350155.00,Rockcliffe-Smythe,total_destinations_within_30_mins_diff,0
5350156.01,Rockcliffe-Smythe,total_destinations_within_30_mins_after,2
5350156.01,Rockcliffe-Smythe,total_destinations_within_30_mins_before,2
5350156.01,Rockcliffe-Smythe,total_destinations_within_30_mins_diff,0
5350156.02,Rockcliffe-Smythe,total_destinations_within_30_mins_after,1
5350156.02,Rockcliffe-Smythe,total_destinations_within_30_mins_before,1
5350156.02,Rockcliffe-Smythe,total_destinations_within_30_mins_diff,0
5350157.00,Mount Dennis,total_destinations_within_30_mins_after,3
5350157.00,Mount Dennis,total_destinations_within_30_mins_before,3
5350157.00,Mount Dennis,total_destinations_within_30_mins_diff,0
5350158.00,Keelesdale-Eglinton West,total_destinations_within_30_mins_after,1
5350158.00,Keelesdale-Eglinton West,total_destinations_within_30_mins_before,1
5350158.00,Keelesdale-Eglinton West,total_destinations_within_30_mins_diff,0
5350159.01,Keelesdale-Eglinton West,total_destinations_within_30_mins_after,1
5350159.01,Keelesdale-Eglinton West,total_destinations_within_30_mins_before,1
5350159.01,Keelesdale-Eglinton West,total_destinations_within_30_mins_diff,0
5350159.02,Keelesdale-Eglinton West,total_destinations_within_30_mins_after,1
5350159.02,Keelesdale-Eglinton West,total_destinations_within_30_mins_before,1
5350159.02,Keelesdale-Eglinton West,total_destinations_within_30_mins_diff,0
5350160.00,Caledonia-Fairbank,total_destinations_within_30_mins_after,0
5350160.00,Caledonia-Fairbank,total_destinations_within_30_mins_before,0
5350160.00,Caledonia-Fairbank,total_destinations_within_30_mins_diff,0
5350161.00,Caledonia-Fairbank,total_destinations_within_30_mins_after,0
5350161.00,Caledonia-Fairbank,total_destinations_within_30_mins_before,0
5350161.00,Caledonia-Fairbank,total_destinations_within_30_mins_diff,0
5350162.00,Oakwood Village,total_destinations_within_30_mins_after,1
5350162.00,Oakwood Village,total_destinations_within_30_mins_before,1
5350162.00,Oakwood Village,total_destinations_within_30_mins_diff,0
5350163.00,Oakwood Village,total_destinations_within_30_mins_after,0
5350163.00,Oakwood Village,total_destinations_within_30_mins_before,0
5350163.00,Oakwood Village,total_destinations_within_30_mins_diff,0
5350164.00,Oakwood Village,total_destinations_within_30_mins_after,1
5350164.00,Oakwood Village,total_destinations_within_30_mins_before,1
5350164.00,Oakwood Village,total_destinations_within_30_mins_diff,0
5350165.00,Humewood-Cedarvale,total_destinations_within_30_mins_after,1
5350165.00,Humewood-Cedarvale,total_destinations_within_30_mins_before,1
5350165.00,Humewood-Cedarvale,total_destinations_within_30_mins_diff,0
5350166.00,Humewood-Cedarvale,total_destinations_within_30_mins_after,1
5350166.00,Humewood-Cedarvale,total_destinations_within_30_mins_before,1
5350166.00,Humewood-Cedarvale,total_destinations_within_30_mins_diff,0
5350167.01,Forest Hill South,total_destinations_within_30_mins_after,10
5350167.01,Forest Hill South,total_destinations_within_30_mins_before,8
5350167.01,Forest Hill South,total_destinations_within_30_mins_diff,2
5350167.02,Humewood-Cedarvale,total_destinations_within_30_mins_after,1
5350167.02,Humewood-Cedarvale,total_destinations_within_30_mins_before,1
5350167.02,Humewood-Cedarvale,total_destinations_within_30_mins_diff,0
5350168.00,Oakwood Village,total_destinations_within_30_mins_after,1
5350168.00,Oakwood Village,total_destinations_within_30_mins_before,1
5350168.00,Oakwood Village,total_destinations_within_30_mins_diff,0
5350169.01,Briar Hill-Belgravia,total_destinations_within_30_mins_after,1
5350169.01,Briar Hill-Belgravia,total_destinations_within_30_mins_before,1
5350169.01,Briar Hill-Belgravia,total_destinations_within_30_mins_diff,0
5350169.02,Briar Hill-Belgravia,total_destinations_within_30_mins_after,0
5350169.02,Briar Hill-Belgravia,total_destinations_within_30_mins_before,0
5350169.02,Briar Hill-Belgravia,total_destinations_within_30_mins_diff,0
5350170.00,Briar Hill-Belgravia,total_destinations_within_30_mins_after,1
5350170.00,Briar Hill-Belgravia,total_destinations_within_30_mins_before,1
5350170.00,Briar Hill-Belgravia,total_destinations_within_30_mins_diff,0
5350171.00,Beechborough-Greenbrook,total_destinations_within_30_mins_after,1
5350171.00,Beechborough-Greenbrook,total_destinations_within_30_mins_before,1
5350171.00,Beechborough-Greenbrook,total_destinations_within_30_mins_diff,0
5350172.00,Beechborough-Greenbrook,total_destinations_within_30_mins_after,1
5350172.00,Beechborough-Greenbrook,total_destinations_within_30_mins_before,1
5350172.00,Beechborough-Greenbrook,total_destinations_within_30_mins_diff,0
5350173.00,Mount Dennis,total_destinations_within_30_mins_after,1
5350173.00,Mount Dennis,total_destinations_within_30_mins_before,1
5350173.00,Mount Dennis,total_destinations_within_30_mins_diff,0
5350174.00,Mount Dennis,total_destinations_within_30_mins_after,1
5350174.00,Mount Dennis,total_destinations_within_30_mins_before,1
5350174.00,Mount Dennis,total_destinations_within_30_mins_diff,0
5350175.01,Weston,total_destinations_within_30_mins_after,1
5350175.01,Weston,total_destinations_within_30_mins_before,1
5350175.01,Weston,total_destinations_within_30_mins_diff,0
5350175.02,Weston,total_destinations_within_30_mins_after,1
5350175.02,Weston,total_destinations_within_30_mins_before,1
5350175.02,Weston,total_destinations_within_30_mins_diff,0
5350176.00,Weston,total_destinations_within_30_mins_after,0
5350176.00,Weston,total_destinations_within_30_mins_before,0
5350176.00,Weston,total_destinations_within_30_mins_diff,0
5350180.00,Taylor-Massey,total_destinations_within_30_mins_after,1
5350180.00,Taylor-Massey,total_destinations_within_30_mins_before,1
5350180.00,Taylor-Massey,total_destinations_within_30_mins_diff,0
5350181.01,Woodbine-Lumsden,total_destinations_within_30_mins_after,1
5350181.01,Woodbine-Lumsden,total_destinations_within_30_mins_before,1
5350181.01,Woodbine-Lumsden,total_destinations_within_30_mins_diff,0
5350181.02,Woodbine-Lumsden,total_destinations_within_30_mins_after,1
5350181.02,Woodbine-Lumsden,total_destinations_within_30_mins_before,1
5350181.02,Woodbine-Lumsden,total_destinations_within_30_mins_diff,0
5350182.00,Danforth East York,total_destinations_within_30_mins_after,1
5350182.00,Danforth East York,total_destinations_within_30_mins_before,1
5350182.00,Danforth East York,total_destinations_within_30_mins_diff,0
5350183.01,Danforth East York,total_destinations_within_30_mins_after,1
5350183.01,Danforth East York,total_destinations_within_30_mins_before,1
5350183.01,Danforth East York,total_destinations_within_30_mins_diff,0
5350183.02,Danforth East York,total_destinations_within_30_mins_after,1
5350183.02,Danforth East York,total_destinations_within_30_mins_before,1
5350183.02,Danforth East York,total_destinations_within_30_mins_diff,0
5350184.01,Danforth East York,total_destinations_within_30_mins_after,3
5350184.01,Danforth East York,total_destinations_within_30_mins_before,2
5350184.01,Danforth East York,total_destinations_within_30_mins_diff,1
5350184.02,Old East York,total_destinations_within_30_mins_after,2
5350184.02,Old East York,total_destinations_within_30_mins_before,2
5350184.02,Old East York,total_destinations_within_30_mins_diff,0
5350185.01,Broadview North,total_destinations_within_30_mins_after,2
5350185.01,Broadview North,total_destinations_within_30_mins_before,2
5350185.01,Broadview North,total_destinations_within_30_mins_diff,0
5350185.02,Broadview North,total_destinations_within_30_mins_after,3
5350185.02,Broadview North,total_destinations_within_30_mins_before,2
5350185.02,Broadview North,total_destinations_within_30_mins_diff,1
5350186.00,Leaside-Bennington,total_destinations_within_30_mins_after,0
5350186.00,Leaside-Bennington,total_destinations_within_30_mins_before,0
5350186.00,Leaside-Bennington,total_destinations_within_30_mins_diff,0
5350187.00,Old East York,total_destinations_within_30_mins_after,1
5350187.00,Old East York,total_destinations_within_30_mins_before,1
5350187.00,Old East York,total_destinations_within_30_mins_diff,0
5350188.00,Old East York,total_destinations_within_30_mins_after,1
5350188.00,Old East York,total_destinations_within_30_mins_before,1
5350188.00,Old East York,total_destinations_within_30_mins_diff,0
5350189.00,O'Connor-Parkview,total_destinations_within_30_mins_after,0
5350189.00,O'Connor-Parkview,total_destinations_within_30_mins_before,0
5350189.00,O'Connor-Parkview,total_destinations_within_30_mins_diff,0
5350190.01,Taylor-Massey,total_destinations_within_30_mins_after,1
5350190.01,Taylor-Massey,total_destinations_within_30_mins_before,0
5350190.01,Taylor-Massey,total_destinations_within_30_mins_diff,1
5350190.02,O'Connor-Parkview,total_destinations_within_30_mins_after,0
5350190.02,O'Connor-Parkview,total_destinations_within_30_mins_before,0
5350190.02,O'Connor-Parkview,total_destinations_within_30_mins_diff,0
5350191.00,O'Connor-Parkview,total_destinations_within_30_mins_after,0
5350191.00,O'Connor-Parkview,total_destinations_within_30_mins_before,0
5350191.00,O'Connor-Parkview,total_destinations_within_30_mins_diff,0
5350192.00,O'Connor-Parkview,total_destinations_within_30_mins_after,1
5350192.00,O'Connor-Parkview,total_destinations_within_30_mins_before,1
5350192.00,O'Connor-Parkview,total_destinations_within_30_mins_diff,0
5350193.00,O'Connor-Parkview,total_destinations_within_30_mins_after,0
5350193.00,O'Connor-Parkview,total_destinations_within_30_mins_before,0
5350193.00,O'Connor-Parkview,total_destinations_within_30_mins_diff,0
5350194.01,Thorncliffe Park,total_destinations_within_30_mins_after,0
5350194.01,Thorncliffe Park,total_destinations_within_30_mins_before,0
5350194.01,Thorncliffe Park,total_destinations_within_30_mins_diff,0
5350194.02,Thorncliffe Park,total_destinations_within_30_mins_after,0
5350194.02,Thorncliffe Park,total_destinations_within_30_mins_before,0
5350194.02,Thorncliffe Park,total_destinations_within_30_mins_diff,0
5350194.03,Thorncliffe Park,total_destinations_within_30_mins_after,0
5350194.03,Thorncliffe Park,total_destinations_within_30_mins_before,0
5350194.03,Thorncliffe Park,total_destinations_within_30_mins_diff,0
5350194.04,Thorncliffe Park,total_destinations_within_30_mins_after,0
5350194.04,Thorncliffe Park,total_destinations_within_30_mins_before,0
5350194.04,Thorncliffe Park,total_destinations_within_30_mins_diff,0
5350195.01,Leaside-Bennington,total_destinations_within_30_mins_after,4
5350195.01,Leaside-Bennington,total_destinations_within_30_mins_before,4
5350195.01,Leaside-Bennington,total_destinations_within_30_mins_diff,0
5350195.02,Leaside-Bennington,total_destinations_within_30_mins_after,4
5350195.02,Leaside-Bennington,total_destinations_within_30_mins_before,4
5350195.02,Leaside-Bennington,total_destinations_within_30_mins_diff,0
5350196.01,Leaside-Bennington,total_destinations_within_30_mins_after,5
5350196.01,Leaside-Bennington,total_destinations_within_30_mins_before,5
5350196.01,Leaside-Bennington,total_destinations_within_30_mins_diff,0
5350196.02,Leaside-Bennington,total_destinations_within_30_mins_after,2
5350196.02,Leaside-Bennington,total_destinations_within_30_mins_before,2
5350196.02,Leaside-Bennington,total_destinations_within_30_mins_diff,0
5350200.01,Humber Bay Shores,total_destinations_within_30_mins_after,0
5350200.01,Humber Bay Shores,total_destinations_within_30_mins_before,0
5350200.01,Humber Bay Shores,total_destinations_within_30_mins_diff,0
5350200.02,Mimico-Queensway,total_destinations_within_30_mins_after,0
5350200.02,Mimico-Queensway,total_destinations_within_30_mins_before,0
5350200.02,Mimico-Queensway,total_destinations_within_30_mins_diff,0
5350201.00,Mimico-Queensway,total_destinations_within_30_mins_after,0
5350201.00,Mimico-Queensway,total_destinations_within_30_mins_before,0
5350201.00,Mimico-Queensway,total_destinations_within_30_mins_diff,0
5350202.00,Mimico-Queensway,total_destinations_within_30_mins_after,0
5350202.00,Mimico-Queensway,total_destinations_within_30_mins_before,0
5350202.00,Mimico-Queensway,total_destinations_within_30_mins_diff,0
5350203.00,Mimico-Queensway,total_destinations_within_30_mins_after,0
5350203.00,Mimico-Queensway,total_destinations_within_30_mins_before,0
5350203.00,Mimico-Queensway,total_destinations_within_30_mins_diff,0
5350204.00,New Toronto,total_destinations_within_30_mins_after,0
5350204.00,New Toronto,total_destinations_within_30_mins_before,0
5350204.00,New Toronto,total_destinations_within_30_mins_diff,0
5350205.00,New Toronto,total_destinations_within_30_mins_after,0
5350205.00,New Toronto,total_destinations_within_30_mins_before,0
5350205.00,New Toronto,total_destinations_within_30_mins_diff,0
5350206.01,Long Branch,total_destinations_within_30_mins_after,0
5350206.01,Long Branch,total_destinations_within_30_mins_before,0
5350206.01,Long Branch,total_destinations_within_30_mins_diff,0
5350206.02,Long Branch,total_destinations_within_30_mins_after,0
5350206.02,Long Branch,total_destinations_within_30_mins_before,0
5350206.02,Long Branch,total_destinations_within_30_mins_diff,0
5350207.00,New Toronto,total_destinations_within_30_mins_after,0
5350207.00,New Toronto,total_destinations_within_30_mins_before,0
5350207.00,New Toronto,total_destinations_within_30_mins_diff,0
5350208.00,New Toronto,total_destinations_within_30_mins_after,0
5350208.00,New Toronto,total_destinations_within_30_mins_before,0
5350208.00,New Toronto,total_destinations_within_30_mins_diff,0
5350209.00,Mimico-Queensway,total_destinations_within_30_mins_after,0
5350209.00,Mimico-Queensway,total_destinations_within_30_mins_before,0
5350209.00,Mimico-Queensway,total_destinations_within_30_mins_diff,0
5350210.01,Mimico-Queensway,total_destinations_within_30_mins_after,0
5350210.01,Mimico-Queensway,total_destinations_within_30_mins_before,0
5350210.01,Mimico-Queensway,total_destinations_within_30_mins_diff,0
5350210.03,Humber Bay Shores,total_destinations_within_30_mins_after,0
5350210.03,Humber Bay Shores,total_destinations_within_30_mins_before,0
5350210.03,Humber Bay Shores,total_destinations_within_30_mins_diff,0
5350210.04,Humber Bay Shores,total_destinations_within_30_mins_after,1
5350210.04,Humber Bay Shores,total_destinations_within_30_mins_before,1
5350210.04,Humber Bay Shores,total_destinations_within_30_mins_diff,0
5350211.00,Alderwood,total_destinations_within_30_mins_after,0
5350211.00,Alderwood,total_destinations_within_30_mins_before,0
5350211.00,Alderwood,total_destinations_within_30_mins_diff,0
5350212.00,Alderwood,total_destinations_within_30_mins_after,0
5350212.00,Alderwood,total_destinations_within_30_mins_before,0
5350212.00,Alderwood,total_destinations_within_30_mins_diff,0
5350213.01,Islington,total_destinations_within_30_mins_after,0
5350213.01,Islington,total_destinations_within_30_mins_before,0
5350213.01,Islington,total_destinations_within_30_mins_diff,0
5350213.02,Etobicoke City Centre,total_destinations_within_30_mins_after,1
5350213.02,Etobicoke City Centre,total_destinations_within_30_mins_before,1
5350213.02,Etobicoke City Centre,total_destinations_within_30_mins_diff,0
5350214.00,Etobicoke City Centre,total_destinations_within_30_mins_after,0
5350214.00,Etobicoke City Centre,total_destinations_within_30_mins_before,0
5350214.00,Etobicoke City Centre,total_destinations_within_30_mins_diff,0
5350215.00,Stonegate-Queensway,total_destinations_within_30_mins_after,0
5350215.00,Stonegate-Queensway,total_destinations_within_30_mins_before,0
5350215.00,Stonegate-Queensway,total_destinations_within_30_mins_diff,0
5350216.00,Stonegate-Queensway,total_destinations_within_30_mins_after,0
5350216.00,Stonegate-Queensway,total_destinations_within_30_mins_before,0
5350216.00,Stonegate-Queensway,total_destinations_within_30_mins_diff,0
5350217.00,Stonegate-Queensway,total_destinations_within_30_mins_after,0
5350217.00,Stonegate-Queensway,total_destinations_within_30_mins_before,0
5350217.00,Stonegate-Queensway,total_destinations_within_30_mins_diff,0
5350218.00,Stonegate-Queensway,total_destinations_within_30_mins_after,0
5350218.00,Stonegate-Queensway,total_destinations_within_30_mins_before,0
5350218.00,Stonegate-Queensway,total_destinations_within_30_mins_diff,0
5350219.00,Stonegate-Queensway,total_destinations_within_30_mins_after,0
5350219.00,Stonegate-Queensway,total_destinations_within_30_mins_before,0
5350219.00,Stonegate-Queensway,total_destinations_within_30_mins_diff,0
5350220.00,Markland Wood,total_destinations_within_30_mins_after,0
5350220.00,Markland Wood,total_destinations_within_30_mins_before,0
5350220.00,Markland Wood,total_destinations_within_30_mins_diff,0
5350221.01,Markland Wood,total_destinations_within_30_mins_after,0
5350221.01,Markland Wood,total_destinations_within_30_mins_before,0
5350221.01,Markland Wood,total_destinations_within_30_mins_diff,0
5350221.02,Etobicoke West Mall,total_destinations_within_30_mins_after,0
5350221.02,Etobicoke West Mall,total_destinations_within_30_mins_before,0
5350221.02,Etobicoke West Mall,total_destinations_within_30_mins_diff,0
5350222.01,Islington,total_destinations_within_30_mins_after,0
5350222.01,Islington,total_destinations_within_30_mins_before,0
5350222.01,Islington,total_destinations_within_30_mins_diff,0
5350222.02,Islington,total_destinations_within_30_mins_after,0
5350222.02,Islington,total_destinations_within_30_mins_before,0
5350222.02,Islington,total_destinations_within_30_mins_diff,0
5350223.01,Islington,total_destinations_within_30_mins_after,0
5350223.01,Islington,total_destinations_within_30_mins_before,0
5350223.01,Islington,total_destinations_within_30_mins_diff,0
5350223.02,Islington,total_destinations_within_30_mins_after,0
5350223.02,Islington,total_destinations_within_30_mins_before,0
5350223.02,Islington,total_destinations_within_30_mins_diff,0
5350224.00,Princess-Rosethorn,total_destinations_within_30_mins_after,0
5350224.00,Princess-Rosethorn,total_destinations_within_30_mins_before,0
5350224.00,Princess-Rosethorn,total_destinations_within_30_mins_diff,0
5350225.01,Islington,total_destinations_within_30_mins_after,0
5350225.01,Islington,total_destinations_within_30_mins_before,0
5350225.01,Islington,total_destinations_within_30_mins_diff,0
5350225.02,Etobicoke City Centre,total_destinations_within_30_mins_after,0
5350225.02,Etobicoke City Centre,total_destinations_within_30_mins_before,0
5350225.02,Etobicoke City Centre,total_destinations_within_30_mins_diff,0
5350226.00,Kingsway South,total_destinations_within_30_mins_after,0
5350226.00,Kingsway South,total_destinations_within_30_mins_before,0
5350226.00,Kingsway South,total_destinations_within_30_mins_diff,0
5350227.00,Kingsway South,total_destinations_within_30_mins_after,1
5350227.00,Kingsway South,total_destinations_within_30_mins_before,0
5350227.00,Kingsway South,total_destinations_within_30_mins_diff,1
5350228.00,Kingsway South,total_destinations_within_30_mins_after,0
5350228.00,Kingsway South,total_destinations_within_30_mins_before,0
5350228.00,Kingsway South,total_destinations_within_30_mins_diff,0
5350229.00,Kingsway South,total_destinations_within_30_mins_after,0
5350229.00,Kingsway South,total_destinations_within_30_mins_before,0
5350229.00,Kingsway South,total_destinations_within_30_mins_diff,0
5350230.01,Edenbridge-Humber Valley,total_destinations_within_30_mins_after,0
5350230.01,Edenbridge-Humber Valley,total_destinations_within_30_mins_before,0
5350230.01,Edenbridge-Humber Valley,total_destinations_within_30_mins_diff,0
5350230.02,Edenbridge-Humber Valley,total_destinations_within_30_mins_after,0
5350230.02,Edenbridge-Humber Valley,total_destinations_within_30_mins_before,0
5350230.02,Edenbridge-Humber Valley,total_destinations_within_30_mins_diff,0
5350231.00,Edenbridge-Humber Valley,total_destinations_within_30_mins_after,0
5350231.00,Edenbridge-Humber Valley,total_destinations_within_30_mins_before,0
5350231.00,Edenbridge-Humber Valley,total_destinations_within_30_mins_diff,0
5350232.00,Princess-Rosethorn,total_destinations_within_30_mins_after,0
5350232.00,Princess-Rosethorn,total_destinations_within_30_mins_before,0
5350232.00,Princess-Rosethorn,total_destinations_within_30_mins_diff,0
5350233.00,Princess-Rosethorn,total_destinations_within_30_mins_after,0
5350233.00,Princess-Rosethorn,total_destinations_within_30_mins_before,0
5350233.00,Princess-Rosethorn,total_destinations_within_30_mins_diff,0
5350234.00,Eringate-Centennial-West Deane,total_destinations_within_30_mins_after,0
5350234.00,Eringate-Centennial-West Deane,total_destinations_within_30_mins_before,0
5350234.00,Eringate-Centennial-West Deane,total_destinations_within_30_mins_diff,0
5350235.01,Eringate-Centennial-West Deane,total_destinations_within_30_mins_after,0
5350235.01,Eringate-Centennial-West Deane,total_destinations_within_30_mins_before,0
5350235.01,Eringate-Centennial-West Deane,total_destinations_within_30_mins_diff,0
5350235.02,Eringate-Centennial-West Deane,total_destinations_within_30_mins_after,0
5350235.02,Eringate-Centennial-West Deane,total_destinations_within_30_mins_before,0
5350235.02,Eringate-Centennial-West Deane,total_destinations_within_30_mins_diff,0
