CTUID,Neighbourhood,Timeframe,Total Destinations
5350312.02,Glenfield-Jane Heights,total_destinations_within_30_mins_before,1
5350312.02,Glenfield-Jane Heights,total_destinations_within_30_mins_diff,0
5350312.03,Glenfield-Jane Heights,total_destinations_within_30_mins_after,0
5350312.03,Glenfield-Jane Heights,total_destinations_within_30_mins_before,0
5350312.03,Glenfield-Jane Heights,total_destinations_within_30_mins_diff,0
5350312.04,Glenfield-Jane Heights,total_destinations_within_30_mins_after,1
5350312.04,Glenfield-Jane Heights,total_destinations_within_30_mins_before,1
5350312.04,Glenfield-Jane Heights,total_destinations_within_30_mins_diff,0
5350312.05,Glenfield-Jane Heights,total_destinations_within_30_mins_after,1
5350312.05,Glenfield-Jane Heights,total_destinations_within_30_mins_before,1
5350312.05,Glenfield-Jane Heights,total_destinations_within_30_mins_diff,0
5350312.06,Glenfield-Jane Heights,total_destinations_within_30_mins_after,2
5350312.06,Glenfield-Jane Heights,total_destinations_within_30_mins_before,2
5350312.06,Glenfield-Jane Heights,total_destinations_within_30_mins_diff,0
5350312.07,Glenfield-Jane Heights,total_destinations_within_30_mins_after,0
5350312.07,Glenfield-Jane Heights,total_destinations_within_30_mins_before,0
5350312.07,Glenfield-Jane Heights,total_destinations_within_30_mins_diff,0
5350313.00,Humbermede,total_destinations_within_30_mins_after,1
5350313.00,Humbermede,total_destinations_within_30_mins_before,1
5350313.00,Humbermede,total_destinations_within_30_mins_diff,0
5350314.01,Humbermede,total_destinations_within_30_mins_after,1
5350314.01,Humbermede,total_destinations_within_30_mins_before,1
5350314.01,Humbermede,total_destinations_within_30_mins_diff,0
5350314.02,Humbermede,total_destinations_within_30_mins_after,0
5350314.02,Humbermede,total_destinations_within_30_mins_before,0
5350314.02,Humbermede,total_destinations_within_30_mins_diff,0
5350315.01,Humber Summit,total_destinations_within_30_mins_after,0
5350315.01,Humber Summit,total_destinations_within_30_mins_before,0
5350315.01,Humber Summit,total_destinations_within_30_mins_diff,0
5350315.02,Humber Summit,total_destinations_within_30_mins_after,1
5350315.02,Humber Summit,total_destinations_within_30_mins_before,1
5350315.02,Humber Summit,total_destinations_within_30_mins_diff,0
5350315.03,Humber Summit,total_destinations_within_30_mins_after,0
5350315.03,Humber Summit,total_destinations_within_30_mins_before,0
5350315.03,Humber Summit,total_destinations_within_30_mins_diff,0
5350316.01,Black Creek,total_destinations_within_30_mins_after,1
5350316.01,Black Creek,total_destinations_within_30_mins_before,1
5350316.01,Black Creek,total_destinations_within_30_mins_diff,0
5350316.03,Black Creek,total_destinations_within_30_mins_after,1
5350316.03,Black Creek,total_destinations_within_30_mins_before,1
5350316.03,Black Creek,total_destinations_within_30_mins_diff,0
5350316.04,Black Creek,total_destinations_within_30_mins_after,1
5350316.04,Black Creek,total_destinations_within_30_mins_before,1
5350316.04,Black Creek,total_destinations_within_30_mins_diff,0
5350316.05,Black Creek,total_destinations_within_30_mins_after,1
5350316.05,Black Creek,total_destinations_within_30_mins_before,1
5350316.05,Black Creek,total_destinations_within_30_mins_diff,0
5350316.06,Black Creek,total_destinations_within_30_mins_after,1
5350316.06,Black Creek,total_destinations_within_30_mins_before,1
5350316.06,Black Creek,total_destinations_within_30_mins_diff,0
5350317.02,Westminster-Branson,total_destinations_within_30_mins_after,1
5350317.02,Westminster-Branson,total_destinations_within_30_mins_before,1
5350317.02,Westminster-Branson,total_destinations_within_30_mins_diff,0
5350317.03,Westminster-Branson,total_destinations_within_30_mins_after,0
5350317.03,Westminster-Branson,total_destinations_within_30_mins_before,0
5350317.03,Westminster-Branson,total_destinations_within_30_mins_diff,0
5350317.04,Westminster-Branson,total_destinations_within_30_mins_after,2
5350317.04,Westminster-Branson,total_destinations_within_30_mins_before,2
5350317.04,Westminster-Branson,total_destinations_within_30_mins_diff,0
5350317.05,Westminster-Branson,total_destinations_within_30_mins_after,2
5350317.05,Westminster-Branson,total_destinations_within_30_mins_before,2
5350317.05,Westminster-Branson,total_destinations_within_30_mins_diff,0
5350318.01,Newtonbrook West,total_destinations_within_30_mins_after,2
5350318.01,Newtonbrook West,total_destinations_within_30_mins_before,2
5350318.01,Newtonbrook West,total_destinations_within_30_mins_diff,0
5350318.02,Newtonbrook West,total_destinations_within_30_mins_after,3
5350318.02,Newtonbrook West,total_destinations_within_30_mins_before,3
5350318.02,Newtonbrook West,total_destinations_within_30_mins_diff,0
5350319.00,Newtonbrook West,total_destinations_within_30_mins_after,1
5350319.00,Newtonbrook West,total_destinations_within_30_mins_before,1
5350319.00,Newtonbrook West,total_destinations_within_30_mins_diff,0
5350320.01,Newtonbrook West,total_destinations_within_30_mins_after,1
5350320.01,Newtonbrook West,total_destinations_within_30_mins_before,1
5350320.01,Newtonbrook West,total_destinations_within_30_mins_diff,0
5350320.02,Newtonbrook West,total_destinations_within_30_mins_after,1
5350320.02,Newtonbrook West,total_destinations_within_30_mins_before,1
5350320.02,Newtonbrook West,total_destinations_within_30_mins_diff,0
5350321.01,Newtonbrook East,total_destinations_within_30_mins_after,1
5350321.01,Newtonbrook East,total_destinations_within_30_mins_before,1
5350321.01,Newtonbrook East,total_destinations_within_30_mins_diff,0
5350321.02,Newtonbrook East,total_destinations_within_30_mins_after,1
5350321.02,Newtonbrook East,total_destinations_within_30_mins_before,1
5350321.02,Newtonbrook East,total_destinations_within_30_mins_diff,0
5350322.01,Newtonbrook East,total_destinations_within_30_mins_after,3
5350322.01,Newtonbrook East,total_destinations_within_30_mins_before,3
5350322.01,Newtonbrook East,total_destinations_within_30_mins_diff,0
5350322.02,Newtonbrook East,total_destinations_within_30_mins_after,1
5350322.02,Newtonbrook East,total_destinations_within_30_mins_before,1
5350322.02,Newtonbrook East,total_destinations_within_30_mins_diff,0
5350323.01,Bayview Woods-Steeles,total_destinations_within_30_mins_after,1
5350323.01,Bayview Woods-Steeles,total_destinations_within_30_mins_before,1
5350323.01,Bayview Woods-Steeles,total_destinations_within_30_mins_diff,0
5350323.02,Bayview Woods-Steeles,total_destinations_within_30_mins_after,0
5350323.02,Bayview Woods-Steeles,total_destinations_within_30_mins_before,0
5350323.02,Bayview Woods-Steeles,total_destinations_within_30_mins_diff,0
5350324.01,Bayview Woods-Steeles,total_destinations_within_30_mins_after,1
5350324.01,Bayview Woods-Steeles,total_destinations_within_30_mins_before,1
5350324.01,Bayview Woods-Steeles,total_destinations_within_30_mins_diff,0
5350324.02,Hillcrest Village,total_destinations_within_30_mins_after,1
5350324.02,Hillcrest Village,total_destinations_within_30_mins_before,1
5350324.02,Hillcrest Village,total_destinations_within_30_mins_diff,0
5350324.03,Hillcrest Village,total_destinations_within_30_mins_after,0
5350324.03,Hillcrest Village,total_destinations_within_30_mins_before,0
5350324.03,Hillcrest Village,total_destinations_within_30_mins_diff,0
5350324.05,Hillcrest Village,total_destinations_within_30_mins_after,0
5350324.05,Hillcrest Village,total_destinations_within_30_mins_before,0
5350324.05,Hillcrest Village,total_destinations_within_30_mins_diff,0
5350324.06,Hillcrest Village,total_destinations_within_30_mins_after,0
5350324.06,Hillcrest Village,total_destinations_within_30_mins_before,0
5350324.06,Hillcrest Village,total_destinations_within_30_mins_diff,0
5350330.00,Guildwood,total_destinations_within_30_mins_after,0
5350330.00,Guildwood,total_destinations_within_30_mins_before,0
5350330.00,Guildwood,total_destinations_within_30_mins_diff,0
5350331.01,Guildwood,total_destinations_within_30_mins_after,0
5350331.01,Guildwood,total_destinations_within_30_mins_before,0
5350331.01,Guildwood,total_destinations_within_30_mins_diff,0
5350331.03,Scarborough Village,total_destinations_within_30_mins_after,0
5350331.03,Scarborough Village,total_destinations_within_30_mins_before,0
5350331.03,Scarborough Village,total_destinations_within_30_mins_diff,0
5350331.04,Scarborough Village,total_destinations_within_30_mins_after,0
5350331.04,Scarborough Village,total_destinations_within_30_mins_before,0
5350331.04,Scarborough Village,total_destinations_within_30_mins_diff,0
5350332.00,Scarborough Village,total_destinations_within_30_mins_after,1
5350332.00,Scarborough Village,total_destinations_within_30_mins_before,1
5350332.00,Scarborough Village,total_destinations_within_30_mins_diff,0
5350333.00,Cliffcrest,total_destinations_within_30_mins_after,0
5350333.00,Cliffcrest,total_destinations_within_30_mins_before,0
5350333.00,Cliffcrest,total_destinations_within_30_mins_diff,0
5350334.00,Cliffcrest,total_destinations_within_30_mins_after,0
5350334.00,Cliffcrest,total_destinations_within_30_mins_before,0
5350334.00,Cliffcrest,total_destinations_within_30_mins_diff,0
5350335.00,Cliffcrest,total_destinations_within_30_mins_after,0
5350335.00,Cliffcrest,total_destinations_within_30_mins_before,0
5350335.00,Cliffcrest,total_destinations_within_30_mins_diff,0
5350336.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_after,0
5350336.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_before,0
5350336.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_diff,0
5350337.01,Birchcliffe-Cliffside,total_destinations_within_30_mins_after,0
5350337.01,Birchcliffe-Cliffside,total_destinations_within_30_mins_before,0
5350337.01,Birchcliffe-Cliffside,total_destinations_within_30_mins_diff,0
5350337.02,Birchcliffe-Cliffside,total_destinations_within_30_mins_after,0
5350337.02,Birchcliffe-Cliffside,total_destinations_within_30_mins_before,0
5350337.02,Birchcliffe-Cliffside,total_destinations_within_30_mins_diff,0
5350338.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_after,0
5350338.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_before,0
5350338.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_diff,0
5350339.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_after,0
5350339.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_before,0
5350339.00,Birchcliffe-Cliffside,total_destinations_within_30_mins_diff,0
5350340.00,Clairlea-Birchmount,total_destinations_within_30_mins_after,1
5350340.00,Clairlea-Birchmount,total_destinations_within_30_mins_before,1
5350340.00,Clairlea-Birchmount,total_destinations_within_30_mins_diff,0
5350341.02,Oakridge,total_destinations_within_30_mins_after,1
5350341.02,Oakridge,total_destinations_within_30_mins_before,1
5350341.02,Oakridge,total_destinations_within_30_mins_diff,0
5350341.03,Clairlea-Birchmount,total_destinations_within_30_mins_after,1
5350341.03,Clairlea-Birchmount,total_destinations_within_30_mins_before,1
5350341.03,Clairlea-Birchmount,total_destinations_within_30_mins_diff,0
5350341.04,Oakridge,total_destinations_within_30_mins_after,1
5350341.04,Oakridge,total_destinations_within_30_mins_before,1
5350341.04,Oakridge,total_destinations_within_30_mins_diff,0
5350342.00,Clairlea-Birchmount,total_destinations_within_30_mins_after,0
5350342.00,Clairlea-Birchmount,total_destinations_within_30_mins_before,0
5350342.00,Clairlea-Birchmount,total_destinations_within_30_mins_diff,0
5350343.00,Clairlea-Birchmount,total_destinations_within_30_mins_after,0
5350343.00,Clairlea-Birchmount,total_destinations_within_30_mins_before,0
5350343.00,Clairlea-Birchmount,total_destinations_within_30_mins_diff,0
5350344.01,Kennedy Park,total_destinations_within_30_mins_after,1
5350344.01,Kennedy Park,total_destinations_within_30_mins_before,1
5350344.01,Kennedy Park,total_destinations_within_30_mins_diff,0
5350344.02,Kennedy Park,total_destinations_within_30_mins_after,1
5350344.02,Kennedy Park,total_destinations_within_30_mins_before,1
5350344.02,Kennedy Park,total_destinations_within_30_mins_diff,0
5350345.00,Kennedy Park,total_destinations_within_30_mins_after,0
5350345.00,Kennedy Park,total_destinations_within_30_mins_before,0
5350345.00,Kennedy Park,total_destinations_within_30_mins_diff,0
5350346.01,Kennedy Park,total_destinations_within_30_mins_after,0
5350346.01,Kennedy Park,total_destinations_within_30_mins_before,0
5350346.01,Kennedy Park,total_destinations_within_30_mins_diff,0
5350346.02,Ionview,total_destinations_within_30_mins_after,0
5350346.02,Ionview,total_destinations_within_30_mins_before,0
5350346.02,Ionview,total_destinations_within_30_mins_diff,0
5350347.00,Clairlea-Birchmount,total_destinations_within_30_mins_after,1
5350347.00,Clairlea-Birchmount,total_destinations_within_30_mins_before,1
5350347.00,Clairlea-Birchmount,total_destinations_within_30_mins_diff,0
5350348.00,Clairlea-Birchmount,total_destinations_within_30_mins_after,1
5350348.00,Clairlea-Birchmount,total_destinations_within_30_mins_before,1
5350348.00,Clairlea-Birchmount,total_destinations_within_30_mins_diff,0
5350349.00,Wexford/Maryvale,total_destinations_within_30_mins_after,0
5350349.00,Wexford/Maryvale,total_destinations_within_30_mins_before,0
5350349.00,Wexford/Maryvale,total_destinations_within_30_mins_diff,0
5350350.00,Wexford/Maryvale,total_destinations_within_30_mins_after,1
5350350.00,Wexford/Maryvale,total_destinations_within_30_mins_before,1
5350350.00,Wexford/Maryvale,total_destinations_within_30_mins_diff,0
5350351.01,Ionview,total_destinations_within_30_mins_after,0
5350351.01,Ionview,total_destinations_within_30_mins_before,0
5350351.01,Ionview,total_destinations_within_30_mins_diff,0
5350351.02,Ionview,total_destinations_within_30_mins_after,1
5350351.02,Ionview,total_destinations_within_30_mins_before,1
5350351.02,Ionview,total_destinations_within_30_mins_diff,0
5350352.00,Dorset Park,total_destinations_within_30_mins_after,1
5350352.00,Dorset Park,total_destinations_within_30_mins_before,1
5350352.00,Dorset Park,total_destinations_within_30_mins_diff,0
5350353.02,Bendale South,total_destinations_within_30_mins_after,1
5350353.02,Bendale South,total_destinations_within_30_mins_before,1
5350353.02,Bendale South,total_destinations_within_30_mins_diff,0
5350353.03,Eglinton East,total_destinations_within_30_mins_after,1
5350353.03,Eglinton East,total_destinations_within_30_mins_before,1
5350353.03,Eglinton East,total_destinations_within_30_mins_diff,0
5350353.04,Eglinton East,total_destinations_within_30_mins_after,0
5350353.04,Eglinton East,total_destinations_within_30_mins_before,0
5350353.04,Eglinton East,total_destinations_within_30_mins_diff,0
5350354.00,Bendale South,total_destinations_within_30_mins_after,1
5350354.00,Bendale South,total_destinations_within_30_mins_before,1
5350354.00,Bendale South,total_destinations_within_30_mins_diff,0
5350355.02,Eglinton East,total_destinations_within_30_mins_after,0
5350355.02,Eglinton East,total_destinations_within_30_mins_before,0
5350355.02,Eglinton East,total_destinations_within_30_mins_diff,0
5350355.04,Eglinton East,total_destinations_within_30_mins_after,1
5350355.04,Eglinton East,total_destinations_within_30_mins_before,1
5350355.04,Eglinton East,total_destinations_within_30_mins_diff,0
5350355.05,Eglinton East,total_destinations_within_30_mins_after,0
5350355.05,Eglinton East,total_destinations_within_30_mins_before,0
5350355.05,Eglinton East,total_destinations_within_30_mins_diff,0
5350355.06,Eglinton East,total_destinations_within_30_mins_after,1
5350355.06,Eglinton East,total_destinations_within_30_mins_before,1
5350355.06,Eglinton East,total_destinations_within_30_mins_diff,0
5350356.00,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_after,1
5350356.00,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_before,1
5350356.00,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_diff,0
5350357.01,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_after,1
5350357.01,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_before,1
5350357.01,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_diff,0
5350357.02,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_after,0
5350357.02,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_before,0
5350357.02,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_diff,0
5350358.01,West Hill,total_destinations_within_30_mins_after,0
5350358.01,West Hill,total_destinations_within_30_mins_before,0
5350358.01,West Hill,total_destinations_within_30_mins_diff,0
5350358.02,West Hill,total_destinations_within_30_mins_after,0
5350358.02,West Hill,total_destinations_within_30_mins_before,0
5350358.02,West Hill,total_destinations_within_30_mins_diff,0
5350358.03,West Hill,total_destinations_within_30_mins_after,2
5350358.03,West Hill,total_destinations_within_30_mins_before,2
5350358.03,West Hill,total_destinations_within_30_mins_diff,0
5350359.00,West Hill,total_destinations_within_30_mins_after,1
5350359.00,West Hill,total_destinations_within_30_mins_before,1
5350359.00,West Hill,total_destinations_within_30_mins_diff,0
5350360.00,West Hill,total_destinations_within_30_mins_after,0
5350360.00,West Hill,total_destinations_within_30_mins_before,0
5350360.00,West Hill,total_destinations_within_30_mins_diff,0
5350361.01,Centennial Scarborough,total_destinations_within_30_mins_after,0
5350361.01,Centennial Scarborough,total_destinations_within_30_mins_before,0
5350361.01,Centennial Scarborough,total_destinations_within_30_mins_diff,0
5350361.02,Centennial Scarborough,total_destinations_within_30_mins_after,0
5350361.02,Centennial Scarborough,total_destinations_within_30_mins_before,0
5350361.02,Centennial Scarborough,total_destinations_within_30_mins_diff,0
5350362.01,West Rouge,total_destinations_within_30_mins_after,0
5350362.01,West Rouge,total_destinations_within_30_mins_before,0
5350362.01,West Rouge,total_destinations_within_30_mins_diff,0
5350362.02,Highland Creek,total_destinations_within_30_mins_after,1
5350362.02,Highland Creek,total_destinations_within_30_mins_before,1
5350362.02,Highland Creek,total_destinations_within_30_mins_diff,0
5350362.03,Highland Creek,total_destinations_within_30_mins_after,1
5350362.03,Highland Creek,total_destinations_within_30_mins_before,1
5350362.03,Highland Creek,total_destinations_within_30_mins_diff,0
5350362.04,West Rouge,total_destinations_within_30_mins_after,0
5350362.04,West Rouge,total_destinations_within_30_mins_before,0
5350362.04,West Rouge,total_destinations_within_30_mins_diff,0
5350363.02,Morningside,total_destinations_within_30_mins_after,1
5350363.02,Morningside,total_destinations_within_30_mins_before,1
5350363.02,Morningside,total_destinations_within_30_mins_diff,0
5350363.04,Morningside,total_destinations_within_30_mins_after,1
5350363.04,Morningside,total_destinations_within_30_mins_before,1
5350363.04,Morningside,total_destinations_within_30_mins_diff,0
5350363.05,Morningside,total_destinations_within_30_mins_after,1
5350363.05,Morningside,total_destinations_within_30_mins_before,1
5350363.05,Morningside,total_destinations_within_30_mins_diff,0
5350363.06,Woburn North,total_destinations_within_30_mins_after,2
5350363.06,Woburn North,total_destinations_within_30_mins_before,2
5350363.06,Woburn North,total_destinations_within_30_mins_diff,0
5350363.07,Woburn North,total_destinations_within_30_mins_after,2
5350363.07,Woburn North,total_destinations_within_30_mins_before,2
5350363.07,Woburn North,total_destinations_within_30_mins_diff,0
5350364.01,Morningside,total_destinations_within_30_mins_after,1
5350364.01,Morningside,total_destinations_within_30_mins_before,1
5350364.01,Morningside,total_destinations_within_30_mins_diff,0
5350364.02,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_after,1
5350364.02,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_before,1
5350364.02,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_diff,0
5350365.00,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_after,2
5350365.00,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_before,2
5350365.00,Golfdale-Cedarbrae-Woburn,total_destinations_within_30_mins_diff,0
5350366.00,Woburn North,total_destinations_within_30_mins_after,1
5350366.00,Woburn North,total_destinations_within_30_mins_before,1
5350366.00,Woburn North,total_destinations_within_30_mins_diff,0
5350367.01,Woburn North,total_destinations_within_30_mins_after,2
5350367.01,Woburn North,total_destinations_within_30_mins_before,2
5350367.01,Woburn North,total_destinations_within_30_mins_diff,0
5350367.02,Woburn North,total_destinations_within_30_mins_after,1
5350367.02,Woburn North,total_destinations_within_30_mins_before,1
5350367.02,Woburn North,total_destinations_within_30_mins_diff,0
5350368.01,Bendale-Glen Andrew,total_destinations_within_30_mins_after,2
5350368.01,Bendale-Glen Andrew,total_destinations_within_30_mins_before,2
5350368.01,Bendale-Glen Andrew,total_destinations_within_30_mins_diff,0
5350368.02,Bendale-Glen Andrew,total_destinations_within_30_mins_after,1
5350368.02,Bendale-Glen Andrew,total_destinations_within_30_mins_before,1
5350368.02,Bendale-Glen Andrew,total_destinations_within_30_mins_diff,0
5350369.00,Bendale-Glen Andrew,total_destinations_within_30_mins_after,0
5350369.00,Bendale-Glen Andrew,total_destinations_within_30_mins_before,0
5350369.00,Bendale-Glen Andrew,total_destinations_within_30_mins_diff,0
5350370.01,Dorset Park,total_destinations_within_30_mins_after,1
5350370.01,Dorset Park,total_destinations_within_30_mins_before,1
5350370.01,Dorset Park,total_destinations_within_30_mins_diff,0
5350370.02,Dorset Park,total_destinations_within_30_mins_after,1
5350370.02,Dorset Park,total_destinations_within_30_mins_before,1
5350370.02,Dorset Park,total_destinations_within_30_mins_diff,0
5350370.03,Dorset Park,total_destinations_within_30_mins_after,0
5350370.03,Dorset Park,total_destinations_within_30_mins_before,0
5350370.03,Dorset Park,total_destinations_within_30_mins_diff,0
5350371.00,Wexford/Maryvale,total_destinations_within_30_mins_after,0
5350371.00,Wexford/Maryvale,total_destinations_within_30_mins_before,0
5350371.00,Wexford/Maryvale,total_destinations_within_30_mins_diff,0
5350372.00,Wexford/Maryvale,total_destinations_within_30_mins_after,0
5350372.00,Wexford/Maryvale,total_destinations_within_30_mins_before,0
5350372.00,Wexford/Maryvale,total_destinations_within_30_mins_diff,0
5350373.00,Wexford/Maryvale,total_destinations_within_30_mins_after,0
5350373.00,Wexford/Maryvale,total_destinations_within_30_mins_before,0
5350373.00,Wexford/Maryvale,total_destinations_within_30_mins_diff,0
5350374.01,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_after,0
5350374.01,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_before,0
5350374.01,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_diff,0
5350374.02,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_after,1
5350374.02,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_before,1
5350374.02,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_diff,0
5350374.03,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_after,1
5350374.03,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_before,1
5350374.03,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_diff,0
5350375.01,L'Amoreaux West,total_destinations_within_30_mins_after,1
5350375.01,L'Amoreaux West,total_destinations_within_30_mins_before,1
5350375.01,L'Amoreaux West,total_destinations_within_30_mins_diff,0
5350375.02,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_after,0
5350375.02,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_before,0
5350375.02,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_diff,0
5350375.03,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_after,1
5350375.03,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_before,1
5350375.03,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_diff,0
5350375.04,East L'Amoreaux,total_destinations_within_30_mins_after,1
5350375.04,East L'Amoreaux,total_destinations_within_30_mins_before,1
5350375.04,East L'Amoreaux,total_destinations_within_30_mins_diff,0
5350375.05,L'Amoreaux West,total_destinations_within_30_mins_after,0
5350375.05,L'Amoreaux West,total_destinations_within_30_mins_before,0
5350375.05,L'Amoreaux West,total_destinations_within_30_mins_diff,0
5350376.01,East L'Amoreaux,total_destinations_within_30_mins_after,1
5350376.01,East L'Amoreaux,total_destinations_within_30_mins_before,1
5350376.01,East L'Amoreaux,total_destinations_within_30_mins_diff,0
5350376.02,East L'Amoreaux,total_destinations_within_30_mins_after,1
5350376.02,East L'Amoreaux,total_destinations_within_30_mins_before,1
5350376.02,East L'Amoreaux,total_destinations_within_30_mins_diff,0
5350376.04,Steeles,total_destinations_within_30_mins_after,1
5350376.04,Steeles,total_destinations_within_30_mins_before,1
5350376.04,Steeles,total_destinations_within_30_mins_diff,0
5350376.05,Steeles,total_destinations_within_30_mins_after,1
5350376.05,Steeles,total_destinations_within_30_mins_before,1
5350376.05,Steeles,total_destinations_within_30_mins_diff,0
5350376.06,Milliken,total_destinations_within_30_mins_after,1
5350376.06,Milliken,total_destinations_within_30_mins_before,1
5350376.06,Milliken,total_destinations_within_30_mins_diff,0
5350376.08,East L'Amoreaux,total_destinations_within_30_mins_after,1
5350376.08,East L'Amoreaux,total_destinations_within_30_mins_before,1
5350376.08,East L'Amoreaux,total_destinations_within_30_mins_diff,0
5350376.09,Steeles,total_destinations_within_30_mins_after,0
5350376.09,Steeles,total_destinations_within_30_mins_before,0
5350376.09,Steeles,total_destinations_within_30_mins_diff,0
5350376.11,L'Amoreaux West,total_destinations_within_30_mins_after,1
5350376.11,L'Amoreaux West,total_destinations_within_30_mins_before,1
5350376.11,L'Amoreaux West,total_destinations_within_30_mins_diff,0
5350376.12,L'Amoreaux West,total_destinations_within_30_mins_after,1
5350376.12,L'Amoreaux West,total_destinations_within_30_mins_before,1
5350376.12,L'Amoreaux West,total_destinations_within_30_mins_diff,0
5350376.13,Steeles,total_destinations_within_30_mins_after,1
5350376.13,Steeles,total_destinations_within_30_mins_before,1
5350376.13,Steeles,total_destinations_within_30_mins_diff,0
5350376.14,Steeles,total_destinations_within_30_mins_after,1
5350376.14,Steeles,total_destinations_within_30_mins_before,1
5350376.14,Steeles,total_destinations_within_30_mins_diff,0
5350376.15,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_after,1
5350376.15,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_before,1
5350376.15,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_diff,0
5350376.16,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_after,1
5350376.16,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_before,1
5350376.16,Tam O'Shanter-Sullivan,total_destinations_within_30_mins_diff,0
5350377.02,Agincourt South-Malvern West,total_destinations_within_30_mins_after,0
5350377.02,Agincourt South-Malvern West,total_destinations_within_30_mins_before,0
5350377.02,Agincourt South-Malvern West,total_destinations_within_30_mins_diff,0
5350377.03,Agincourt North,total_destinations_within_30_mins_after,0
5350377.03,Agincourt North,total_destinations_within_30_mins_before,0
5350377.03,Agincourt North,total_destinations_within_30_mins_diff,0
5350377.04,Agincourt North,total_destinations_within_30_mins_after,1
5350377.04,Agincourt North,total_destinations_within_30_mins_before,1
5350377.04,Agincourt North,total_destinations_within_30_mins_diff,0
5350377.06,Milliken,total_destinations_within_30_mins_after,0
5350377.06,Milliken,total_destinations_within_30_mins_before,0
5350377.06,Milliken,total_destinations_within_30_mins_diff,0
5350377.07,Milliken,total_destinations_within_30_mins_after,0
5350377.07,Milliken,total_destinations_within_30_mins_before,0
5350377.07,Milliken,total_destinations_within_30_mins_diff,0
5350377.08,Agincourt South-Malvern West,total_destinations_within_30_mins_after,1
5350377.08,Agincourt South-Malvern West,total_destinations_within_30_mins_before,1
5350377.08,Agincourt South-Malvern West,total_destinations_within_30_mins_diff,0
5350377.09,Agincourt South-Malvern West,total_destinations_within_30_mins_after,0
5350377.09,Agincourt South-Malvern West,total_destinations_within_30_mins_before,0
5350377.09,Agincourt South-Malvern West,total_destinations_within_30_mins_diff,0
5350378.02,Agincourt South-Malvern West,total_destinations_within_30_mins_after,0
5350378.02,Agincourt South-Malvern West,total_destinations_within_30_mins_before,0
5350378.02,Agincourt South-Malvern West,total_destinations_within_30_mins_diff,0
5350378.03,Malvern East,total_destinations_within_30_mins_after,1
5350378.03,Malvern East,total_destinations_within_30_mins_before,1
5350378.03,Malvern East,total_destinations_within_30_mins_diff,0
5350378.04,Malvern West,total_destinations_within_30_mins_after,0
5350378.04,Malvern West,total_destinations_within_30_mins_before,0
5350378.04,Malvern West,total_destinations_within_30_mins_diff,0
5350378.05,Malvern East,total_destinations_within_30_mins_after,0
5350378.05,Malvern East,total_destinations_within_30_mins_before,0
5350378.05,Malvern East,total_destinations_within_30_mins_diff,0
5350378.06,Malvern West,total_destinations_within_30_mins_after,0
5350378.06,Malvern West,total_destinations_within_30_mins_before,0
5350378.06,Malvern West,total_destinations_within_30_mins_diff,0
5350378.07,Agincourt South-Malvern West,total_destinations_within_30_mins_after,0
