from_id,to_id,travel_time
5350006.0,8168605,1.0
5350007.01,8168605,4.0
5350009.0,20232082,3.0
5350010.01,20232082,8.0
5350015.0,773891,10.0
5350034.02,773891,6.0
5350035.0,7792696,7.0
5350035.0,7792529,7.0
5350035.0,7792695,9.0
5350037.0,7792695,7.0
5350037.0,7792698,9.0
5350038.0,9086232,7.0
5350043.0,20232082,7.0
5350049.0,10757635,7.0
5350062.04,7762671,6.0
5350062.04,7754575,7.0
5350063.03,6522400,5.0
5350063.04,7754575,6.0
5350063.05,6522400,6.0
5350063.05,7754575,10.0
5350063.06,7754575,6.0
5350088.0,6522400,6.0
5350105.0,10553805,8.0
5350174.0,54248,6.0
5350182.0,6208976,10.0
5350248.05,1008107,10.0
5350265.0,7754918,2.0
5350287.02,487172,10.0
5350310.02,515959,9.0
