CTUID,Job_type,Time,Num_jobs
5350125.00,Grand Total,after,61562.0
5350126.00,Grand Total,after,22605.0
5350127.00,Grand Total,after,30354.0
5350128.02,Grand Total,after,88300.0
5350128.04,Grand Total,after,187096.0
5350128.05,Grand Total,after,131395.0
5350128.06,Grand Total,after,223626.0
5350129.00,Grand Total,after,54972.0
5350130.00,Grand Total,after,11085.0
5350131.00,Grand Total,after,10444.0
5350132.00,Grand Total,after,19935.0
5350133.00,Grand Total,after,17273.0
5350134.00,Grand Total,after,27947.0
5350135.00,Grand Total,after,39198.0
5350136.01,Grand Total,after,31166.0
5350136.02,Grand Total,after,83545.0
5350137.00,Grand Total,after,20713.0
5350138.00,Grand Total,after,52775.0
5350139.01,Grand Total,after,20855.0
5350139.02,Grand Total,after,21201.0
5350140.00,Grand Total,after,20460.0
5350141.01,Grand Total,after,62010.0
5350141.02,Grand Total,after,10327.0
5350142.00,Grand Total,after,43081.0
5350150.00,Grand Total,after,6030.0
5350151.00,Grand Total,after,5216.0
5350152.00,Grand Total,after,21210.0
5350153.00,Grand Total,after,23316.0
5350154.00,Grand Total,after,4418.0
5350155.00,Grand Total,after,13431.0
5350156.01,Grand Total,after,12957.0
5350156.02,Grand Total,after,12985.0
5350157.00,Grand Total,after,23785.0
5350158.00,Grand Total,after,24221.0
5350159.01,Grand Total,after,26899.0
5350159.02,Grand Total,after,19739.0
5350160.00,Grand Total,after,30757.0
5350161.00,Grand Total,after,9053.0
5350162.00,Grand Total,after,39628.0
5350163.00,Grand Total,after,20753.0
5350164.00,Grand Total,after,13098.0
5350165.00,Grand Total,after,15713.0
5350166.00,Grand Total,after,15187.0
5350167.01,Grand Total,after,486866.0
5350167.02,Grand Total,after,14643.0
5350168.00,Grand Total,after,18183.0
5350169.01,Grand Total,after,46062.0
5350169.02,Grand Total,after,31937.0
5350170.00,Grand Total,after,15262.0
5350171.00,Grand Total,after,21996.0
5350172.00,Grand Total,after,13960.0
5350173.00,Grand Total,after,26620.0
5350174.00,Grand Total,after,12978.0
5350175.01,Grand Total,after,16981.0
5350175.02,Grand Total,after,9965.0
5350176.00,Grand Total,after,7038.0
5350180.00,Grand Total,after,21127.0
5350181.01,Grand Total,after,15774.0
5350181.02,Grand Total,after,17900.0
5350182.00,Grand Total,after,18721.0
5350183.01,Grand Total,after,15289.0
5350183.02,Grand Total,after,28668.0
5350184.01,Grand Total,after,51655.0
5350184.02,Grand Total,after,25496.0
5350185.01,Grand Total,after,33840.0
5350185.02,Grand Total,after,75593.0
5350187.00,Grand Total,after,12612.0
5350188.00,Grand Total,after,22165.0
5350189.00,Grand Total,after,7197.0
5350190.01,Grand Total,after,9359.0
5350190.02,Grand Total,after,6990.0
5350191.00,Grand Total,after,13671.0
5350192.00,Grand Total,after,12074.0
5350193.00,Grand Total,after,3698.0
5350194.01,Grand Total,after,1942.0
5350194.02,Grand Total,after,24249.0
5350194.03,Grand Total,after,10871.0
5350194.04,Grand Total,after,1174.0
5350195.01,Grand Total,after,27197.0
5350195.02,Grand Total,after,25540.0
5350196.01,Grand Total,after,39928.0
5350196.02,Grand Total,after,25212.0
5350200.01,Grand Total,after,2192.0
5350200.02,Grand Total,after,11971.0
5350201.00,Grand Total,after,7531.0
5350202.00,Grand Total,after,11268.0
5350203.00,Grand Total,after,8921.0
5350204.00,Grand Total,after,6316.0
5350205.00,Grand Total,after,5321.0
5350206.01,Grand Total,after,8133.0
5350206.02,Grand Total,after,11062.0
5350207.00,Grand Total,after,27180.0
5350208.00,Grand Total,after,16049.0
5350209.00,Grand Total,after,17197.0
5350210.01,Grand Total,after,8419.0
5350210.03,Grand Total,after,7799.0
5350210.04,Grand Total,after,1598.0
5350211.00,Grand Total,after,2533.0
5350212.00,Grand Total,after,5348.0
5350213.01,Grand Total,after,35328.0
5350213.02,Grand Total,after,1174.0
5350214.00,Grand Total,after,3201.0
5350215.00,Grand Total,after,12261.0
5350216.00,Grand Total,after,6506.0
5350217.00,Grand Total,after,2700.0
5350218.00,Grand Total,after,18448.0
5350219.00,Grand Total,after,18334.0
5350220.00,Grand Total,after,1783.0
5350221.01,Grand Total,after,4277.0
5350221.02,Grand Total,after,9286.0
5350222.01,Grand Total,after,9340.0
5350222.02,Grand Total,after,9011.0
5350223.01,Grand Total,after,7516.0
5350223.02,Grand Total,after,9258.0
5350224.00,Grand Total,after,8217.0
5350225.01,Grand Total,after,8021.0
5350225.02,Grand Total,after,9284.0
5350226.00,Grand Total,after,9535.0
5350227.00,Grand Total,after,22643.0
5350228.00,Grand Total,after,477.0
5350229.00,Grand Total,after,3416.0
5350230.01,Grand Total,after,3848.0
5350230.02,Grand Total,after,2332.0
5350231.00,Grand Total,after,2810.0
5350232.00,Grand Total,after,8828.0
5350233.00,Grand Total,after,9698.0
5350234.00,Grand Total,after,599.0
5350235.01,Grand Total,after,5959.0
5350235.02,Grand Total,after,4550.0
5350236.01,Grand Total,after,2795.0
5350237.01,Grand Total,after,1324.0
5350237.02,Grand Total,after,1620.0
5350237.03,Grand Total,after,2904.0
5350238.01,Grand Total,after,3929.0
5350238.02,Grand Total,after,4102.0
5350239.00,Grand Total,after,2166.0
5350240.01,Grand Total,after,1775.0
5350240.02,Grand Total,after,1218.0
5350241.00,Grand Total,after,8241.0
5350242.00,Grand Total,after,10526.0
5350243.01,Grand Total,after,2246.0
5350243.02,Grand Total,after,186.0
5350244.02,Grand Total,after,15431.0
5350245.00,Grand Total,after,1582.0
5350246.00,Grand Total,after,15973.0
5350247.02,Grand Total,after,5244.0
5350248.02,Grand Total,after,15922.0
5350248.03,Grand Total,after,9774.0
5350248.04,Grand Total,after,21607.0
5350248.05,Grand Total,after,12144.0
5350249.01,Grand Total,after,2049.0
5350249.03,Grand Total,after,13454.0
5350249.04,Grand Total,after,2176.0
5350249.05,Grand Total,after,16124.0
5350250.01,Grand Total,after,4452.0
5350250.02,Grand Total,after,605.0
5350250.04,Grand Total,after,2317.0
5350250.05,Grand Total,after,2235.0
5350260.01,Grand Total,after,20248.0
5350260.04,Grand Total,after,31919.0
5350260.05,Grand Total,after,21379.0
5350260.06,Grand Total,after,38304.0
5350260.07,Grand Total,after,115.0
5350261.00,Grand Total,after,7646.0
5350262.01,Grand Total,after,13889.0
5350262.02,Grand Total,after,10772.0
5350263.02,Grand Total,after,4149.0
5350263.03,Grand Total,after,16125.0
5350263.04,Grand Total,after,17029.0
5350265.00,Grand Total,after,10928.0
5350268.00,Grand Total,after,11962.0
5350269.01,Grand Total,after,46316.0
5350269.02,Grand Total,after,2642.0
5350270.01,Grand Total,after,2610.0
5350270.02,Grand Total,after,2560.0
5350271.01,Grand Total,after,19045.0
5350271.02,Grand Total,after,3458.0
5350272.01,Grand Total,after,61415.0
5350272.02,Grand Total,after,1748.0
5350273.01,Grand Total,after,217.0
5350273.02,Grand Total,after,12125.0
5350274.01,Grand Total,after,5758.0
5350274.02,Grand Total,after,26420.0
5350275.00,Grand Total,after,67596.0
5350276.01,Grand Total,after,38222.0
5350276.02,Grand Total,after,7045.0
5350277.00,Grand Total,after,6175.0
5350278.00,Grand Total,after,5862.0
5350279.01,Grand Total,after,34144.0
5350279.02,Grand Total,after,26637.0
5350280.00,Grand Total,after,8693.0
5350281.01,Grand Total,after,15950.0
5350281.02,Grand Total,after,8491.0
5350282.00,Grand Total,after,2517.0
5350283.01,Grand Total,after,3129.0
5350283.02,Grand Total,after,1765.0
5350284.00,Grand Total,after,6103.0
5350285.00,Grand Total,after,5803.0
5350286.00,Grand Total,after,14490.0
5350287.02,Grand Total,after,11431.0
5350287.03,Grand Total,after,34607.0
5350287.04,Grand Total,after,12406.0
5350288.00,Grand Total,after,31285.0
5350289.00,Grand Total,after,40996.0
5350290.01,Grand Total,after,4536.0
5350290.02,Grand Total,after,36156.0
5350291.02,Grand Total,after,12409.0
5350291.03,Grand Total,after,13441.0
5350291.04,Grand Total,after,37219.0
5350292.00,Grand Total,after,51.0
5350293.00,Grand Total,after,37460.0
5350294.01,Grand Total,after,15150.0
5350294.02,Grand Total,after,9555.0
5350295.00,Grand Total,after,2026.0
5350297.01,Grand Total,after,30695.0
5350297.02,Grand Total,after,7499.0
5350298.00,Grand Total,after,4442.0
5350299.01,Grand Total,after,47275.0
5350299.02,Grand Total,after,47748.0
5350300.01,Grand Total,after,101156.0
5350300.02,Grand Total,after,47862.0
5350300.03,Grand Total,after,31907.0
5350301.01,Grand Total,after,1203.0
5350301.03,Grand Total,after,48197.0
5350301.04,Grand Total,after,4756.0
5350302.01,Grand Total,after,25792.0
5350302.02,Grand Total,after,6061.0
5350302.03,Grand Total,after,5195.0
5350303.00,Grand Total,after,2292.0
5350304.01,Grand Total,after,28235.0
5350304.02,Grand Total,after,554.0
5350304.03,Grand Total,after,1949.0
5350304.04,Grand Total,after,48740.0
5350304.05,Grand Total,after,6122.0
5350304.06,Grand Total,after,8286.0
5350305.01,Grand Total,after,2169.0
5350305.03,Grand Total,after,32906.0
5350305.05,Grand Total,after,33688.0
5350305.06,Grand Total,after,11072.0
5350306.01,Grand Total,after,8902.0
5350306.02,Grand Total,after,28949.0
5350307.03,Grand Total,after,43754.0
5350307.04,Grand Total,after,49025.0
5350307.05,Grand Total,after,52894.0
5350307.06,Grand Total,after,38267.0
5350307.07,Grand Total,after,35332.0
5350308.02,Grand Total,after,5959.0
5350308.03,Grand Total,after,30097.0
5350308.05,Grand Total,after,37913.0
5350308.06,Grand Total,after,38815.0
5350308.07,Grand Total,after,54008.0
5350309.00,Grand Total,after,2598.0
5350310.01,Grand Total,after,5100.0
5350310.02,Grand Total,after,53774.0
5350311.02,Grand Total,after,40988.0
5350311.03,Grand Total,after,1616.0
5350311.04,Grand Total,after,2064.0
5350311.05,Grand Total,after,43905.0
5350311.06,Grand Total,after,2309.0
5350312.02,Grand Total,after,6439.0
5350312.03,Grand Total,after,6179.0
5350312.04,Grand Total,after,8361.0
5350312.05,Grand Total,after,9638.0
5350312.06,Grand Total,after,15118.0
5350312.07,Grand Total,after,10487.0
5350313.00,Grand Total,after,20103.0
5350314.01,Grand Total,after,26316.0
5350314.02,Grand Total,after,2358.0
5350315.01,Grand Total,after,381.0
5350315.02,Grand Total,after,6264.0
5350315.03,Grand Total,after,6022.0
5350316.01,Grand Total,after,6755.0
5350316.03,Grand Total,after,8665.0
5350316.04,Grand Total,after,9457.0
5350316.05,Grand Total,after,9540.0
5350316.06,Grand Total,after,5948.0
5350317.02,Grand Total,after,3046.0
5350317.03,Grand Total,after,919.0
5350317.04,Grand Total,after,7823.0
5350317.05,Grand Total,after,61541.0
5350318.01,Grand Total,after,20361.0
5350318.02,Grand Total,after,44002.0
5350319.00,Grand Total,after,10670.0
5350320.01,Grand Total,after,3908.0
5350320.02,Grand Total,after,8237.0
5350321.01,Grand Total,after,7925.0
5350321.02,Grand Total,after,9691.0
5350322.01,Grand Total,after,50229.0
5350322.02,Grand Total,after,2243.0
5350323.01,Grand Total,after,3734.0
5350324.01,Grand Total,after,13040.0
5350324.02,Grand Total,after,11983.0
5350324.03,Grand Total,after,11956.0
5350324.05,Grand Total,after,12941.0
5350324.06,Grand Total,after,74.0
5350330.00,Grand Total,after,5090.0
5350331.01,Grand Total,after,6760.0
5350331.03,Grand Total,after,6381.0
5350331.04,Grand Total,after,3365.0
5350332.00,Grand Total,after,18811.0
5350333.00,Grand Total,after,8059.0
5350334.00,Grand Total,after,3510.0
5350335.00,Grand Total,after,11195.0
5350336.00,Grand Total,after,8159.0
5350337.01,Grand Total,after,8654.0
5350337.02,Grand Total,after,3903.0
5350338.00,Grand Total,after,8905.0
5350339.00,Grand Total,after,13463.0
5350340.00,Grand Total,after,16416.0
5350341.02,Grand Total,after,11395.0
5350341.03,Grand Total,after,10802.0
5350341.04,Grand Total,after,14498.0
5350342.00,Grand Total,after,2654.0
5350343.00,Grand Total,after,10795.0
5350344.01,Grand Total,after,8286.0
5350344.02,Grand Total,after,6652.0
5350345.00,Grand Total,after,7290.0
5350346.01,Grand Total,after,11812.0
5350346.02,Grand Total,after,26424.0
5350347.00,Grand Total,after,24097.0
5350348.00,Grand Total,after,20904.0
5350349.00,Grand Total,after,25870.0
5350350.00,Grand Total,after,26515.0
5350351.01,Grand Total,after,30309.0
5350351.02,Grand Total,after,20980.0
5350352.00,Grand Total,after,46658.0
5350353.02,Grand Total,after,812.0
5350353.03,Grand Total,after,5606.0
5350353.04,Grand Total,after,3082.0
5350354.00,Grand Total,after,17059.0
5350355.02,Grand Total,after,6503.0
5350355.04,Grand Total,after,7782.0
5350355.05,Grand Total,after,3194.0
5350355.06,Grand Total,after,15220.0
5350356.00,Grand Total,after,4145.0
5350357.01,Grand Total,after,11719.0
5350357.02,Grand Total,after,1505.0
5350358.01,Grand Total,after,3726.0
5350358.02,Grand Total,after,6119.0
5350358.03,Grand Total,after,15165.0
5350359.00,Grand Total,after,8544.0
5350360.00,Grand Total,after,930.0
5350361.01,Grand Total,after,422.0
5350361.02,Grand Total,after,605.0
5350362.01,Grand Total,after,711.0
5350362.02,Grand Total,after,6814.0
5350362.03,Grand Total,after,10129.0
5350362.04,Grand Total,after,679.0
5350363.02,Grand Total,after,7041.0
5350363.04,Grand Total,after,10515.0
5350363.05,Grand Total,after,6697.0
5350363.06,Grand Total,after,15060.0
5350363.07,Grand Total,after,35936.0
5350364.01,Grand Total,after,281.0
5350364.02,Grand Total,after,7064.0
5350365.00,Grand Total,after,17160.0
5350366.00,Grand Total,after,16394.0
5350367.01,Grand Total,after,24141.0
5350367.02,Grand Total,after,19043.0
5350368.01,Grand Total,after,50339.0
5350368.02,Grand Total,after,11970.0
5350369.00,Grand Total,after,23178.0
5350370.01,Grand Total,after,46867.0
5350370.02,Grand Total,after,40298.0
5350370.03,Grand Total,after,29548.0
5350371.00,Grand Total,after,33237.0
5350372.00,Grand Total,after,39464.0
5350373.00,Grand Total,after,69022.0
5350374.01,Grand Total,after,32578.0
5350374.02,Grand Total,after,2610.0
5350374.03,Grand Total,after,8897.0
5350375.01,Grand Total,after,26931.0
5350375.02,Grand Total,after,45433.0
5350375.03,Grand Total,after,6712.0
5350375.04,Grand Total,after,1416.0
5350375.05,Grand Total,after,1366.0
5350376.01,Grand Total,after,20600.0
5350376.02,Grand Total,after,11289.0
5350376.04,Grand Total,after,25116.0
5350376.05,Grand Total,after,11188.0
5350376.06,Grand Total,after,19941.0
5350376.08,Grand Total,after,14010.0
5350376.09,Grand Total,after,3140.0
5350376.11,Grand Total,after,27391.0
5350376.12,Grand Total,after,12926.0
5350376.13,Grand Total,after,15312.0
5350376.14,Grand Total,after,14635.0
5350376.15,Grand Total,after,11164.0
5350376.16,Grand Total,after,74299.0
5350377.02,Grand Total,after,33935.0
5350377.03,Grand Total,after,4568.0
5350377.04,Grand Total,after,14388.0
5350377.06,Grand Total,after,9028.0
5350377.07,Grand Total,after,19997.0
5350377.08,Grand Total,after,16456.0
5350377.09,Grand Total,after,13671.0
5350378.02,Grand Total,after,27343.0
5350378.03,Grand Total,after,14288.0
5350378.04,Grand Total,after,24980.0
5350378.05,Grand Total,after,9215.0
5350378.06,Grand Total,after,16651.0
5350378.07,Grand Total,after,36962.0
5350378.08,Grand Total,after,25469.0
5350378.11,Grand Total,after,18538.0
5350378.12,Grand Total,after,10949.0
5350378.14,Grand Total,after,22239.0
5350378.16,Grand Total,after,10037.0
5350378.17,Grand Total,after,16942.0
5350378.18,Grand Total,after,23719.0
5350378.19,Grand Total,after,10693.0
5350378.20,Grand Total,after,19616.0
5350378.21,Grand Total,after,20359.0
5350378.22,Grand Total,after,999.0
5350378.23,Grand Total,after,21615.0
5350378.24,Grand Total,after,6061.0
5350378.25,Grand Total,after,97.0
5350378.26,Grand Total,after,10412.0
5350378.28,Grand Total,after,225.0
5350378.27,Grand Total,after,0.0
5350323.02,Grand Total,after,0.0
5350267.00,Grand Total,after,0.0
5350264.00,Grand Total,after,0.0
5350244.01,Grand Total,after,0.0
5350236.02,Grand Total,after,0.0
5350186.00,Grand Total,after,0.0
5350001.00,Grand Total,after,0.0
5350002.00,Grand Total,after,0.0
5350296.00,Grand Total,after,0.0
5350266.00,Grand Total,after,0.0
5350247.01,Grand Total,after,0.0
5350003.00,Grand Total,difference,0.0
5350004.00,Grand Total,difference,0.0
5350005.00,Grand Total,difference,0.0
5350006.00,Grand Total,difference,0.0
5350007.01,Grand Total,difference,1038.0
5350007.02,Grand Total,difference,0.0
5350008.01,Grand Total,difference,0.0
5350008.02,Grand Total,difference,0.0
5350009.00,Grand Total,difference,2015.0
5350010.01,Grand Total,difference,977.0
5350010.02,Grand Total,difference,0.0
5350011.01,Grand Total,difference,0.0
5350011.02,Grand Total,difference,0.0
5350011.03,Grand Total,difference,0.0
5350012.01,Grand Total,difference,0.0
5350012.03,Grand Total,difference,0.0
5350012.04,Grand Total,difference,0.0
5350013.01,Grand Total,difference,1412.0
5350013.02,Grand Total,difference,0.0
5350014.00,Grand Total,difference,3399.0
5350015.00,Grand Total,difference,2510.0
5350016.00,Grand Total,difference,0.0
5350017.01,Grand Total,difference,0.0
5350017.02,Grand Total,difference,0.0
5350018.00,Grand Total,difference,0.0
5350019.00,Grand Total,difference,585.0
5350020.00,Grand Total,difference,1012.0
5350021.00,Grand Total,difference,0.0
5350022.00,Grand Total,difference,0.0
5350023.00,Grand Total,difference,2509.0
5350024.00,Grand Total,difference,865.0
5350025.00,Grand Total,difference,0.0
5350026.00,Grand Total,difference,1012.0
5350027.00,Grand Total,difference,0.0
5350028.01,Grand Total,difference,1921.0
5350028.02,Grand Total,difference,0.0
5350029.00,Grand Total,difference,11243.0
5350030.00,Grand Total,difference,503.0
5350031.00,Grand Total,difference,0.0
5350032.00,Grand Total,difference,909.0
5350033.00,Grand Total,difference,0.0
5350034.01,Grand Total,difference,7601.0
5350034.02,Grand Total,difference,6503.0
5350035.00,Grand Total,difference,12222.0
5350036.00,Grand Total,difference,0.0
5350037.00,Grand Total,difference,0.0
5350038.00,Grand Total,difference,11874.0
5350039.00,Grand Total,difference,0.0
5350040.00,Grand Total,difference,0.0
5350041.00,Grand Total,difference,0.0
5350042.00,Grand Total,difference,9542.0
5350043.00,Grand Total,difference,5142.0
5350044.01,Grand Total,difference,0.0
5350044.02,Grand Total,difference,0.0
5350045.00,Grand Total,difference,10976.0
5350046.00,Grand Total,difference,0.0
5350047.02,Grand Total,difference,2999.0
5350047.03,Grand Total,difference,0.0
5350047.04,Grand Total,difference,3571.0
5350048.00,Grand Total,difference,0.0
5350049.00,Grand Total,difference,0.0
5350050.01,Grand Total,difference,90.0
5350050.03,Grand Total,difference,0.0
5350050.04,Grand Total,difference,4028.0
5350051.00,Grand Total,difference,1483.0
5350052.00,Grand Total,difference,100.0
5350053.00,Grand Total,difference,58583.0
5350054.00,Grand Total,difference,60149.0
5350055.00,Grand Total,difference,37250.0
5350056.00,Grand Total,difference,36599.0
5350057.00,Grand Total,difference,315695.0
5350058.00,Grand Total,difference,17312.0
5350059.00,Grand Total,difference,33120.0
5350060.00,Grand Total,difference,46237.0
5350061.00,Grand Total,difference,32052.0
5350062.01,Grand Total,difference,32983.0
5350062.03,Grand Total,difference,12710.0
5350062.04,Grand Total,difference,6355.0
5350063.03,Grand Total,difference,17222.0
5350063.04,Grand Total,difference,6142.0
5350063.05,Grand Total,difference,26560.0
5350063.06,Grand Total,difference,11338.0
5350064.00,Grand Total,difference,42307.0
5350065.01,Grand Total,difference,134539.0
5350065.02,Grand Total,difference,28109.0
5350066.00,Grand Total,difference,19331.0
5350067.00,Grand Total,difference,4155.0
5350068.00,Grand Total,difference,0.0
5350069.00,Grand Total,difference,41431.0
5350070.00,Grand Total,difference,104425.0
5350071.00,Grand Total,difference,53757.0
5350072.01,Grand Total,difference,13141.0
5350072.02,Grand Total,difference,15209.0
5350073.00,Grand Total,difference,3345.0
5350074.00,Grand Total,difference,0.0
5350075.00,Grand Total,difference,52303.0
5350076.00,Grand Total,difference,8802.0
5350077.00,Grand Total,difference,1012.0
5350078.00,Grand Total,difference,2509.0
5350079.00,Grand Total,difference,1597.0
5350080.01,Grand Total,difference,7052.0
5350080.02,Grand Total,difference,19195.0
5350081.00,Grand Total,difference,32096.0
5350082.00,Grand Total,difference,69928.0
5350083.00,Grand Total,difference,114394.0
5350084.00,Grand Total,difference,92807.0
5350085.00,Grand Total,difference,149623.0
5350086.00,Grand Total,difference,0.0
5350087.00,Grand Total,difference,8555.0
5350088.00,Grand Total,difference,68266.0
5350089.00,Grand Total,difference,55811.0
5350090.00,Grand Total,difference,20168.0
5350091.01,Grand Total,difference,49398.0
5350091.02,Grand Total,difference,11182.0
5350092.00,Grand Total,difference,31721.0
5350093.00,Grand Total,difference,82577.0
5350094.00,Grand Total,difference,48666.0
5350095.00,Grand Total,difference,55713.0
5350096.01,Grand Total,difference,4557.0
5350096.02,Grand Total,difference,76875.0
5350097.01,Grand Total,difference,94169.0
5350097.03,Grand Total,difference,5776.0
5350097.04,Grand Total,difference,11483.0
5350098.00,Grand Total,difference,2566.0
5350099.00,Grand Total,difference,15672.0
5350100.00,Grand Total,difference,4086.0
5350101.00,Grand Total,difference,7435.0
5350102.02,Grand Total,difference,33239.0
5350102.03,Grand Total,difference,17617.0
5350102.04,Grand Total,difference,8412.0
5350102.05,Grand Total,difference,11116.0
5350103.00,Grand Total,difference,1038.0
5350104.00,Grand Total,difference,3907.0
5350105.00,Grand Total,difference,0.0
5350106.00,Grand Total,difference,0.0
5350107.00,Grand Total,difference,0.0
5350108.00,Grand Total,difference,0.0
5350109.00,Grand Total,difference,2440.0
5350110.00,Grand Total,difference,745.0
5350111.00,Grand Total,difference,572.0
5350112.00,Grand Total,difference,0.0
5350113.00,Grand Total,difference,977.0
5350114.00,Grand Total,difference,0.0
5350115.00,Grand Total,difference,22714.0
5350116.00,Grand Total,difference,0.0
5350117.00,Grand Total,difference,21206.0
5350118.00,Grand Total,difference,0.0
5350119.00,Grand Total,difference,10024.0
5350120.00,Grand Total,difference,3399.0
5350121.00,Grand Total,difference,4400.0
5350122.00,Grand Total,difference,0.0
5350123.00,Grand Total,difference,0.0
5350124.00,Grand Total,difference,4903.0
5350125.00,Grand Total,difference,0.0
5350126.00,Grand Total,difference,0.0
5350127.00,Grand Total,difference,0.0
5350128.02,Grand Total,difference,0.0
5350128.04,Grand Total,difference,0.0
5350128.05,Grand Total,difference,0.0
5350128.06,Grand Total,difference,0.0
5350129.00,Grand Total,difference,0.0
5350130.00,Grand Total,difference,0.0
5350131.00,Grand Total,difference,0.0
5350132.00,Grand Total,difference,0.0
5350133.00,Grand Total,difference,0.0
5350134.00,Grand Total,difference,0.0
5350135.00,Grand Total,difference,0.0
5350136.01,Grand Total,difference,0.0
5350136.02,Grand Total,difference,0.0
5350137.00,Grand Total,difference,0.0
5350138.00,Grand Total,difference,0.0
5350139.01,Grand Total,difference,0.0
5350139.02,Grand Total,difference,0.0
5350140.00,Grand Total,difference,0.0
5350141.01,Grand Total,difference,0.0
5350141.02,Grand Total,difference,0.0
5350142.00,Grand Total,difference,0.0
5350150.00,Grand Total,difference,90.0
5350151.00,Grand Total,difference,0.0
5350152.00,Grand Total,difference,2376.0
5350153.00,Grand Total,difference,1496.0
5350154.00,Grand Total,difference,0.0
5350155.00,Grand Total,difference,0.0
5350156.01,Grand Total,difference,0.0
5350156.02,Grand Total,difference,0.0
5350157.00,Grand Total,difference,0.0
5350158.00,Grand Total,difference,0.0
5350159.01,Grand Total,difference,0.0
5350159.02,Grand Total,difference,0.0
5350160.00,Grand Total,difference,0.0
5350161.00,Grand Total,difference,0.0
5350162.00,Grand Total,difference,0.0
5350163.00,Grand Total,difference,0.0
5350164.00,Grand Total,difference,0.0
5350165.00,Grand Total,difference,0.0
5350166.00,Grand Total,difference,0.0
5350167.01,Grand Total,difference,24705.0
5350167.02,Grand Total,difference,0.0
5350168.00,Grand Total,difference,0.0
5350169.01,Grand Total,difference,0.0
5350169.02,Grand Total,difference,0.0
5350170.00,Grand Total,difference,0.0
5350171.00,Grand Total,difference,0.0
5350172.00,Grand Total,difference,0.0
5350173.00,Grand Total,difference,0.0
5350174.00,Grand Total,difference,0.0
5350175.01,Grand Total,difference,0.0
5350175.02,Grand Total,difference,0.0
5350176.00,Grand Total,difference,0.0
5350180.00,Grand Total,difference,6800.0
5350181.01,Grand Total,difference,4249.0
5350181.02,Grand Total,difference,1012.0
5350182.00,Grand Total,difference,607.0
5350183.01,Grand Total,difference,0.0
5350183.02,Grand Total,difference,13895.0
5350184.01,Grand Total,difference,29876.0
5350184.02,Grand Total,difference,2000.0
5350185.01,Grand Total,difference,10198.0
5350185.02,Grand Total,difference,52027.0
5350187.00,Grand Total,difference,0.0
5350188.00,Grand Total,difference,1012.0
5350189.00,Grand Total,difference,0.0
5350190.01,Grand Total,difference,5575.0
5350190.02,Grand Total,difference,0.0
5350191.00,Grand Total,difference,0.0
5350192.00,Grand Total,difference,0.0
5350193.00,Grand Total,difference,0.0
5350194.01,Grand Total,difference,0.0
5350194.02,Grand Total,difference,0.0
5350194.03,Grand Total,difference,0.0
5350194.04,Grand Total,difference,0.0
5350195.01,Grand Total,difference,0.0
5350195.02,Grand Total,difference,0.0
5350196.01,Grand Total,difference,0.0
5350196.02,Grand Total,difference,0.0
5350200.01,Grand Total,difference,0.0
5350200.02,Grand Total,difference,0.0
5350201.00,Grand Total,difference,0.0
5350202.00,Grand Total,difference,0.0
5350203.00,Grand Total,difference,0.0
5350204.00,Grand Total,difference,0.0
5350205.00,Grand Total,difference,0.0
5350206.01,Grand Total,difference,0.0
5350206.02,Grand Total,difference,0.0
5350207.00,Grand Total,difference,0.0
5350208.00,Grand Total,difference,0.0
5350209.00,Grand Total,difference,0.0
5350210.01,Grand Total,difference,0.0
5350210.03,Grand Total,difference,0.0
5350210.04,Grand Total,difference,0.0
5350211.00,Grand Total,difference,0.0
5350212.00,Grand Total,difference,0.0
5350213.01,Grand Total,difference,603.0
5350213.02,Grand Total,difference,0.0
5350214.00,Grand Total,difference,0.0
5350215.00,Grand Total,difference,0.0
5350216.00,Grand Total,difference,0.0
5350217.00,Grand Total,difference,0.0
5350218.00,Grand Total,difference,9475.0
5350219.00,Grand Total,difference,0.0
5350220.00,Grand Total,difference,0.0
5350221.01,Grand Total,difference,0.0
5350221.02,Grand Total,difference,0.0
5350222.01,Grand Total,difference,0.0
5350222.02,Grand Total,difference,0.0
5350223.01,Grand Total,difference,0.0
5350223.02,Grand Total,difference,0.0
5350224.00,Grand Total,difference,603.0
5350225.01,Grand Total,difference,1406.0
5350225.02,Grand Total,difference,1496.0
5350226.00,Grand Total,difference,0.0
5350227.00,Grand Total,difference,13719.0
5350228.00,Grand Total,difference,0.0
5350229.00,Grand Total,difference,0.0
5350230.01,Grand Total,difference,0.0
5350230.02,Grand Total,difference,0.0
5350231.00,Grand Total,difference,0.0
5350232.00,Grand Total,difference,0.0
5350233.00,Grand Total,difference,0.0
5350234.00,Grand Total,difference,0.0
5350235.01,Grand Total,difference,0.0
5350235.02,Grand Total,difference,0.0
5350236.01,Grand Total,difference,0.0
5350237.01,Grand Total,difference,0.0
5350237.02,Grand Total,difference,0.0
5350237.03,Grand Total,difference,0.0
5350238.01,Grand Total,difference,0.0
5350238.02,Grand Total,difference,0.0
5350239.00,Grand Total,difference,0.0
5350240.01,Grand Total,difference,0.0
5350240.02,Grand Total,difference,0.0
5350241.00,Grand Total,difference,0.0
5350242.00,Grand Total,difference,0.0
5350243.01,Grand Total,difference,0.0
5350243.02,Grand Total,difference,0.0
5350244.02,Grand Total,difference,0.0
5350245.00,Grand Total,difference,0.0
5350246.00,Grand Total,difference,0.0
5350247.02,Grand Total,difference,0.0
5350248.02,Grand Total,difference,0.0
5350248.03,Grand Total,difference,0.0
