CTUID,Neighbourhoods,Metric_Type,Metric_Name,Travel_Time_Threshold,Category,Before_After_Benefit,Value
5350378.19,Milliken,Economic,Travel Time to Key Work Locations,102.0,Downtown Toronto,before,102.0
5350378.19,Milliken,Economic,Travel Time to Key Work Locations,,Etobicoke Centre,before,
5350378.19,Milliken,Economic,Travel Time to Key Work Locations,89.0,Yonge-Eglinton Centre,before,89.0
5350378.19,Milliken,Economic,Travel Time to Key Work Locations,78.0,North York Centre,before,78.0
5350378.19,Milliken,Economic,Travel Time to Key Work Locations,50.0,Scarborough Centre,before,50.0
5350378.2,Milliken,Economic,Travel Time to Key Work Locations,96.0,Downtown Toronto,before,96.0
5350378.2,Milliken,Economic,Travel Time to Key Work Locations,113.0,Etobicoke Centre,before,113.0
5350378.2,Milliken,Economic,Travel Time to Key Work Locations,81.0,Yonge-Eglinton Centre,before,81.0
5350378.2,Milliken,Economic,Travel Time to Key Work Locations,70.0,North York Centre,before,70.0
5350378.2,Milliken,Economic,Travel Time to Key Work Locations,43.0,Scarborough Centre,before,43.0
5350378.21,Milliken,Economic,Travel Time to Key Work Locations,96.0,Downtown Toronto,before,96.0
5350378.21,Milliken,Economic,Travel Time to Key Work Locations,113.0,Etobicoke Centre,before,113.0
5350378.21,Milliken,Economic,Travel Time to Key Work Locations,83.0,Yonge-Eglinton Centre,before,83.0
5350378.21,Milliken,Economic,Travel Time to Key Work Locations,71.0,North York Centre,before,71.0
5350378.21,Milliken,Economic,Travel Time to Key Work Locations,39.0,Scarborough Centre,before,39.0
5350378.22,Milliken,Economic,Travel Time to Key Work Locations,92.0,Downtown Toronto,before,92.0
5350378.22,Milliken,Economic,Travel Time to Key Work Locations,116.0,Etobicoke Centre,before,116.0
5350378.22,Milliken,Economic,Travel Time to Key Work Locations,77.0,Yonge-Eglinton Centre,before,77.0
5350378.22,Milliken,Economic,Travel Time to Key Work Locations,66.0,North York Centre,before,66.0
5350378.22,Milliken,Economic,Travel Time to Key Work Locations,46.0,Scarborough Centre,before,46.0
5350194.01,Thorncliffe Park,Economic,Travel Time to Key Work Locations,67.0,Downtown Toronto,before,67.0
5350194.01,Thorncliffe Park,Economic,Travel Time to Key Work Locations,81.0,Etobicoke Centre,before,81.0
5350194.01,Thorncliffe Park,Economic,Travel Time to Key Work Locations,52.0,Yonge-Eglinton Centre,before,52.0
5350194.01,Thorncliffe Park,Economic,Travel Time to Key Work Locations,69.0,North York Centre,before,69.0
5350194.01,Thorncliffe Park,Economic,Travel Time to Key Work Locations,83.0,Scarborough Centre,before,83.0
5350194.02,Thorncliffe Park,Economic,Travel Time to Key Work Locations,52.0,Downtown Toronto,before,52.0
5350194.02,Thorncliffe Park,Economic,Travel Time to Key Work Locations,66.0,Etobicoke Centre,before,66.0
5350194.02,Thorncliffe Park,Economic,Travel Time to Key Work Locations,41.0,Yonge-Eglinton Centre,before,41.0
5350194.02,Thorncliffe Park,Economic,Travel Time to Key Work Locations,57.0,North York Centre,before,57.0
5350194.02,Thorncliffe Park,Economic,Travel Time to Key Work Locations,65.0,Scarborough Centre,before,65.0
5350194.03,Thorncliffe Park,Economic,Travel Time to Key Work Locations,54.0,Downtown Toronto,before,54.0
5350194.03,Thorncliffe Park,Economic,Travel Time to Key Work Locations,67.0,Etobicoke Centre,before,67.0
5350194.03,Thorncliffe Park,Economic,Travel Time to Key Work Locations,43.0,Yonge-Eglinton Centre,before,43.0
5350194.03,Thorncliffe Park,Economic,Travel Time to Key Work Locations,60.0,North York Centre,before,60.0
5350194.03,Thorncliffe Park,Economic,Travel Time to Key Work Locations,72.0,Scarborough Centre,before,72.0
5350194.04,Thorncliffe Park,Economic,Travel Time to Key Work Locations,62.0,Downtown Toronto,before,62.0
5350194.04,Thorncliffe Park,Economic,Travel Time to Key Work Locations,81.0,Etobicoke Centre,before,81.0
5350194.04,Thorncliffe Park,Economic,Travel Time to Key Work Locations,38.0,Yonge-Eglinton Centre,before,38.0
5350194.04,Thorncliffe Park,Economic,Travel Time to Key Work Locations,57.0,North York Centre,before,57.0
5350194.04,Thorncliffe Park,Economic,Travel Time to Key Work Locations,76.0,Scarborough Centre,before,76.0
5350317.04,Westminster-Branson,Economic,Travel Time to Key Work Locations,69.0,Downtown Toronto,before,69.0
5350317.04,Westminster-Branson,Economic,Travel Time to Key Work Locations,95.0,Etobicoke Centre,before,95.0
5350317.04,Westminster-Branson,Economic,Travel Time to Key Work Locations,54.0,Yonge-Eglinton Centre,before,54.0
5350317.04,Westminster-Branson,Economic,Travel Time to Key Work Locations,43.0,North York Centre,before,43.0
5350317.04,Westminster-Branson,Economic,Travel Time to Key Work Locations,88.0,Scarborough Centre,before,88.0
5350317.05,Westminster-Branson,Economic,Travel Time to Key Work Locations,58.0,Downtown Toronto,before,58.0
5350317.05,Westminster-Branson,Economic,Travel Time to Key Work Locations,84.0,Etobicoke Centre,before,84.0
5350317.05,Westminster-Branson,Economic,Travel Time to Key Work Locations,43.0,Yonge-Eglinton Centre,before,43.0
5350317.05,Westminster-Branson,Economic,Travel Time to Key Work Locations,32.0,North York Centre,before,32.0
5350317.05,Westminster-Branson,Economic,Travel Time to Key Work Locations,76.0,Scarborough Centre,before,76.0
5350341.03,Clairlea-Birchmount,Economic,Travel Time to Key Work Locations,57.0,Downtown Toronto,before,57.0
5350341.03,Clairlea-Birchmount,Economic,Travel Time to Key Work Locations,71.0,Etobicoke Centre,before,71.0
5350341.03,Clairlea-Birchmount,Economic,Travel Time to Key Work Locations,52.0,Yonge-Eglinton Centre,before,52.0
5350341.03,Clairlea-Birchmount,Economic,Travel Time to Key Work Locations,67.0,North York Centre,before,67.0
5350341.03,Clairlea-Birchmount,Economic,Travel Time to Key Work Locations,58.0,Scarborough Centre,before,58.0
5350341.04,Oakridge,Economic,Travel Time to Key Work Locations,56.0,Downtown Toronto,before,56.0
5350341.04,Oakridge,Economic,Travel Time to Key Work Locations,70.0,Etobicoke Centre,before,70.0
5350341.04,Oakridge,Economic,Travel Time to Key Work Locations,51.0,Yonge-Eglinton Centre,before,51.0
5350341.04,Oakridge,Economic,Travel Time to Key Work Locations,66.0,North York Centre,before,66.0
5350341.04,Oakridge,Economic,Travel Time to Key Work Locations,57.0,Scarborough Centre,before,57.0
5350250.04,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,89.0,Downtown Toronto,before,89.0
5350250.04,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,61.0,Etobicoke Centre,before,61.0
5350250.04,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,92.0,Yonge-Eglinton Centre,before,92.0
5350250.04,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,82.0,North York Centre,before,82.0
5350250.04,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,,Scarborough Centre,before,
5350250.05,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,94.0,Downtown Toronto,before,94.0
5350250.05,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,58.0,Etobicoke Centre,before,58.0
5350250.05,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,93.0,Yonge-Eglinton Centre,before,93.0
5350250.05,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,87.0,North York Centre,before,87.0
5350250.05,Mount Olive-Silverstone-Jamestown,Economic,Travel Time to Key Work Locations,,Scarborough Centre,before,
5350269.01,Fenside-Parkwoods,Economic,Travel Time to Key Work Locations,62.0,Downtown Toronto,before,62.0
5350269.01,Fenside-Parkwoods,Economic,Travel Time to Key Work Locations,87.0,Etobicoke Centre,before,87.0
5350269.01,Fenside-Parkwoods,Economic,Travel Time to Key Work Locations,46.0,Yonge-Eglinton Centre,before,46.0
5350269.01,Fenside-Parkwoods,Economic,Travel Time to Key Work Locations,35.0,North York Centre,before,35.0
5350269.01,Fenside-Parkwoods,Economic,Travel Time to Key Work Locations,55.0,Scarborough Centre,before,55.0
5350269.02,Parkwoods-O'Connor Hills,Economic,Travel Time to Key Work Locations,66.0,Downtown Toronto,before,66.0
5350269.02,Parkwoods-O'Connor Hills,Economic,Travel Time to Key Work Locations,92.0,Etobicoke Centre,before,92.0
5350269.02,Parkwoods-O'Connor Hills,Economic,Travel Time to Key Work Locations,51.0,Yonge-Eglinton Centre,before,51.0
5350269.02,Parkwoods-O'Connor Hills,Economic,Travel Time to Key Work Locations,45.0,North York Centre,before,45.0
5350269.02,Parkwoods-O'Connor Hills,Economic,Travel Time to Key Work Locations,49.0,Scarborough Centre,before,49.0
5350344.01,Kennedy Park,Economic,Travel Time to Key Work Locations,66.0,Downtown Toronto,before,66.0
5350344.01,Kennedy Park,Economic,Travel Time to Key Work Locations,79.0,Etobicoke Centre,before,79.0
5350344.01,Kennedy Park,Economic,Travel Time to Key Work Locations,61.0,Yonge-Eglinton Centre,before,61.0
5350344.01,Kennedy Park,Economic,Travel Time to Key Work Locations,75.0,North York Centre,before,75.0
5350344.01,Kennedy Park,Economic,Travel Time to Key Work Locations,41.0,Scarborough Centre,before,41.0
5350344.02,Kennedy Park,Economic,Travel Time to Key Work Locations,65.0,Downtown Toronto,before,65.0
5350344.02,Kennedy Park,Economic,Travel Time to Key Work Locations,78.0,Etobicoke Centre,before,78.0
5350344.02,Kennedy Park,Economic,Travel Time to Key Work Locations,60.0,Yonge-Eglinton Centre,before,60.0
5350344.02,Kennedy Park,Economic,Travel Time to Key Work Locations,75.0,North York Centre,before,75.0
5350344.02,Kennedy Park,Economic,Travel Time to Key Work Locations,45.0,Scarborough Centre,before,45.0
5350011.01,Wellington Place,Economic,Travel Time to Key Work Locations,26.0,Downtown Toronto,before,26.0
5350011.01,Wellington Place,Economic,Travel Time to Key Work Locations,56.0,Etobicoke Centre,before,56.0
5350011.01,Wellington Place,Economic,Travel Time to Key Work Locations,36.0,Yonge-Eglinton Centre,before,36.0
5350011.01,Wellington Place,Economic,Travel Time to Key Work Locations,51.0,North York Centre,before,51.0
5350011.01,Wellington Place,Economic,Travel Time to Key Work Locations,84.0,Scarborough Centre,before,84.0
5350011.02,Wellington Place,Economic,Travel Time to Key Work Locations,20.0,Downtown Toronto,before,20.0
5350011.02,Wellington Place,Economic,Travel Time to Key Work Locations,53.0,Etobicoke Centre,before,53.0
5350011.02,Wellington Place,Economic,Travel Time to Key Work Locations,32.0,Yonge-Eglinton Centre,before,32.0
5350011.02,Wellington Place,Economic,Travel Time to Key Work Locations,47.0,North York Centre,before,47.0
5350011.02,Wellington Place,Economic,Travel Time to Key Work Locations,80.0,Scarborough Centre,before,80.0
5350011.03,Wellington Place,Economic,Travel Time to Key Work Locations,22.0,Downtown Toronto,before,22.0
5350011.03,Wellington Place,Economic,Travel Time to Key Work Locations,55.0,Etobicoke Centre,before,55.0
5350011.03,Wellington Place,Economic,Travel Time to Key Work Locations,31.0,Yonge-Eglinton Centre,before,31.0
5350011.03,Wellington Place,Economic,Travel Time to Key Work Locations,46.0,North York Centre,before,46.0
5350011.03,Wellington Place,Economic,Travel Time to Key Work Locations,79.0,Scarborough Centre,before,79.0
5350044.01,Little Portugal,Economic,Travel Time to Key Work Locations,38.0,Downtown Toronto,before,38.0
5350044.01,Little Portugal,Economic,Travel Time to Key Work Locations,45.0,Etobicoke Centre,before,45.0
5350044.01,Little Portugal,Economic,Travel Time to Key Work Locations,46.0,Yonge-Eglinton Centre,before,46.0
5350044.01,Little Portugal,Economic,Travel Time to Key Work Locations,61.0,North York Centre,before,61.0
5350044.01,Little Portugal,Economic,Travel Time to Key Work Locations,88.0,Scarborough Centre,before,88.0
5350044.02,Little Portugal,Economic,Travel Time to Key Work Locations,40.0,Downtown Toronto,before,40.0
5350044.02,Little Portugal,Economic,Travel Time to Key Work Locations,45.0,Etobicoke Centre,before,45.0
5350044.02,Little Portugal,Economic,Travel Time to Key Work Locations,46.0,Yonge-Eglinton Centre,before,46.0
5350044.02,Little Portugal,Economic,Travel Time to Key Work Locations,60.0,North York Centre,before,60.0
5350044.02,Little Portugal,Economic,Travel Time to Key Work Locations,88.0,Scarborough Centre,before,88.0
5350300.01,Avondale,Economic,Travel Time to Key Work Locations,38.0,Downtown Toronto,before,38.0
5350300.01,Avondale,Economic,Travel Time to Key Work Locations,64.0,Etobicoke Centre,before,64.0
5350300.01,Avondale,Economic,Travel Time to Key Work Locations,23.0,Yonge-Eglinton Centre,before,23.0
5350300.01,Avondale,Economic,Travel Time to Key Work Locations,14.0,North York Centre,before,14.0
5350300.01,Avondale,Economic,Travel Time to Key Work Locations,63.0,Scarborough Centre,before,63.0
5350300.02,Avondale,Economic,Travel Time to Key Work Locations,45.0,Downtown Toronto,before,45.0
5350300.02,Avondale,Economic,Travel Time to Key Work Locations,71.0,Etobicoke Centre,before,71.0
5350300.02,Avondale,Economic,Travel Time to Key Work Locations,30.0,Yonge-Eglinton Centre,before,30.0
5350300.02,Avondale,Economic,Travel Time to Key Work Locations,22.0,North York Centre,before,22.0
5350300.02,Avondale,Economic,Travel Time to Key Work Locations,71.0,Scarborough Centre,before,71.0
5350300.03,Avondale,Economic,Travel Time to Key Work Locations,52.0,Downtown Toronto,before,52.0
5350300.03,Avondale,Economic,Travel Time to Key Work Locations,78.0,Etobicoke Centre,before,78.0
5350300.03,Avondale,Economic,Travel Time to Key Work Locations,36.0,Yonge-Eglinton Centre,before,36.0
5350300.03,Avondale,Economic,Travel Time to Key Work Locations,24.0,North York Centre,before,24.0
5350300.03,Avondale,Economic,Travel Time to Key Work Locations,72.0,Scarborough Centre,before,72.0
5350318.01,Newtonbrook West,Economic,Travel Time to Key Work Locations,58.0,Downtown Toronto,before,58.0
5350318.01,Newtonbrook West,Economic,Travel Time to Key Work Locations,85.0,Etobicoke Centre,before,85.0
5350318.01,Newtonbrook West,Economic,Travel Time to Key Work Locations,43.0,Yonge-Eglinton Centre,before,43.0
5350318.01,Newtonbrook West,Economic,Travel Time to Key Work Locations,32.0,North York Centre,before,32.0
5350318.01,Newtonbrook West,Economic,Travel Time to Key Work Locations,82.0,Scarborough Centre,before,82.0
5350318.02,Newtonbrook West,Economic,Travel Time to Key Work Locations,47.0,Downtown Toronto,before,47.0
5350318.02,Newtonbrook West,Economic,Travel Time to Key Work Locations,73.0,Etobicoke Centre,before,73.0
5350318.02,Newtonbrook West,Economic,Travel Time to Key Work Locations,32.0,Yonge-Eglinton Centre,before,32.0
5350318.02,Newtonbrook West,Economic,Travel Time to Key Work Locations,20.0,North York Centre,before,20.0
5350318.02,Newtonbrook West,Economic,Travel Time to Key Work Locations,70.0,Scarborough Centre,before,70.0
5350305.05,Bayview Village,Economic,Travel Time to Key Work Locations,52.0,Downtown Toronto,before,52.0
5350305.05,Bayview Village,Economic,Travel Time to Key Work Locations,79.0,Etobicoke Centre,before,79.0
5350305.05,Bayview Village,Economic,Travel Time to Key Work Locations,37.0,Yonge-Eglinton Centre,before,37.0
5350305.05,Bayview Village,Economic,Travel Time to Key Work Locations,25.0,North York Centre,before,25.0
5350305.05,Bayview Village,Economic,Travel Time to Key Work Locations,64.0,Scarborough Centre,before,64.0
5350305.06,Bayview Village,Economic,Travel Time to Key Work Locations,60.0,Downtown Toronto,before,60.0
5350305.06,Bayview Village,Economic,Travel Time to Key Work Locations,87.0,Etobicoke Centre,before,87.0
5350305.06,Bayview Village,Economic,Travel Time to Key Work Locations,45.0,Yonge-Eglinton Centre,before,45.0
5350305.06,Bayview Village,Economic,Travel Time to Key Work Locations,33.0,North York Centre,before,33.0
5350305.06,Bayview Village,Economic,Travel Time to Key Work Locations,65.0,Scarborough Centre,before,65.0
5350377.08,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,86.0,Downtown Toronto,before,86.0
5350377.08,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,100.0,Etobicoke Centre,before,100.0
5350377.08,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,75.0,Yonge-Eglinton Centre,before,75.0
5350377.08,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,64.0,North York Centre,before,64.0
5350377.08,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,39.0,Scarborough Centre,before,39.0
5350377.09,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,84.0,Downtown Toronto,before,84.0
5350377.09,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,97.0,Etobicoke Centre,before,97.0
5350377.09,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,73.0,Yonge-Eglinton Centre,before,73.0
5350377.09,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,66.0,North York Centre,before,66.0
5350377.09,Agincourt South-Malvern West,Economic,Travel Time to Key Work Locations,39.0,Scarborough Centre,before,39.0
5350308.05,Willowdale West,Economic,Travel Time to Key Work Locations,56.0,Downtown Toronto,before,56.0
5350308.05,Willowdale West,Economic,Travel Time to Key Work Locations,82.0,Etobicoke Centre,before,82.0
5350308.05,Willowdale West,Economic,Travel Time to Key Work Locations,40.0,Yonge-Eglinton Centre,before,40.0
5350308.05,Willowdale West,Economic,Travel Time to Key Work Locations,19.0,North York Centre,before,19.0
5350308.05,Willowdale West,Economic,Travel Time to Key Work Locations,81.0,Scarborough Centre,before,81.0
5350308.06,Willowdale West,Economic,Travel Time to Key Work Locations,49.0,Downtown Toronto,before,49.0
5350308.06,Willowdale West,Economic,Travel Time to Key Work Locations,75.0,Etobicoke Centre,before,75.0
5350308.06,Willowdale West,Economic,Travel Time to Key Work Locations,34.0,Yonge-Eglinton Centre,before,34.0
5350308.06,Willowdale West,Economic,Travel Time to Key Work Locations,17.0,North York Centre,before,17.0
5350308.06,Willowdale West,Economic,Travel Time to Key Work Locations,73.0,Scarborough Centre,before,73.0
5350308.07,Willowdale West,Economic,Travel Time to Key Work Locations,41.0,Downtown Toronto,before,41.0
5350308.07,Willowdale West,Economic,Travel Time to Key Work Locations,67.0,Etobicoke Centre,before,67.0
5350308.07,Willowdale West,Economic,Travel Time to Key Work Locations,26.0,Yonge-Eglinton Centre,before,26.0
5350308.07,Willowdale West,Economic,Travel Time to Key Work Locations,5.0,North York Centre,before,5.0
5350308.07,Willowdale West,Economic,Travel Time to Key Work Locations,69.0,Scarborough Centre,before,69.0
5350210.03,Humber Bay Shores,Economic,Travel Time to Key Work Locations,67.0,Downtown Toronto,before,67.0
5350210.03,Humber Bay Shores,Economic,Travel Time to Key Work Locations,43.0,Etobicoke Centre,before,43.0
5350210.03,Humber Bay Shores,Economic,Travel Time to Key Work Locations,66.0,Yonge-Eglinton Centre,before,66.0
5350210.03,Humber Bay Shores,Economic,Travel Time to Key Work Locations,80.0,North York Centre,before,80.0
5350210.03,Humber Bay Shores,Economic,Travel Time to Key Work Locations,109.0,Scarborough Centre,before,109.0
5350210.04,Humber Bay Shores,Economic,Travel Time to Key Work Locations,70.0,Downtown Toronto,before,70.0
5350210.04,Humber Bay Shores,Economic,Travel Time to Key Work Locations,51.0,Etobicoke Centre,before,51.0
5350210.04,Humber Bay Shores,Economic,Travel Time to Key Work Locations,71.0,Yonge-Eglinton Centre,before,71.0
5350210.04,Humber Bay Shores,Economic,Travel Time to Key Work Locations,86.0,North York Centre,before,86.0
5350210.04,Humber Bay Shores,Economic,Travel Time to Key Work Locations,114.0,Scarborough Centre,before,114.0
5350062.03,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,20.0,Downtown Toronto,before,20.0
5350062.03,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,45.0,Etobicoke Centre,before,45.0
5350062.03,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,24.0,Yonge-Eglinton Centre,before,24.0
5350062.03,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,38.0,North York Centre,before,38.0
5350062.03,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,71.0,Scarborough Centre,before,71.0
5350062.04,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,19.0,Downtown Toronto,before,19.0
5350062.04,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,49.0,Etobicoke Centre,before,49.0
5350062.04,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,21.0,Yonge-Eglinton Centre,before,21.0
5350062.04,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,35.0,North York Centre,before,35.0
5350062.04,Bay-Cloverhill,Economic,Travel Time to Key Work Locations,69.0,Scarborough Centre,before,69.0
5350017.01,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,34.0,Downtown Toronto,before,34.0
5350017.01,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,71.0,Etobicoke Centre,before,71.0
5350017.01,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,42.0,Yonge-Eglinton Centre,before,42.0
5350017.01,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,57.0,North York Centre,before,57.0
5350017.01,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,85.0,Scarborough Centre,before,85.0
5350017.02,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,29.0,Downtown Toronto,before,29.0
5350017.02,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,65.0,Etobicoke Centre,before,65.0
5350017.02,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,37.0,Yonge-Eglinton Centre,before,37.0
5350017.02,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,52.0,North York Centre,before,52.0
5350017.02,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,84.0,Scarborough Centre,before,84.0
5350128.04,South Eglinton-Davisville,Economic,Travel Time to Key Work Locations,32.0,Downtown Toronto,after,32.0
5350128.04,South Eglinton-Davisville,Economic,Travel Time to Key Work Locations,58.0,Etobicoke Centre,after,58.0
5350128.04,South Eglinton-Davisville,Economic,Travel Time to Key Work Locations,17.0,Yonge-Eglinton Centre,after,17.0
5350128.04,South Eglinton-Davisville,Economic,Travel Time to Key Work Locations,31.0,North York Centre,after,31.0
5350128.04,South Eglinton-Davisville,Economic,Travel Time to Key Work Locations,77.0,Scarborough Centre,after,77.0
5350363.06,Woburn North,Economic,Travel Time to Key Work Locations,77.0,Downtown Toronto,after,77.0
5350363.06,Woburn North,Economic,Travel Time to Key Work Locations,95.0,Etobicoke Centre,after,95.0
5350363.06,Woburn North,Economic,Travel Time to Key Work Locations,76.0,Yonge-Eglinton Centre,after,76.0
5350363.06,Woburn North,Economic,Travel Time to Key Work Locations,73.0,North York Centre,after,73.0
5350363.06,Woburn North,Economic,Travel Time to Key Work Locations,18.0,Scarborough Centre,after,18.0
5350363.07,Woburn North,Economic,Travel Time to Key Work Locations,81.0,Downtown Toronto,after,81.0
5350363.07,Woburn North,Economic,Travel Time to Key Work Locations,99.0,Etobicoke Centre,after,99.0
5350363.07,Woburn North,Economic,Travel Time to Key Work Locations,79.0,Yonge-Eglinton Centre,after,79.0
5350363.07,Woburn North,Economic,Travel Time to Key Work Locations,76.0,North York Centre,after,76.0
5350363.07,Woburn North,Economic,Travel Time to Key Work Locations,32.0,Scarborough Centre,after,32.0
5350378.23,Agincourt North,Economic,Travel Time to Key Work Locations,87.0,Downtown Toronto,after,87.0
5350378.23,Agincourt North,Economic,Travel Time to Key Work Locations,104.0,Etobicoke Centre,after,104.0
5350378.23,Agincourt North,Economic,Travel Time to Key Work Locations,83.0,Yonge-Eglinton Centre,after,83.0
5350378.23,Agincourt North,Economic,Travel Time to Key Work Locations,71.0,North York Centre,after,71.0
5350378.23,Agincourt North,Economic,Travel Time to Key Work Locations,33.0,Scarborough Centre,after,33.0
5350378.24,Agincourt North,Economic,Travel Time to Key Work Locations,91.0,Downtown Toronto,after,91.0
5350378.24,Agincourt North,Economic,Travel Time to Key Work Locations,109.0,Etobicoke Centre,after,109.0
5350378.24,Agincourt North,Economic,Travel Time to Key Work Locations,85.0,Yonge-Eglinton Centre,after,85.0
5350378.24,Agincourt North,Economic,Travel Time to Key Work Locations,74.0,North York Centre,after,74.0
5350378.24,Agincourt North,Economic,Travel Time to Key Work Locations,38.0,Scarborough Centre,after,38.0
5350010.01,West Queen West,Economic,Travel Time to Key Work Locations,28.0,Downtown Toronto,after,28.0
5350010.01,West Queen West,Economic,Travel Time to Key Work Locations,47.0,Etobicoke Centre,after,47.0
5350010.01,West Queen West,Economic,Travel Time to Key Work Locations,41.0,Yonge-Eglinton Centre,after,41.0
5350010.01,West Queen West,Economic,Travel Time to Key Work Locations,56.0,North York Centre,after,56.0
5350010.01,West Queen West,Economic,Travel Time to Key Work Locations,83.0,Scarborough Centre,after,83.0
5350010.02,West Queen West,Economic,Travel Time to Key Work Locations,21.0,Downtown Toronto,after,21.0
5350010.02,West Queen West,Economic,Travel Time to Key Work Locations,52.0,Etobicoke Centre,after,52.0
5350010.02,West Queen West,Economic,Travel Time to Key Work Locations,35.0,Yonge-Eglinton Centre,after,35.0
5350010.02,West Queen West,Economic,Travel Time to Key Work Locations,50.0,North York Centre,after,50.0
5350010.02,West Queen West,Economic,Travel Time to Key Work Locations,77.0,Scarborough Centre,after,77.0
5350001.0,South Riverdale,Economic,Travel Time to Key Work Locations,71.0,Downtown Toronto,after,71.0
5350001.0,South Riverdale,Economic,Travel Time to Key Work Locations,108.0,Etobicoke Centre,after,108.0
5350001.0,South Riverdale,Economic,Travel Time to Key Work Locations,81.0,Yonge-Eglinton Centre,after,81.0
5350001.0,South Riverdale,Economic,Travel Time to Key Work Locations,96.0,North York Centre,after,96.0
5350001.0,South Riverdale,Economic,Travel Time to Key Work Locations,,Scarborough Centre,after,
5350002.0,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,,Downtown Toronto,after,
5350002.0,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,,Etobicoke Centre,after,
5350002.0,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,,Yonge-Eglinton Centre,after,
5350002.0,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,,North York Centre,after,
5350002.0,St Lawrence-East Bayfront-The Islands,Economic,Travel Time to Key Work Locations,,Scarborough Centre,after,
5350003.0,South Parkdale,Economic,Travel Time to Key Work Locations,54.0,Downtown Toronto,after,54.0
5350003.0,South Parkdale,Economic,Travel Time to Key Work Locations,51.0,Etobicoke Centre,after,51.0
5350003.0,South Parkdale,Economic,Travel Time to Key Work Locations,58.0,Yonge-Eglinton Centre,after,58.0
5350003.0,South Parkdale,Economic,Travel Time to Key Work Locations,73.0,North York Centre,after,73.0
5350003.0,South Parkdale,Economic,Travel Time to Key Work Locations,101.0,Scarborough Centre,after,101.0
5350004.0,South Parkdale,Economic,Travel Time to Key Work Locations,42.0,Downtown Toronto,after,42.0
5350004.0,South Parkdale,Economic,Travel Time to Key Work Locations,46.0,Etobicoke Centre,after,46.0
5350004.0,South Parkdale,Economic,Travel Time to Key Work Locations,49.0,Yonge-Eglinton Centre,after,49.0
5350004.0,South Parkdale,Economic,Travel Time to Key Work Locations,63.0,North York Centre,after,63.0
5350004.0,South Parkdale,Economic,Travel Time to Key Work Locations,91.0,Scarborough Centre,after,91.0
5350005.0,South Parkdale,Economic,Travel Time to Key Work Locations,37.0,Downtown Toronto,after,37.0
5350005.0,South Parkdale,Economic,Travel Time to Key Work Locations,43.0,Etobicoke Centre,after,43.0
5350005.0,South Parkdale,Economic,Travel Time to Key Work Locations,44.0,Yonge-Eglinton Centre,after,44.0
5350005.0,South Parkdale,Economic,Travel Time to Key Work Locations,59.0,North York Centre,after,59.0
5350005.0,South Parkdale,Economic,Travel Time to Key Work Locations,87.0,Scarborough Centre,after,87.0
