CTUID,Neighbourhoods,Metric_Type,Metric_Name,Travel_Time_Threshold,Category,Before_After_Benefit,Value
5350026.0,Greenwood-Coxwell,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11900279999999998
5350026.0,Greenwood-Coxwell,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.09421055
5350027.0,South Riverdale,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.049584500000000004
5350027.0,South Riverdale,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.1289197
5350027.0,South Riverdale,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.08429364999999998
5350027.0,South Riverdale,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11404434999999999
5350027.0,South Riverdale,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.0892521
5350029.0,South Riverdale,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.034709149999999994
5350029.0,South Riverdale,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.11404434999999999
5350029.0,South Riverdale,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06445985
5350029.0,South Riverdale,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.09421055
5350029.0,South Riverdale,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.06941829999999999
5350030.0,Regent Park,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.029750699999999995
5350030.0,Regent Park,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.10412745
5350030.0,Regent Park,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06941829999999999
5350030.0,Regent Park,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.10412745
5350030.0,Regent Park,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.07933519999999998
5350031.0,Regent Park,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.029750699999999995
5350031.0,Regent Park,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.1090859
5350031.0,Regent Park,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06445985
5350031.0,Regent Park,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.09916900000000001
5350031.0,Regent Park,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.07933519999999998
5350032.0,Moss Park,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.019833799999999995
5350032.0,Moss Park,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.1090859
5350032.0,Moss Park,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.05950139999999999
5350032.0,Moss Park,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.1090859
5350032.0,Moss Park,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.08429364999999998
5350033.0,Moss Park,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.024792250000000002
5350033.0,Moss Park,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.1090859
5350033.0,Moss Park,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06941829999999999
5350033.0,Moss Park,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.1090859
5350033.0,Moss Park,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.0892521
5350035.0,Yonge-Bay Corridor,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.004958449999999999
5350035.0,Yonge-Bay Corridor,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.10412745
5350035.0,Yonge-Bay Corridor,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.05454295
5350035.0,Yonge-Bay Corridor,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11404434999999999
5350035.0,Yonge-Bay Corridor,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.09916900000000001
5350036.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.014875349999999997
5350036.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.10412745
5350036.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06445985
5350036.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.12396125
5350036.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.10412745
5350037.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.014875349999999997
5350037.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.10412745
5350037.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.05454295
5350037.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11900279999999998
5350037.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.10412745
5350038.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.024792250000000002
5350038.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.10412745
5350038.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06445985
5350038.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11404434999999999
5350038.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.1090859
5350039.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.029750699999999995
5350039.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.1090859
5350039.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.07437674999999999
5350039.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.12396125
5350039.0,Kensington-Chinatown,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.11900279999999998
5350040.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.034709149999999994
5350040.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.11404434999999999
5350040.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.07933519999999998
5350040.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.12396125
5350040.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.12396125
5350041.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.029750699999999995
5350041.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.1090859
5350041.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.06445985
5350041.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11404434999999999
5350041.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.11900279999999998
5350042.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.03966759999999999
5350042.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.10412745
5350042.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Yonge-Eglinton Centre,before,0.07437674999999999
5350042.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,North York Centre,before,0.11404434999999999
5350042.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Scarborough Centre,before,0.1289197
5350043.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Downtown Toronto,before,0.03966759999999999
5350043.0,Trinity-Bellwoods,Environmental,CO2 Emission (Driving),0,Etobicoke Centre,before,0.09916900000000001
